Orthogroup	Erysimum_linariifolium	Cardamine_glauca
OG0000316	El006G313460, El006G313430, El006G288940	Cg006G210390, Cg008G298570, Cg001G041080
OG0000316	El006G289040, El006G288950	Cg005G165580, Cg005G165480
OG0000319	El002G090600, El002G090610, El007G330560	Cg003G086150, Cg003G108110, Cg006G238150
OG0000321	El003G185760, El003G185810	Cg001G036410
OG0000322	El004G231760	Cg007G279100
OG0000322	El002G101250	Cg006G228800
OG0000322	El006G289270	Cg005G165820
OG0000323	El003G156480	Cg001G013020
OG0000324	El007G351620, El007G350030, El007G350080	Cg008G317460, Cg001G031330, Cg007G263750
OG0000325	El004G205680, El005G236050	Cg001G033350
OG0000325	El007G348860	Cg007G261500, Cg004G148160
OG0000327	El002G109100, El002G109110	Cg006G222130, Cg006G222140, Cg006G222120
OG0000327	El001G043800, El001G043810	Cg002G052000
OG0000328	El003G188540	Cg001G038690, Cg001G038800
OG0000330	El001G031820	Cg002G046560
OG0000331	El002G122670, El001G044380, El005G250440, El006G293100, El005G264650, El004G209740, El004G210410, El001G037400	Cg007G257080, Cg005G189380
OG0000332	El001G060380	Cg008G300270
OG0000332	El002G134240	Cg004G136440
OG0000334	El001G024470	Cg002G052730
OG0000334	El006G292570	Cg005G168750
OG0000334	El027G373440, El004G212490	Cg008G316780, Cg003G078420, Cg014G331200
OG0000334	El001G002940	Cg014G331210, Cg003G078410
OG0000335	El002G130900	Cg006G205050
OG0000335	El002G113660	Cg006G218670
OG0000336	El002G101750	Cg006G228370
OG0000336	El004G225030	Cg007G273370
OG0000339	El003G161790	Cg001G017490
OG0000339	El001G000520	Cg014G333260, Cg003G076340
OG0000339	El006G282150	Cg005G159770
OG0000339	El001G033440	Cg002G045310
OG0000340	El006G285360	Cg005G162340
OG0000340	El006G285350, El002G130230	Cg005G162330
OG0000341	El002G125580, El002G106720	Cg001G030730
OG0000344	El001G051870, El007G357010, El001G051950, El001G051990, El001G044330, El001G051920	Cg008G305710, Cg008G305700
OG0000345	El002G096200	Cg006G233280
OG0000346	El005G272170	Cg003G100610, Cg003G097510
OG0000347	El005G267560, El005G247550	Cg004G127590
OG0000348	El004G225870	Cg004G146340, Cg007G271550
OG0000349	El003G146500	Cg001G004450
OG0000349	El002G127670, El002G127640	Cg005G177460
OG0000351	El002G121580	Cg003G086090
OG0000351	El002G121660	Cg006G211780
OG0000351	El005G250820	Cg004G130660
OG0000352	El006G309450	Cg006G229000
OG0000352	El004G201170, El004G201120, El003G185340, El007G358620	Cg007G250610
OG0000353	El001G081410	Cg001G022220, Cg002G056550, Cg008G295330
OG0000355	El004G217540, El004G217530, El004G231880	Cg005G187890
OG0000356	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640	Cg008G306390, Cg008G306550
OG0000358	El001G072530	Cg008G289900
OG0000358	El007G359240	Cg008G319440
OG0000358	El001G072540	Cg008G289890
OG0000358	El001G072550	Cg008G289880
OG0000359	El002G115950, El002G115980	Cg006G216530, Cg006G216520, Cg006G216510
OG0000359	El006G296860	Cg005G172170
OG0000360	El007G323130	Cg003G114870
OG0000360	El007G323140	Cg003G114860
OG0000361	El005G247030, El005G247020	Cg004G127210
OG0000361	El001G078160	Cg008G285160
OG0000361	El001G078130	Cg004G141500
OG0000363	El002G126200, El002G126220	Cg004G145460
OG0000363	El002G126210	Cg006G201860
OG0000364	El004G211570	Cg002G068570
OG0000368	El003G144810	Cg001G002860
OG0000368	El003G144770, El003G144760	Cg001G002840
OG0000368	El003G144750	Cg001G002830
OG0000369	El001G011880, El001G013250	Cg003G107530
OG0000370	El003G185270, El002G101090, El002G101100	Cg006G228950
OG0000370	El001G014550, El003G159300, El003G159280	Cg001G015500
OG0000371	El002G111190	Cg006G220780
OG0000371	El006G280660	Cg005G158480
OG0000371	El002G085130	Cg006G243100
OG0000371	El006G280650	Cg005G158470
OG0000372	El003G157140, El003G173700, El003G157160, El003G157170, El003G173780	Cg001G013540, Cg001G013550, Cg001G013560
OG0000377	El004G200550	Cg007G249720
OG0000377	El004G200530	Cg007G249710
OG0000377	El004G200540	Cg007G249740
OG0000379	El003G186470, El006G311540	Cg007G257560, Cg002G060420, Cg003G107790, Cg001G025230, Cg005G186070, Cg008G310010
OG0000380	El004G197270	Cg001G040980
OG0000381	El004G194570, El005G236170, El006G287460	Cg006G225170, Cg006G239510, Cg006G240680
OG0000382	El002G084270	Cg006G243790
OG0000382	El004G208350	Cg007G254420
OG0000382	El002G091920	Cg006G236900
OG0000383	El002G114440, El002G119180	Cg006G217970
OG0000383	El002G114400, El002G114390, El002G114430	Cg006G218010, Cg006G217980
OG0000384	El002G137770, El002G137730	Cg006G196900
OG0000386	El001G023900	Cg002G053290
OG0000386	El001G040470, El001G040480	Cg002G072490
OG0000386	El001G023910	Cg002G053280
OG0000387	El006G285610	Cg005G162800
OG0000387	El006G285490	Cg005G162500
OG0000387	El006G281610	Cg005G162480
OG0000390	El001G056560	Cg008G303200
OG0000391	El002G107470	Cg006G223560, Cg006G223590
OG0000391	El002G107410, El002G107390	Cg006G223610
OG0000391	El002G107420	Cg006G223580
OG0000392	El003G176450	Cg002G056610
OG0000392	El003G176130	Cg002G056620, Cg002G056600
OG0000392	El003G176120, El003G176430	Cg002G056570
OG0000393	El005G254450, El005G254470, El001G064960, El005G254460	Cg004G134070
OG0000396	El001G043390	Cg001G030810, Cg002G069030
OG0000396	El001G043470, El001G043530	Cg002G069060
OG0000396	El001G043490	Cg002G069050
OG0000398	El005G249610	Cg008G310730
OG0000398	El005G249600	Cg004G129510
OG0000398	El002G140190	Cg006G195010
OG0000399	El001G014530, El001G014520	Cg004G143320, Cg004G143360
OG0000400	El003G160990, El006G281540	Cg005G159260
OG0000401	El007G342040, El007G342050	Cg003G098280
OG0000403	El004G201290	Cg007G250680
OG0000403	El004G201190, El004G201260	Cg007G250650
OG0000403	El004G200670	Cg007G250640
OG0000406	El001G063970	Cg008G297220
OG0000406	El001G031450	Cg002G046730
OG0000406	El005G237360	Cg004G118250
OG0000408	El006G316660, El006G316640, El007G348910, El006G316550, El006G311690, El006G316620, El006G316610	Cg005G189700
OG0000411	El004G198670	Cg007G248450
OG0000411	El005G270540	Cg004G145680
OG0000411	El001G005390	Cg003G093460, Cg003G080490
OG0000411	El003G163700	Cg001G019000
OG0000412	El007G337740	Cg003G101880
OG0000412	El003G157090	Cg001G013500
OG0000412	El002G135360	Cg006G198710
OG0000412	El005G258570	Cg004G137580
OG0000413	El005G249460	Cg004G129370
OG0000413	El003G158150	Cg001G014360
OG0000413	El007G335400	Cg003G104010
OG0000414	El002G110530	Cg006G220700
OG0000415	El001G069430	Cg008G292540
OG0000415	El001G049570, El001G049550, El001G049580, El001G049150	Cg008G306950
OG0000416	El006G300650, El006G300480	Cg005G174990, Cg005G174850
OG0000416	El006G316630	Cg006G240670
OG0000417	El001G006910, El001G009680	Cg003G109700
OG0000419	El001G006000, El001G048200, El007G346790, El006G309090, El006G308980, El006G309030, El006G309020, El002G121920, El002G121970, El002G121960, El007G346780, El002G122010, El007G345660, El007G345790, El007G345880	Cg008G309140, Cg008G310840, Cg008G309150
OG0000421	El003G188860, El003G188830, El003G188770, El003G188820, El003G188810, El003G185740, El003G185800, El003G178490	Cg001G039140, Cg001G039040
OG0000422	El002G092300	Cg001G020210, Cg006G236580
OG0000422	El002G092310	Cg006G236570, Cg006G236560
OG0000422	El002G092290, El002G127460	Cg006G236590
OG0000423	El004G224830	Cg007G273210
OG0000423	El005G250010	Cg004G129870
OG0000424	El001G004180	Cg005G185110
OG0000425	El005G247780	Cg004G127770
OG0000426	El006G312290	Cg006G207870, Cg001G036330
OG0000426	El003G180620	Cg006G210120
OG0000427	El005G240500, El007G341910	Cg004G121350
OG0000427	El004G232020	Cg004G145850, Cg007G279320
OG0000427	El005G275270, El006G298230	Cg005G172930
OG0000429	El001G052920	Cg008G305090
OG0000429	El001G070450	Cg008G291690
OG0000429	El003G150450	Cg001G008100
OG0000429	El006G314410	Cg005G188170
OG0000430	El005G273810	Cg004G152450
OG0000430	El003G147560	Cg001G005380
OG0000430	El003G142190	Cg001G000600
OG0000431	El004G203320	Cg007G251970
OG0000431	El002G092990	Cg006G235970
OG0000431	El002G092980	Cg006G235980
OG0000432	El007G340870	Cg003G099400
OG0000432	El003G157860	Cg001G014130
OG0000432	El007G336140	Cg003G103300
OG0000433	El004G212820, El004G212680	Cg008G318280
OG0000435	El002G102960	Cg006G227220, Cg006G227250
OG0000436	El005G278170	Cg004G156050
OG0000437	El002G121450	Cg006G211920, Cg006G211880
OG0000437	El002G121480	Cg006G211900
OG0000437	El002G121440	Cg006G211940
OG0000438	El001G006030	Cg003G081140
OG0000439	El002G088370	Cg006G240180
OG0000439	El001G031050	Cg002G047030
OG0000439	El006G301030	Cg005G175260
OG0000440	El006G294680, El001G063480	Cg008G297760
OG0000440	El005G237700	Cg004G118560
OG0000440	El005G237730	Cg004G118570
OG0000441	El005G253210	Cg004G132880
OG0000441	El005G253170	Cg004G132850
OG0000441	El005G253190	Cg004G132860
OG0000442	El004G209030, El004G209080	Cg001G027430, Cg002G071920
OG0000442	El006G320400	Cg005G192980
OG0000443	El001G054400, El027G373480, El004G212300, El004G224310	Cg007G272740, Cg007G272730
OG0000446	El007G328120	Cg003G110320
OG0000446	El001G037830	Cg002G074360
OG0000446	El002G098330	Cg006G231520
OG0000447	El005G251460	Cg004G131200
OG0000447	El007G330070	Cg003G108540
OG0000447	El006G297870	Cg005G172640
OG0000447	El002G114360	Cg006G218040
OG0000448	El007G365940	Cg008G324500
OG0000448	El007G365930	Cg008G324490
OG0000448	El007G365950	Cg008G324510
OG0000449	El001G015080	Cg002G061250
OG0000449	El007G331050	Cg003G107590
OG0000449	El001G015070	Cg002G061240
OG0000449	El007G331060	Cg003G107580
OG0000452	El003G152780	Cg001G010190
OG0000452	El003G152790, El003G152800	Cg001G010200
OG0000454	El007G357850, El007G340800, El007G340780	Cg003G099450
OG0000457	El001G069060, El001G069080, El001G069070	Cg008G292890
OG0000457	El003G190300	Cg001G040480
OG0000458	El007G340350, El006G307260	Cg003G099750, Cg003G099730
OG0000460	El002G120170	Cg007G250660, Cg007G250670
OG0000460	El005G269910	Cg005G157890
OG0000461	El006G292580	Cg005G168760
OG0000461	El002G082410	Cg006G245460
OG0000461	El002G082400	Cg006G245470
OG0000462	El003G187410, El003G187420, El001G066140	Cg006G210000
OG0000466	El002G133690, El002G133670	Cg008G284120
OG0000467	El001G030350	Cg008G322950, Cg002G047650
OG0000467	El007G364000	Cg001G022010
OG0000468	El001G025490	Cg002G051880
OG0000468	El006G299240	Cg005G173840
OG0000468	El006G291120	Cg005G167330
OG0000471	El002G114920	Cg006G217710
OG0000471	El002G114900, El002G114910	Cg006G217740, Cg006G217720, Cg006G217730
OG0000471	El002G114940	Cg006G217690
OG0000472	El003G190770	Cg001G040820
OG0000472	El003G190760	Cg001G040810, Cg001G040800
OG0000473	El007G329520	Cg003G109030
OG0000473	El001G034670	Cg002G044230
OG0000474	El001G018580	Cg002G057990
OG0000476	El001G052870	Cg008G305110, Cg008G305030
OG0000481	El003G177200	Cg001G029300, Cg003G087600
OG0000483	El007G336760	Cg003G102670
OG0000483	El007G336750, El007G336710	Cg003G102690, Cg003G102680
OG0000487	El006G298580	Cg004G120040, Cg005G173270, Cg006G241950
OG0000488	El003G184200, El003G184220, El003G184190, El003G184180	Cg002G054230
OG0000488	El001G022690	Cg002G054460
OG0000489	El001G004350	Cg003G094350, Cg003G079680
OG0000490	El002G083890, El002G083910	Cg006G244130
OG0000491	El001G057630, El001G057640, El001G057670	Cg008G302450
OG0000493	El004G207720, El007G346800, El004G215880, El001G047220, El008G368440, El007G352560, El007G350420, El002G125590, El004G207810, El003G181020	Cg008G310080
OG0000495	El003G181140, El003G181130, El006G311570, El003G184390, El007G338650	Cg003G101210
OG0000495	El006G318420	Cg005G191210
OG0000496	El002G127540	Cg004G148140
OG0000496	El007G352050	Cg002G063650, Cg004G148150, Cg008G318740, Cg001G021720
OG0000497	El001G051880	Cg008G309780, Cg008G311600
OG0000498	El007G339720	Cg003G100300
OG0000498	El003G156150	Cg001G012780, Cg006G218710
OG0000499	El003G168300	Cg001G022510
OG0000499	El004G231730	Cg007G279080
OG0000500	El007G362300	Cg008G321790
OG0000500	El007G362320, El007G362170, El007G362280	Cg008G321770
OG0000500	El007G362310	Cg008G321810
OG0000500	El007G362390	Cg008G321740
OG0000501	El002G124350	Cg006G209830
OG0000501	El001G015680	Cg004G151200, Cg002G060780
OG0000502	El007G334300, El002G129120, El005G264630	Cg008G316630
OG0000504	El001G080270	Cg008G283420
OG0000504	El005G244670	Cg004G125100
OG0000505	El001G053720	Cg008G304760, Cg008G304720
OG0000505	El001G053900	Cg008G304710
OG0000506	El001G076020	Cg008G286990
OG0000506	El004G223700	Cg007G272280
OG0000507	El007G332430	Cg008G320160
OG0000508	El006G302300	Cg005G169030
OG0000509	El007G326260	Cg006G201540
OG0000509	El003G171030	Cg001G024650
OG0000509	El003G171020	Cg001G024640
OG0000510	El004G201010	Cg007G250480, Cg007G250500
OG0000510	El004G201000, El004G200950, El004G200930, El004G200920	Cg007G250460
OG0000511	El003G173660	Cg001G026600
OG0000511	El004G198000	Cg007G247860
OG0000512	El003G161870	Cg001G017530
OG0000512	El003G161830	Cg001G017520
OG0000512	El005G278610, El005G278600	Cg002G068470
OG0000512	El003G161800	Cg001G017500
OG0000512	El003G161820	Cg001G017510
OG0000513	El001G024240	Cg002G052890
OG0000513	El001G015200	Cg002G061210
OG0000513	El007G331120	Cg003G107510
OG0000520	El006G282630	Cg005G160050
OG0000520	El007G355250, El001G032970	Cg009G325440, Cg008G313690, Cg002G045640
OG0000521	El002G124400	Cg006G209950
OG0000521	El001G010450	Cg003G085930
OG0000521	El004G231650	Cg007G278940
OG0000522	El002G120450	Cg006G212940
OG0000522	El002G120470, El002G120480, El002G120460	Cg006G212930
OG0000522	El001G008630	Cg003G083570
OG0000523	El006G281510	Cg005G159230
OG0000524	El007G349900	Cg008G312990
OG0000525	El004G231940	Cg007G279230
OG0000525	El005G251140	Cg004G130910
OG0000525	El002G138890	Cg006G196190
OG0000526	El001G017270, El001G017260	Cg002G059250
OG0000526	El001G017250	Cg002G059300
OG0000527	El003G176630	Cg001G028730
OG0000527	El003G176200, El003G176220, El003G176260, El003G176280	Cg001G028570
OG0000533	El003G142670	Cg001G001030
OG0000533	El006G320740	Cg005G193250
OG0000534	El004G198430	Cg007G248240
OG0000534	El004G198470, El004G198440, El004G198450	Cg007G248260, Cg007G248310, Cg007G248250
OG0000535	El001G037130, El001G037150	Cg002G074710
OG0000537	El001G004010	Cg003G094580, Cg003G079430
OG0000537	El003G179510, El003G179620	Cg001G031430
OG0000538	El006G285250	Cg005G162220
OG0000538	El006G285280, El002G122690	Cg005G162250
OG0000538	El006G285260	Cg005G162230
OG0000539	El007G321890	Cg007G251010
OG0000540	El006G303390, El006G303410	Cg005G177450
OG0000540	El006G303430	Cg005G177500, Cg005G177490
OG0000541	El006G303710	Cg005G177620
OG0000542	El001G065210	Cg008G296420
OG0000542	El002G132600	Cg006G200890
OG0000542	El005G236740	Cg004G117700
OG0000543	El006G316900	Cg005G190410, Cg005G189960, Cg005G190420, Cg005G190000
OG0000543	El004G207440	Cg005G189950, Cg005G190430, Cg005G189990, Cg005G190400, Cg005G189970, Cg005G190020, Cg005G189980
OG0000544	El004G214840, El002G087430, El002G087420	Cg006G241110
OG0000545	El004G227580	Cg007G275530
OG0000545	El004G227570	Cg007G275520, Cg007G275510
OG0000545	El004G227560	Cg007G275490
OG0000546	El005G274410	Cg004G152970
OG0000546	El005G274380	Cg004G152950
OG0000546	El005G274350, El005G274360	Cg004G152920
OG0000546	El005G274370	Cg004G152930, Cg004G152960, Cg004G152940
OG0000547	El001G007180	Cg003G081950, Cg003G081930
OG0000550	El001G023010	Cg005G170400
OG0000551	El007G325660	Cg003G112680
OG0000551	El003G142820	Cg001G001200
OG0000551	El001G072190	Cg008G290260
OG0000552	El002G108750	Cg006G222430
OG0000552	El001G034520	Cg005G175630, Cg002G044370
OG0000553	El002G121870, El006G320810, El006G320920	Cg006G211460
OG0000554	El004G199370	Cg007G248970
OG0000555	El001G006440, El001G006420, El001G006400, El002G132040	Cg003G081530
OG0000556	El005G242380	Cg004G123180
OG0000556	El007G347100	Cg008G311260, Cg008G309430
OG0000556	El005G268380	Cg004G142770
OG0000557	El001G031980	Cg002G046330
OG0000557	El006G283870	Cg005G161030
OG0000558	El004G218510, El004G215510	Cg005G164030
OG0000558	El005G270050	Cg004G144890
OG0000559	El001G080000	Cg008G283670
OG0000559	El001G079990	Cg008G283680
OG0000560	El007G331600	Cg003G107170
OG0000560	El002G086290	Cg006G242130
OG0000562	El005G240840	Cg004G121670
OG0000562	El001G066850	Cg008G294850
OG0000562	El001G051040	Cg008G306290
OG0000564	El003G151240	Cg001G008860
OG0000564	El006G316520	Cg005G189600
OG0000564	El006G316490	Cg005G189630, Cg005G189610, Cg005G189570
OG0000565	El001G066430, El007G339140	Cg008G295270
OG0000565	El004G221400	Cg007G270450
OG0000566	El002G122870, El002G120910, El002G120890	Cg008G300820
OG0000566	El001G059490	Cg008G300980
OG0000567	El001G069460, El001G069470	Cg008G292520
OG0000568	El005G263120, El005G263130, El006G314190, El002G124900, El006G291130, El003G182600	Cg004G134820, Cg004G152730, Cg003G087790, Cg007G255630
OG0000569	El006G295830	Cg005G171340
OG0000570	El005G236220	Cg004G117190
OG0000571	El007G330150	Cg003G108460
OG0000571	El002G090790, El002G090800	Cg006G237990, Cg006G238000
OG0000573	El004G199750	Cg007G249330
OG0000574	El007G351380	Cg007G257570
OG0000575	El003G148790, El003G148770	Cg002G064240
OG0000575	El003G151530	Cg002G064200
OG0000578	El002G093390	Cg006G235600
OG0000578	El004G201790	Cg007G251220
OG0000578	El004G221340	Cg007G270390
OG0000578	El002G109780	Cg006G221520
OG0000579	El003G192870	Cg001G042350
OG0000580	El006G284520	Cg005G161570
OG0000580	El006G284530	Cg005G161580
OG0000581	El005G244430	Cg004G124880, Cg004G124890
OG0000581	El001G047990	Cg008G307570
OG0000582	El006G306650	Cg005G180390
OG0000584	El003G155370	Cg001G012010
OG0000585	El005G250920, El006G296810, El002G116030	Cg004G130730, Cg005G172160, Cg006G216450
OG0000586	El007G356130	Cg008G317030
OG0000587	El001G001680	Cg014G331710, Cg003G077950
OG0000587	El006G281050	Cg005G158850
OG0000587	El002G083840	Cg006G244220
OG0000588	El005G251300	Cg004G131080
OG0000588	El006G286410	Cg005G163370
OG0000588	El002G138330	Cg006G196360
OG0000589	El007G331140	Cg003G107490
OG0000589	El001G015220	Cg002G061190
OG0000589	El001G015210	Cg002G061200
OG0000590	El001G050260	Cg008G306680
OG0000590	El002G084540, El001G046970	Cg006G243560
OG0000591	El003G151850	Cg001G009410
OG0000591	El002G103710	Cg002G057870
OG0000591	El007G348160	Cg002G057860
OG0000592	El002G132330	Cg006G201250
OG0000592	El005G255230	Cg004G134690
OG0000592	El002G102180	Cg006G227950
OG0000593	El001G044920, El001G044820	Cg001G026300
OG0000593	El003G183860	Cg007G253070
OG0000595	El001G012790, El001G012770	Cg002G063250
OG0000595	El001G012760	Cg002G063260
OG0000596	El001G060140	Cg008G300510
OG0000596	El007G337050	Cg003G102460
OG0000597	El006G301360	Cg005G175670
OG0000600	El007G335330	Cg003G104060
OG0000600	El005G278200	Cg004G156080
OG0000600	El003G154330	Cg001G011170
OG0000601	El001G065960	Cg008G295790
OG0000601	El003G189040	Cg001G039300
OG0000601	El001G045460	Cg002G067730
OG0000602	El001G079540	Cg008G284060
OG0000602	El001G023830	Cg002G053370
