Orthogroup	Erysimum_linariifolium	Cardamine_glauca
OG0008042	El006G316080, El006G316060	Cg005G189170
OG0008043	El006G316710	Cg005G189760
OG0008044	El006G317100, El006G317110	Cg005G190220
OG0008045	El006G318570	Cg005G191350
OG0008046	El004G226810	Cg007G274720
OG0008047	El006G319410	Cg005G191990
OG0008048	El006G319430	Cg005G192000
OG0008049	El006G319500	Cg005G192040
OG0008050	El006G319610	Cg005G192160
OG0008051	El006G319660	Cg005G192240
OG0008052	El006G320340	Cg005G192910
OG0008053	El006G320460	Cg005G193010
OG0008054	El006G320550	Cg005G193060
OG0008055	El006G321140	Cg005G193400
OG0008056	El006G321310	Cg005G193620
OG0008058	El006G321550	Cg005G193780
OG0008059	El002G099170	Cg006G230750
OG0008060	El002G099090	Cg006G230830
OG0008061	El002G099070	Cg006G230850
OG0008062	El002G098950	Cg006G230960
OG0008063	El002G098840	Cg006G231060
OG0008064	El002G098610	Cg006G231300
OG0008065	El002G098360	Cg006G231490
OG0008066	El002G097930	Cg006G231920
OG0008067	El002G097860	Cg006G231970
OG0008068	El002G097390	Cg006G232240
OG0008069	El002G126700, El002G096740	Cg006G232770
OG0008070	El002G096610	Cg006G232880
OG0008071	El002G096600	Cg006G232890
OG0008072	El002G096120	Cg006G233320
OG0008073	El002G095970	Cg006G233410
OG0008074	El002G095890	Cg006G233490
OG0008075	El002G095440	Cg006G233820
OG0008076	El002G095230	Cg006G234030
OG0008077	El002G095210	Cg006G234050
OG0008078	El002G094910	Cg006G234320
OG0008079	El002G094770	Cg003G090750
OG0008080	El002G094720	Cg006G234490
OG0008081	El002G093650	Cg006G235380
OG0008082	El002G093370	Cg006G235630
OG0008083	El002G093170	Cg006G235800
OG0008084	El002G093100	Cg006G235860
OG0008085	El002G092590	Cg006G236230
OG0008086	El001G025240	Cg002G052110
OG0008087	El002G091540	Cg006G237230
OG0008088	El002G091270	Cg006G237490
OG0008089	El002G091290	Cg006G237470
OG0008090	El002G090110	Cg006G238550
OG0008091	El002G089690	Cg006G238930
OG0008092	El002G089500	Cg006G239160
OG0008093	El002G088950	Cg006G239630
OG0008094	El002G089170	Cg006G239450
OG0008095	El007G345360, El002G089030	Cg006G239590
OG0008096	El002G088940	Cg006G239640
OG0008098	El002G088860	Cg006G239720
OG0008099	El002G088720	Cg003G091380, Cg006G239880
OG0008100	El002G088480	Cg006G240100
OG0008101	El002G088200	Cg006G240370
OG0008102	El002G087850	Cg006G240660
OG0008103	El002G087150	Cg006G241340
OG0008104	El001G067930	Cg008G293860
OG0008105	El002G086580	Cg006G241860
OG0008106	El002G086470	Cg006G241990
OG0008107	El002G086430	Cg006G242020
OG0008108	El002G086110	Cg006G242260
OG0008109	El002G085390	Cg006G242870
OG0008110	El002G085410	Cg006G242850
OG0008111	El002G085420	Cg006G242840
OG0008112	El002G085450	Cg006G242810
OG0008113	El002G085630	Cg006G242640
OG0008114	El002G085100	Cg006G243130
OG0008115	El002G085010	Cg006G243190
OG0008116	El002G084920	Cg006G243240
OG0008117	El002G084580	Cg006G243520
OG0008118	El002G084090	Cg006G243960
OG0008119	El002G084140	Cg006G243920
OG0008120	El002G084150	Cg006G243910
OG0008121	El002G084030	Cg006G244020
OG0008122	El002G083750	Cg006G244320
OG0008123	El002G083130	Cg006G244900
OG0008124	El001G000030	Cg003G075890
OG0008125	El002G082470	Cg006G245400
OG0008126	El001G067050	Cg008G294640
OG0008127	El001G067300	Cg008G294390
OG0008128	El001G066770	Cg008G294930
OG0008129	El001G066760	Cg008G294940
OG0008130	El001G066680	Cg008G295020
OG0008131	El001G065790	Cg008G295880
OG0008132	El001G065840	Cg008G295840
OG0008133	El001G065900	Cg008G295820
OG0008134	El001G065220	Cg008G296410
OG0008135	El001G064560	Cg008G296720
OG0008136	El001G064530	Cg008G296750
OG0008137	El001G064470	Cg008G296800
OG0008138	El001G064340	Cg008G296880
OG0008139	El001G064020	Cg008G297180
OG0008140	El001G063510	Cg008G297730
OG0008141	El001G063150	Cg008G298000
OG0008142	El001G062950	Cg008G298150
OG0008143	El001G062930	Cg008G298160
OG0008144	El001G062830	Cg008G298210
OG0008145	El001G062430	Cg008G298580
OG0008146	El001G062250	Cg008G298760
OG0008147	El001G062220	Cg008G298790
OG0008148	El001G062090	Cg008G298900
OG0008149	El001G061890	Cg008G299070
OG0008150	El001G061670	Cg008G299190
OG0008151	El001G061440	Cg008G299440
OG0008152	El001G061420	Cg008G299450
OG0008153	El001G061370	Cg008G299490
OG0008154	El001G061250	Cg008G299600
OG0008155	El001G061000	Cg008G299780
OG0008156	El001G051530	Cg008G305950
OG0008157	El001G051470	Cg008G306010
OG0008158	El001G051450	Cg008G306020
OG0008159	El001G051350	Cg008G306090
OG0008160	El001G050810	Cg008G306400
OG0008161	El001G050280	Cg008G306660
OG0008162	El001G049990	Cg008G306720
OG0008163	El001G049650	Cg008G306890
OG0008164	El001G049360	Cg008G307070
OG0008165	El001G047510, El004G199240	Cg008G307940
OG0008166	El007G346230	Cg008G310660, Cg008G309020
OG0008167	El007G346040	Cg008G310470, Cg008G308810
OG0008168	El007G347030	Cg008G311200, Cg008G309350
OG0008169	El007G347850, El007G347860, El007G348830	Cg008G309800, Cg008G311620
OG0008170	El001G067900	Cg008G293890
OG0008171	El007G348330	Cg008G311820, Cg008G310040
OG0008172	El001G068010, El003G185960	Cg008G293780
OG0008173	El001G068090	Cg008G293700
OG0008174	El001G068150	Cg008G293650
OG0008175	El001G074800	Cg008G287850
OG0008176	El001G075150	Cg008G287560
OG0008177	El001G075380	Cg008G287350
OG0008178	El001G075430	Cg008G287310
OG0008179	El001G075850	Cg008G287140
OG0008180	El001G077120	Cg008G286030
OG0008181	El001G077970	Cg008G285430
OG0008182	El001G077990	Cg008G285360
OG0008183	El001G060990	Cg008G299790
OG0008184	El001G052950	Cg008G305070
OG0008185	El001G054070	Cg008G304660
OG0008186	El001G054770	Cg008G304340
OG0008187	El001G055040	Cg008G304300
OG0008188	El001G055070, El001G055100	Cg008G304270
OG0008189	El001G055530	Cg008G304040
OG0008190	El001G055750	Cg008G303870
OG0008191	El001G056270	Cg008G303430
OG0008192	El001G056340	Cg008G303380
OG0008193	El001G056580	Cg008G303190
OG0008194	El004G218580	Cg007G267990
OG0008195	El001G056920	Cg008G302910
OG0008196	El001G057030	Cg008G302830
OG0008197	El001G057060	Cg008G302810
OG0008198	El007G329950	Cg003G108650
OG0008199	El007G329450	Cg003G109100
OG0008200	El007G329100	Cg003G109380
OG0008201	El007G328870	Cg003G109590
OG0008202	El007G328420	Cg003G110070
OG0008203	El007G328400	Cg003G110090
OG0008204	El007G328300	Cg003G110190
OG0008205	El007G328140	Cg003G110300
OG0008206	El007G328100	Cg003G110340
OG0008207	El005G278300, El007G327870	Cg003G110520
OG0008208	El007G327680	Cg003G110770
OG0008209	El007G327500	Cg003G110910
OG0008210	El007G332970	Cg003G106090
OG0008211	El007G332980	Cg003G106080
OG0008212	El006G304220, El007G333030	Cg003G106030
OG0008213	El001G021420	Cg002G055660
OG0008214	El001G021380	Cg002G055690
OG0008215	El001G021360	Cg002G055720
OG0008216	El001G021020	Cg002G055990
OG0008217	El001G020640	Cg002G056290
OG0008218	El001G020100	Cg002G056840
OG0008219	El001G019450	Cg002G057350
OG0008220	El001G019440	Cg002G057360
OG0008221	El001G053790, El001G019130	Cg002G057670
OG0008222	El001G018030	Cg002G058550
OG0008223	El001G016050	Cg002G060330
OG0008224	El001G012830, El002G133100	Cg002G063120
OG0008226	El004G218150	Cg007G267680
OG0008227	El004G218130	Cg007G267660
OG0008228	El004G218110	Cg007G267640
OG0008229	El004G218090, El004G218080	Cg007G267600
OG0008230	El004G217980	Cg007G267520
OG0008231	El004G217820, El004G217810	Cg007G267480
OG0008232	El006G296310	Cg005G171760
OG0008233	El004G217560	Cg007G267330
OG0008234	El004G218330	Cg007G267820
OG0008235	El004G217460	Cg007G267250
OG0008236	El004G219880	Cg007G269200
OG0008237	El004G219910	Cg007G269210
OG0008238	El004G220060	Cg007G269290
OG0008239	El004G221120	Cg007G270250
OG0008240	El002G109830	Cg006G221470
OG0008241	El007G350220, El007G350270, El005G260110	Cg004G138770
OG0008242	El004G221690	Cg007G270620
OG0008243	El004G221720	Cg007G270640
OG0008244	El004G221770	Cg007G270700
OG0008245	El004G221880	Cg007G270790
OG0008246	El004G222010	Cg007G270840
OG0008247	El004G222850	Cg007G271470
OG0008248	El004G223180	Cg007G271800
OG0008249	El004G223610	Cg007G272190
OG0008250	El004G224110	Cg007G272630
OG0008251	El004G231470	Cg007G278770
OG0008252	El004G231450	Cg007G278750
OG0008253	El004G231410	Cg007G278730
OG0008254	El060G376090, El004G231010	Cg007G278490
OG0008255	El004G230950	Cg007G278440
OG0008256	El004G230540	Cg007G278110
OG0008257	El004G230210	Cg007G277860
OG0008258	El004G230100	Cg007G277730
OG0008259	El004G229860	Cg007G277530
OG0008260	El004G229410	Cg007G277150
OG0008261	El004G228840	Cg007G276650
OG0008262	El004G228770	Cg007G276580
OG0008263	El004G228460	Cg007G276370
OG0008264	El004G228450	Cg007G276360
OG0008265	El004G228300	Cg007G276220
OG0008266	El004G228240	Cg007G276170
OG0008267	El004G228110	Cg007G276070
OG0008268	El004G227740	Cg007G275680
OG0008269	El004G227480	Cg007G275410
OG0008270	El004G227280	Cg007G275210
OG0008271	El004G226910	Cg007G274810
OG0008272	El004G226660	Cg007G274600
OG0008273	El004G226350	Cg007G274400
OG0008274	El004G226240	Cg007G274280
OG0008275	El004G226180	Cg007G274230
OG0008276	El004G226050	Cg007G274090
OG0008277	El004G225680	Cg007G273860
OG0008278	El004G225590	Cg007G273800
OG0008279	El004G225230	Cg007G273560
OG0008280	El004G225130	Cg007G273460
OG0008281	El004G224580	Cg007G272990
OG0008282	El004G224200	Cg007G272700
OG0008283	El004G232500	Cg007G279740
OG0008284	El004G232990	Cg007G280130
OG0008285	El004G233230	Cg007G280290
OG0008286	El004G233370	Cg007G280380
OG0008287	El004G233610	Cg007G280590
OG0008288	El004G233740	Cg007G280840
OG0008289	El004G233890	Cg007G280700
OG0008290	El004G234150	Cg007G281190
OG0008293	El004G234680	Cg007G281690
OG0008294	El005G248500	Cg004G128420
OG0008295	El005G248950	Cg004G128820
OG0008296	El005G248990	Cg004G128860
OG0008297	El005G249220	Cg004G129120
OG0008298	El005G271970	Cg004G129280
OG0008299	El005G249970	Cg004G129830
OG0008300	El001G052440	Cg008G305460
OG0008301	El005G250000	Cg004G129860
OG0008302	El005G250030, El004G203340, El001G047600	Cg004G129890
OG0008303	El005G250060	Cg004G129920
OG0008304	El005G250270	Cg004G130220
OG0008305	El005G250310	Cg004G130250
OG0008306	El007G352450, El005G250360, El006G307930, El006G307800	Cg004G130300
OG0008307	El005G250490	Cg004G130360
OG0008308	El005G251250	Cg004G131030
OG0008309	El005G251490	Cg004G131230
OG0008310	El005G251730	Cg004G131560
OG0008311	El005G251760	Cg004G131590
OG0008312	El002G137670	Cg006G196960
OG0008313	El005G252560	Cg004G132260
OG0008314	El005G252990	Cg004G132630
OG0008315	El005G253040	Cg004G132680
OG0008316	El005G253490	Cg004G133190
OG0008317	El005G254140	Cg004G133720, Cg004G133700
OG0008318	El005G254300	Cg004G133890
OG0008319	El005G254710	Cg004G134330
OG0008320	El005G254970	Cg004G134520
OG0008321	El005G255480	Cg004G134940
OG0008322	El005G255970	Cg004G135320
OG0008323	El005G255990	Cg004G135340
OG0008324	El005G256060	Cg004G135420
OG0008325	El005G256510	Cg004G135760
OG0008326	El005G256960	Cg004G136160
OG0008327	El005G256990	Cg004G136190
OG0008328	El005G257880	Cg004G136980
OG0008329	El001G025420	Cg002G051950
OG0008330	El005G258440	Cg004G137480
OG0008331	El003G173630	Cg001G026580
OG0008332	El005G236540	Cg004G139640
OG0008333	El005G263650	Cg004G140390
OG0008334	El005G264680	Cg004G140770
OG0008335	El005G266970	Cg004G141710
OG0008336	El001G045250	Cg004G142030
OG0008337	El005G266300, El005G268640	Cg004G142960
OG0008338	El007G340900	Cg003G099370
OG0008339	El005G276560, El005G276590, El005G276460	Cg004G154370
OG0008340	El005G272730	Cg004G149870, Cg004G150830
OG0008341	El005G272990	Cg004G151270
OG0008342	El005G273230	Cg004G151580
OG0008343	El005G273600	Cg004G152100
OG0008344	El005G273820	Cg004G152460
OG0008345	El005G274160	Cg004G152780
OG0008346	El005G274320	Cg004G152890
OG0008347	El005G274830	Cg004G153390
OG0008348	El005G274880	Cg004G153460
OG0008349	El005G274900	Cg004G153480
OG0008350	El005G275290	Cg004G153860
OG0008351	El005G277030, El007G362660	Cg004G154800
OG0008352	El005G276950	Cg004G154750
OG0008353	El005G277180	Cg004G154930
OG0008354	El001G043630	Cg002G069130
OG0008355	El005G278060	Cg004G155940
OG0008356	El005G278840	Cg004G156760
OG0008357	El002G141070	Cg006G194390, Cg003G097930
OG0008358	El002G140960	Cg006G194490
OG0008359	El002G140330	Cg006G194910
OG0008360	El007G366900	Cg008G325310
OG0008361	El002G140260	Cg006G194990
OG0008362	El002G139480	Cg006G195690
OG0008363	El002G139460	Cg006G195720
OG0008364	El002G139050	Cg006G196040
OG0008365	El002G138880	Cg006G196200
OG0008366	El002G138230	Cg006G196320
OG0008367	El002G138490	Cg006G196500
OG0008368	El002G138500	Cg006G196510
OG0008370	El002G138060	Cg006G196660
OG0008371	El002G136690	Cg006G197570
OG0008372	El002G136560	Cg006G197820
OG0008373	El002G136190	Cg006G198070
OG0008374	El002G135730	Cg006G198350
OG0008375	El002G134820	Cg006G199170
OG0008376	El002G134540	Cg006G199460
OG0008377	El002G134480	Cg006G199540
OG0008378	El002G133190	Cg006G200400
OG0008379	El002G132890	Cg006G200620
OG0008380	El003G171470	Cg001G025060
OG0008381	El003G171630	Cg001G025200
OG0008382	El006G296200	Cg005G171720
OG0008383	El006G296340	Cg005G171770
OG0008384	El006G296370, El005G276040, El005G275930	Cg005G171800
OG0008385	El001G022280	Cg002G054910
OG0008386	El001G022490	Cg002G054670
OG0008387	El001G022640	Cg002G054510
OG0008388	El001G022730	Cg002G054420
OG0008389	El001G023250	Cg002G054030
OG0008390	El001G023420	Cg002G053810
OG0008391	El001G024160	Cg002G053000
OG0008392	El001G024250	Cg002G052880
OG0008393	El001G024430	Cg002G052760
OG0008394	El001G024550	Cg002G052660
OG0008395	El001G024830	Cg002G052470
OG0008396	El001G022020	Cg002G055090
OG0008397	El001G025070	Cg002G052230
OG0008398	El001G025080	Cg002G052220
OG0008399	El001G025510	Cg002G051860
OG0008400	El001G025040	Cg002G052260
OG0008401	El001G025480	Cg002G051890
OG0008402	El001G025830	Cg002G051590
OG0008403	El001G026410	Cg002G051040
OG0008404	El001G026510	Cg002G050940
OG0008405	El001G027320	Cg002G050280
OG0008406	El001G027810	Cg002G049860
OG0008407	El001G028350	Cg002G049310
OG0008408	El001G029060	Cg002G048710
OG0008409	El001G029730	Cg002G048130
OG0008410	El001G030070	Cg002G047900
OG0008411	El001G030250	Cg002G047720
OG0008412	El001G030270	Cg002G047710
OG0008413	El001G030360	Cg002G047640
OG0008414	El001G030410	Cg002G047580
OG0008415	El001G030470	Cg002G047500
OG0008416	El001G030480	Cg002G047490
OG0008417	El006G286100	Cg005G163010
OG0008418	El005G269640	Cg001G040720
OG0008419	El001G030990	Cg002G047090
OG0008420	El001G031080	Cg002G047000
OG0008421	El001G031110	Cg002G046970
OG0008422	El001G031280	Cg002G046880
OG0008423	El001G031330	Cg002G046830
OG0008424	El001G031420	Cg002G046760
OG0008425	El001G031740	Cg002G046490
OG0008426	El001G031890	Cg002G046410
OG0008427	El001G032090	Cg002G046220
OG0008428	El001G032340	Cg002G046030
OG0008429	El001G032410	Cg002G045950
OG0008430	El001G033940	Cg002G044920
OG0008431	El001G034190	Cg002G044690
OG0008432	El001G034230	Cg002G044670
OG0008433	El008G369950, El001G034360, El001G033760	Cg002G044540
OG0008434	El001G034460	Cg002G044430
OG0008435	El001G034420	Cg002G044470
OG0008436	El001G035190	Cg002G043800
OG0008437	El001G035200	Cg002G043790
OG0008438	El001G035230	Cg002G043760
OG0008439	El001G035420	Cg002G043610
OG0008440	El001G035620	Cg002G043460
OG0008441	El002G139810	Cg006G195340
OG0008447	El006G292000	Cg005G168120
OG0008450	El004G224410	Cg007G272820
OG0008451	El002G124230	Cg006G209730
OG0008452	El003G155520	Cg001G012160
OG0008453	El003G150930	Cg001G008560
OG0008454	El003G149050, El003G148650	Cg001G006730
OG0008455	El003G150560	Cg001G008200
OG0008456	El002G089220	Cg006G239410
OG0008457	El002G090850	Cg006G237920, Cg006G237910
OG0008458	El002G092150	Cg006G236710
OG0008459	El002G094140	Cg006G234900
OG0008460	El001G010800	Cg008G310150, Cg002G067550, Cg003G086690
OG0008461	El001G036360	Cg002G075370
OG0008462	El004G224060	Cg007G272580
OG0008463	El004G222560, El004G222590	Cg007G271330
OG0008464	El004G219130	Cg007G268530
OG0008465	El004G219100	Cg007G268480
OG0008466	El004G216360, El005G237710	Cg007G266500
OG0008468	El005G246650	Cg004G126910
OG0008469	El001G079770	Cg008G283880
OG0008471	El006G305020	Cg005G178680
OG0008472	El007G358670, El007G356110, El007G352710	Cg007G261060
OG0008473	El007G331760	Cg003G107040
OG0008474	El001G038990	Cg002G073400
OG0008475	El007G340570, El007G340630	Cg003G099630
OG0008476	El007G333710	Cg003G105420
OG0008477	El001G057580	Cg008G302480
OG0008478	El001G053590	Cg008G304740
OG0008479	El007G328240	Cg003G110240
OG0008480	El007G324170	Cg003G113950
OG0008482	El002G111240	Cg006G220860
OG0008483	El002G125440, El003G175580	Cg001G030750, Cg001G030840, Cg001G031390, Cg001G031400, Cg004G147330, Cg006G205070
OG0008486	El007G343770	Cg003G096280, Cg003G090680
OG0008489	El003G163140, El003G163170, El003G183170	Cg001G018530
OG0008491	El007G349500	Cg008G312670
OG0008492	El006G317760	Cg005G190740
OG0008504	El003G155680	Cg001G012330
OG0008505	El003G155230	Cg001G011870
OG0008506	El003G154980	Cg001G011680
OG0008507	El003G154810	Cg001G011540
OG0008508	El003G154670	Cg001G011450
OG0008509	El003G153280	Cg001G010650
OG0008510	El001G013720, El001G027240, El003G153260	Cg001G010630
OG0008512	El003G153220	Cg001G010580
OG0008513	El003G153090	Cg001G010490
OG0008514	El003G152870	Cg001G010260, Cg001G010250
OG0008515	El003G152750	Cg001G010160
OG0008516	El003G152650	Cg001G010080
OG0008517	El003G152620	Cg001G010050
OG0008518	El001G060300	Cg008G300350
OG0008519	El003G152200	Cg001G009680
OG0008520	El003G152170	Cg001G009650
OG0008521	El003G151560	Cg001G009150
OG0008522	El003G151400	Cg001G009000
OG0008524	El003G151080	Cg001G008680
OG0008525	El003G151020	Cg001G008620
OG0008526	El003G150680	Cg001G008310
OG0008527	El003G150600	Cg001G008240
OG0008528	El003G150570	Cg001G008210
OG0008529	El003G150100	Cg001G007730
OG0008530	El003G149720	Cg001G007350
OG0008531	El003G149750	Cg001G007380
OG0008532	El003G149740	Cg001G007370
OG0008533	El003G149490	Cg001G007140
OG0008534	El003G150050	Cg001G007680
OG0008535	El003G149360	Cg001G007040
OG0008536	El003G149350	Cg001G007030
OG0008537	El003G149340	Cg001G007020
OG0008538	El003G149280	Cg001G006960
OG0008540	El003G148240	Cg001G006020
OG0008541	El003G148450	Cg001G006220
OG0008542	El003G148620	Cg001G006350
OG0008543	El003G148030	Cg001G005830
OG0008544	El003G148010	Cg001G005810
OG0008545	El003G147910	Cg001G005710
OG0008546	El003G147690	Cg001G005500
OG0008547	El003G147510	Cg001G005330
OG0008548	El002G118410	Cg006G215000
OG0008549	El002G118940	Cg006G214470
OG0008550	El002G119020	Cg006G214390
OG0008551	El002G124560, El002G119190	Cg006G214230
OG0008552	El002G119550	Cg006G213900
OG0008553	El002G119790	Cg006G213590
OG0008554	El003G170020	Cg001G023920
OG0008555	El003G170080	Cg001G024010
OG0008556	El003G170700	Cg001G024500
OG0008557	El002G095630	Cg006G233690
OG0008558	El006G299130	Cg007G256370
OG0008559	El004G210060	Cg007G256100
OG0008560	El004G207570, El004G207590	Cg007G254170
OG0008561	El003G149650	Cg001G007290
OG0008562	El004G204600	Cg007G252160
OG0008563	El002G092840	Cg006G236120
OG0008564	El004G203060	Cg007G251930
OG0008565	El004G201490	Cg007G250900
OG0008566	El004G201450	Cg007G250850
OG0008567	El004G200510	Cg007G249780
OG0008568	El004G200600	Cg007G249700
OG0008569	El005G266920	Cg004G141670
OG0008570	El004G199840	Cg007G249520
OG0008571	El004G199710	Cg007G249290
OG0008572	El004G199610	Cg007G249200
OG0008573	El004G199320	Cg006G234580, Cg007G248930
OG0008574	El004G199280	Cg007G248910
OG0008575	El004G199250	Cg007G248880
OG0008576	El004G198990	Cg007G248670
OG0008577	El002G095180	Cg006G234070
OG0008578	El002G099250	Cg006G230700
OG0008579	El001G036550	Cg002G075220
OG0008580	El001G036770	Cg002G075040
OG0008581	El001G036890	Cg002G074920
OG0008582	El001G037540	Cg002G074560
OG0008583	El001G037940	Cg002G074280
OG0008584	El001G038570	Cg002G073700
OG0008585	El001G038870	Cg002G073500
OG0008586	El001G039420	Cg002G073130
OG0008587	El001G039970	Cg002G072880
OG0008588	El001G040070	Cg002G072790
OG0008589	El001G040340	Cg002G072630
OG0008590	El001G040880	Cg002G072150
OG0008591	El001G041130	Cg002G072000
OG0008592	El001G041450	Cg002G071680
OG0008593	El001G041470	Cg002G071660
OG0008594	El001G041840	Cg002G071340
OG0008595	El001G042060	Cg002G071210
OG0008596	El001G042180	Cg006G198900
OG0008597	El001G042740	Cg002G070580
OG0008598	El001G042750	Cg002G070550
OG0008599	El001G043590	Cg002G069100
OG0008600	El001G043640	Cg002G069150
OG0008601	El001G044140	Cg002G069570
OG0008602	El001G044250	Cg002G069680
OG0008603	El001G044300	Cg002G069790
OG0008604	El001G045430	Cg002G067760
OG0008605	El001G045470	Cg002G067710
OG0008606	El004G215520	Cg007G265480
OG0008607	El001G038980	Cg007G264970
OG0008609	El004G212840	Cg007G262690, Cg008G306590
OG0008610	El004G193830	Cg007G245530
OG0008611	El004G193870	Cg007G245570
OG0008612	El004G194220	Cg007G245880
OG0008613	El004G194290	Cg007G245910
OG0008614	El004G194770	Cg007G246180
OG0008615	El004G195090	Cg007G246290
OG0008616	El004G195280, El004G195410	Cg007G246410
OG0008617	El004G196270, El004G196300	Cg007G246990
OG0008618	El004G196280, El004G196290, El001G051770	Cg007G246980
OG0008619	El004G196970	Cg007G247310
OG0008620	El004G197760	Cg007G247790
OG0008621	El005G248450	Cg004G128370
OG0008622	El007G334220	Cg003G105070
OG0008623	El006G288150	Cg005G164780
OG0008624	El006G288430	Cg005G165010
OG0008625	El006G288340	Cg005G164940
OG0008626	El005G244490	Cg004G124960
OG0008627	El001G079070	Cg008G284380
OG0008628	El005G245590	Cg004G125860
OG0008629	El005G246070	Cg004G126350
OG0008630	El005G246270	Cg004G126620
OG0008631	El005G246380	Cg004G126720
OG0008632	El005G247040	Cg004G127220
OG0008633	El005G247110	Cg004G127270
OG0008634	El005G247640	Cg004G127650
OG0008635	El005G247740	Cg004G127730
OG0008636	El005G247750	Cg004G127740
OG0008637	El005G248000	Cg004G127940
OG0008638	El005G248170	Cg004G128120
OG0008639	El007G344780	Cg003G091140
OG0008640	El007G344140	Cg003G090230, Cg003G095690
OG0008641	El007G343900	Cg003G090460, Cg003G096010
OG0008642	El007G343560	Cg003G096550
OG0008643	El007G343310	Cg003G097080
OG0008644	El007G343280	Cg003G097120
OG0008645	El007G343100	Cg003G097480
OG0008646	El007G342130	Cg003G098220
OG0008647	El007G341990	Cg003G098330
OG0008648	El007G340850	Cg003G099420
OG0008649	El007G340500	Cg003G099700
OG0008650	El007G340000	Cg003G100050
OG0008651	El007G340150	Cg003G099850
OG0008652	El007G340200	Cg003G099800
OG0008653	El007G339620	Cg003G100370
OG0008654	El007G339600	Cg003G100400
OG0008655	El007G339470	Cg003G100500
OG0008656	El007G339450	Cg003G100520
OG0008657	El007G338560	Cg003G101280
OG0008658	El007G338950	Cg003G100800
OG0008659	El007G338370	Cg003G101400
OG0008661	El007G338020	Cg003G101610
OG0008662	El007G337340	Cg003G102250
OG0008663	El007G337130, El007G337150	Cg003G102390
OG0008664	El007G337020	Cg003G102480
OG0008665	El007G336610	Cg003G102780
OG0008666	El007G336500	Cg003G102920
OG0008667	El007G336490	Cg003G102930
OG0008668	El007G336040	Cg003G103390
OG0008669	El007G335770	Cg003G103660
OG0008670	El007G335750	Cg003G103680
OG0008671	El007G335390	Cg003G104020
OG0008672	El007G335200	Cg003G104210
OG0008673	El007G335180	Cg003G104230
OG0008674	El007G334910	Cg003G104480
OG0008675	El007G334710	Cg003G104670
OG0008676	El007G334600	Cg003G104780
OG0008677	El007G334400	Cg003G104900
OG0008678	El007G333980	Cg003G105210
OG0008679	El007G333690	Cg003G105440
OG0008680	El007G333520	Cg003G105630
OG0008681	El007G333510	Cg003G105640
OG0008682	El007G351680	Cg009G325630, Cg008G313810
OG0008683	El007G351280	Cg008G313970, Cg009G325980
OG0008684	El007G351260	Cg008G314050
OG0008685	El001G068400	Cg008G293460
OG0008686	El001G068420	Cg008G293440
OG0008687	El001G068630	Cg008G293230
OG0008688	El001G068670	Cg008G293180
OG0008689	El001G068690	Cg008G293170
OG0008690	El001G068750	Cg008G293120
OG0008692	El001G069180	Cg008G292780
OG0008693	El001G069330	Cg008G292630
OG0008694	El001G069560	Cg008G292410
OG0008695	El001G069700	Cg008G292300
OG0008696	El002G131760, El001G069730	Cg008G292270
OG0008697	El001G069840	Cg008G292210
OG0008698	El001G070360	Cg008G291770
OG0008699	El001G071190	Cg008G291170
OG0008700	El001G071470	Cg008G290940
OG0008701	El001G071620	Cg008G290820
OG0008702	El001G071870	Cg008G290560
OG0008703	El001G072160	Cg008G290280
OG0008704	El001G072360	Cg008G290060
OG0008705	El001G072440	Cg008G289980
OG0008706	El001G072740	Cg008G289720
OG0008708	El001G073100	Cg008G289480
OG0008709	El001G073330	Cg008G289280
OG0008710	El001G073560	Cg008G289050
OG0008711	El001G073850	Cg008G288750
OG0008712	El001G073890	Cg008G288720
OG0008713	El001G074000	Cg008G288620
OG0008714	El001G074180	Cg008G288430
OG0008715	El003G169880	Cg001G023780
OG0008716	El003G169260	Cg001G023310
OG0008717	El003G169210	Cg001G023250
OG0008718	El003G169090	Cg001G023150
OG0008719	El003G169020	Cg001G023110
OG0008720	El003G169010	Cg001G023100
OG0008721	El003G168840	Cg001G022910
OG0008722	El003G168580	Cg001G022710
OG0008723	El003G167600	Cg001G021970
OG0008724	El007G363380	Cg008G322540
OG0008725	El003G167010	Cg001G021530
OG0008726	El003G166960	Cg001G021500
OG0008727	El003G166610	Cg001G021290
OG0008728	El003G166500	Cg001G021240
OG0008729	El003G166390	Cg001G021180
OG0008730	El003G165850	Cg001G020740
OG0008731	El003G165800	Cg001G020710
OG0008732	El003G165620	Cg001G020570
OG0008733	El003G165350	Cg001G020310
OG0008734	El003G165040	Cg001G020000
OG0008736	El003G164600	Cg001G019550
OG0008737	El003G164090	Cg001G019190
OG0008738	El003G162900	Cg001G018370
OG0008739	El001G006360	Cg003G081500
OG0008740	El003G162770	Cg001G018240
OG0008741	El003G162610	Cg001G018080
OG0008742	El003G162470	Cg001G017950
OG0008743	El003G162440	Cg001G017920
OG0008744	El003G162240	Cg001G017810
OG0008745	El003G161710	Cg001G017430
OG0008746	El004G222110	Cg007G270920
OG0008748	El001G009010	Cg003G083870
OG0008749	El002G121400	Cg006G212000
OG0008750	El002G122290	Cg006G210820
OG0008751	El002G122620, El002G122630	Cg006G210680
OG0008752	El002G122930	Cg006G210530
OG0008753	El002G123410	Cg006G210180
OG0008754	El002G123860	Cg006G209350
OG0008755	El002G128110	Cg006G204550
