Orthogroup	Erysimum_linariifolium	Noccaea_praecox
OG0005834	El003G159620	Np005G281290
OG0005835	El003G159260, El001G010630	Np006G343700, Np005G280910
OG0005836	El006G317580	Np006G366360
OG0005837	El006G317950	Np006G366630
OG0005838	El002G099130	Np004G241340
OG0005839	El002G098750	Np004G241760
OG0005840	El002G097810	Np004G242870
OG0005841	El002G097020	Np004G243740
OG0005842	El002G096400	Np004G244740
OG0005843	El002G096220	Np004G244920
OG0005844	El002G095990	Np004G245260
OG0005845	El002G095740	Np004G245650
OG0005846	El002G095580	Np004G245770
OG0005847	El002G095260	Np004G246210
OG0005848	El002G094960	Np004G246600
OG0005849	El002G094550	Np004G247240
OG0005851	El002G093590	Np002G105500, Np004G248160
OG0005852	El002G093470	Np004G248250
OG0005853	El002G092940	Np004G248950, Np001G001110
OG0005854	El002G092410	Np004G249550
OG0005855	El002G092090	Np004G249830
OG0005856	El002G091380	Np004G250610
OG0005857	El002G091110	Np004G250960
OG0005858	El002G090660	Np004G251420
OG0005859	El002G090350	Np004G251740
OG0005860	El002G090090	Np004G251980
OG0005861	El002G089530	Np004G252550
OG0005862	El002G086750	Np004G255510
OG0005863	El002G086730	Np004G255540
OG0005864	El002G086690, El002G139910	Np004G255620
OG0005865	El002G084840	Np004G257360
OG0005866	El002G084110	Np004G258040
OG0005867	El002G083830	Np004G258430
OG0005868	El002G083060	Np004G259280
OG0005869	El001G066960	Np003G141450
OG0005870	El001G067140	Np003G141260
OG0005871	El001G067430	Np003G141020
OG0005872	El001G066350	Np003G142000
OG0005873	El001G065750	Np003G142550
OG0005874	El001G065370	Np003G142960
OG0005875	El001G063420	Np003G144850
OG0005876	El001G062210	Np003G146290, Np003G146050
OG0005877	El001G061280	Np003G147000
OG0005878	El001G049050	Np001G015300
OG0005879	El001G047520	Np001G016130
OG0005880	El007G345340	Np001G016280
OG0005881	El007G345520	Np001G016460
OG0005882	El007G346520	Np001G016780
OG0005883	El002G112850, El007G347460	Np001G017220
OG0005884	El001G067920	Np003G140570
OG0005885	El001G076870	Np003G130430, Np007G403650
OG0005886	El001G052350	Np001G013450
OG0005887	El001G054380	Np001G012210
OG0005888	El008G369170, El008G368420, El008G368410, El001G056120	Np001G011050
OG0005889	El007G329900	Np001G009730
OG0005890	El007G329390	Np001G009220
OG0005891	El007G328500	Np001G007700
OG0005892	El001G016800	Np001G047190
OG0005893	El007G327830	Np001G006920
OG0005894	El007G332730	Np003G154130
OG0005895	El007G332770	Np003G154170
OG0005896	El007G332870	Np003G154300
OG0005897	El007G332950	Np003G154370
OG0005898	El007G333060	Np003G154540
OG0005900	El007G333310	Np003G154770
OG0005901	El001G021730	Np001G053270
OG0005902	El001G020510	Np001G051860
OG0005903	El001G019120	Np001G050180
OG0005904	El001G017680	Np001G048080
OG0005905	El001G015490	Np004G200690
OG0005907	El004G219800	Np002G088150
OG0005909	El004G223410	Np002G083590
OG0005909	El003G189610	Np005G315900
OG0005910	El004G223790	Np002G083200
OG0005911	El004G231280	Np002G073960
OG0005912	El004G230420	Np002G075060
OG0005913	El004G229300	Np002G076470
OG0005914	El004G229020	Np002G076820
OG0005915	El004G227780	Np002G078210
OG0005916	El004G227550	Np002G078570, Np004G251650
OG0005917	El004G227190	Np002G079040
OG0005918	El002G101300	Np004G238960
OG0005919	El004G232000	Np002G073200
OG0005920	El004G232080	Np002G073130
OG0005921	El004G233600	Np002G071280
OG0005922	El004G234260	Np004G227770
OG0005923	El002G099430	Np004G240980
OG0005924	El005G248700	Np007G408420
OG0005925	El005G249130	Np007G407920
OG0005926	El005G249960	Np007G406520
OG0005927	El005G250940	Np007G405280
OG0005928	El005G251120	Np007G405100
OG0005929	El002G138070	Np004G193570
OG0005930	El002G137480	Np004G194220
OG0005931	El005G254520	Np007G392790
OG0005932	El005G255700	Np007G394310
OG0005933	El001G010360, El004G199530, El004G199550	Np007G387470
OG0005934	El005G257170	Np007G396950
OG0005935	El005G257510	Np007G397690
OG0005936	El005G258030	Np007G399230
OG0005938	El005G261240	Np007G383100
OG0005939	El005G261260	Np007G383110
OG0005940	El005G261530	Np007G383460
OG0005941	El005G265260, El005G265200	Np007G384990
OG0005942	El005G265860	Np007G385460
OG0005943	El005G265900	Np007G385550
OG0005944	El005G268050	Np007G387350
OG0005945	El005G270880	Np007G388340
OG0005946	El003G181550	Np005G309380
OG0005947	El005G272480	Np007G378910
OG0005948	El005G273900	Np001G043460, Np007G377000
OG0005949	El005G275670	Np007G375020
OG0005950	El005G276640	Np007G374670
OG0005951	El005G277860	Np007G373420
OG0005952	El005G278040	Np007G373160
OG0005953	El005G278480	Np007G372510
OG0005954	El005G278700	Np007G372250
OG0005955	El002G141040	Np004G190520
OG0005956	El002G140690	Np004G190820
OG0005957	El002G138920	Np003G137610, Np007G406440
OG0005958	El002G137920, El002G137950	Np004G193750
OG0005959	El002G137550	Np004G194180
OG0005960	El002G132530	Np004G199050
OG0005961	El002G132620	Np004G198920, Np002G080920
OG0005962	El002G131440	Np004G199980
OG0005963	El003G172280	Np005G302100
OG0005964	El001G022750	Np001G054490
OG0005965	El001G022160	Np001G053690
OG0005966	El001G025530	Np001G057910
OG0005967	El001G027290	Np001G060000
OG0005968	El001G027550	Np001G060380
OG0005969	El001G028310	Np001G061420, Np001G061430
OG0005970	El001G028430	Np001G061550
OG0005971	El001G028950	Np001G062230
OG0005972	El001G028960	Np001G062240
OG0005973	El001G030700	Np001G064380
OG0005974	El001G033210	Np001G067100
OG0005975	El001G033880, El001G033410	Np004G246240, Np001G067710
OG0005976	El001G033630	Np001G067470
OG0005977	El001G035790	Np001G036900, Np005G285110, Np005G295750, Np005G295740, Np001G069870
OG0005978	El001G035920	Np001G069990
OG0005979	El002G135540	Np004G195810
OG0005981	El001G021660	Np001G053170
OG0005982	El001G031760	Np001G065370
OG0005983	El007G364960	Np001G035500
OG0005984	El007G361140	Np001G039490
OG0005984	El007G361160, El007G361260, El007G361130	Np001G039500
OG0005984	El007G361150, El007G361100	Np001G039430
OG0005985	El007G329590, El007G329180	Np001G046330
OG0005986	El004G226830	Np002G079450, Np002G079420
OG0005987	El003G156090	Np005G277030
OG0005988	El003G149300	Np005G263500
OG0005989	El002G092910	Np004G249050
OG0005990	El002G130570, El001G012950, El001G012870, El001G012900	Np004G238370
OG0005991	El003G162260, El003G162250, El003G179360	Np005G284300, Np005G284270
OG0005992	El004G219070	Np002G089570
OG0005993	El004G226690	Np002G079640
OG0005995	El005G279240	Np007G371730
OG0005996	El005G251310	Np007G404880
OG0005997	El005G247270	Np007G410170
OG0005998	El001G074650	Np002G119010, Np002G118980, Np006G341300, Np003G132910, Np005G299730
OG0005999	El006G305080	Np006G359360
OG0006001	El003G191730	Np005G318180
OG0006002	El007G325360	Np001G003790
OG0006004	El005G240520	Np007G418590
OG0006007	El003G170870, El003G171010	Np005G299460, Np005G299440
OG0006008	El003G181030, El006G311140, El006G311170, El006G311160, El006G311150, El003G181080	Np006G354350, Np001G033430
OG0006008	El007G350840, El007G350810, El007G350830, El002G125630, El001G047180	Np012G437000, Np012G436980, Np004G222390
OG0006016	El003G154920	Np005G275810
OG0006017	El005G277580	Np007G373720
OG0006018	El003G152660	Np005G273350
OG0006019	El006G318040	Np006G366650
OG0006020	El003G152270	Np005G272860
OG0006021	El006G305740	Np004G226150
OG0006021	El002G090980	Np004G251090
OG0006022	El003G151830	Np005G272330
OG0006023	El003G151740	Np005G272240
OG0006024	El006G316690	Np006G365460
OG0006025	El002G116470	Np004G213510
OG0006026	El003G149120	Np005G263710
OG0006027	El003G149040	Np005G263810
OG0006028	El003G149030, El001G002500	Np005G263820
OG0006029	El005G272540	Np007G378560
OG0006030	El003G147730	Np005G265290
OG0006031	El003G147640	Np005G265410
OG0006032	El003G147590	Np005G265470
OG0006033	El007G330320	Np005G266090
OG0006034	El002G118480	Np004G215830
OG0006035	El002G119630	Np004G219640
OG0006036	El002G119970	Np004G205340
OG0006037	El002G120240	Np004G205670
OG0006038	El003G170090	Np005G296380
OG0006039	El003G171170	Np005G299990
OG0006040	El004G209560	Np002G106280
OG0006040	El004G209570	Np004G250250
OG0006041	El004G204730	Np002G113060
OG0006042	El004G201350	Np003G171470, Np002G115730
OG0006042	El004G213970	Np007G397140
OG0006043	El004G201110	Np002G115950, Np002G115960
OG0006044	El002G093840	Np004G247840
OG0006045	El001G036040	Np001G029800
OG0006046	El005G270810	Np007G389590
OG0006047	El001G036300	Np001G027740
OG0006048	El003G175610, El003G175490, El003G175410	Np001G050600
OG0006049	El001G037060	Np001G026190
OG0006050	El004G223290	Np002G083680
OG0006051	El001G037800	Np001G025220
OG0006052	El001G038440	Np001G024710
OG0006053	El001G038960	Np001G024010
OG0006054	El002G096560	Np004G244500
OG0006055	El001G040060	Np001G023200
OG0006056	El001G040970	Np001G022390
OG0006057	El001G041750	Np001G021460
OG0006058	El001G042020	Np001G021110
OG0006059	El001G042260	Np001G020910
OG0006060	El001G042300	Np001G020870
OG0006061	El001G043030	Np001G020180
OG0006062	El001G043050	Np001G020150
OG0006063	El001G043430	Np001G019960
OG0006064	El001G043960	Np001G019680
OG0006065	El001G044470	Np001G019310
OG0006066	El001G044570	Np001G019180
OG0006067	El001G046170	Np001G018560
OG0006068	El004G216240	Np002G094160, Np002G094250
OG0006069	El004G214910	Np002G096860
OG0006071	El004G194070	Np002G124400
OG0006072	El004G194100	Np002G124380
OG0006073	El004G195730	Np002G122850
OG0006074	El004G195990	Np002G122480
OG0006075	El004G197040	Np002G121300
OG0006076	El006G288100	Np006G330480
OG0006077	El006G288300	Np006G330630
OG0006078	El005G244510	Np007G413500
OG0006079	El005G245720	Np007G411930
OG0006080	El005G246340	Np007G411090
OG0006081	El001G075560	Np003G131760
OG0006082	El005G248260	Np007G408950
OG0006084	El007G343920	Np003G172850
OG0006085	El007G342940	Np003G184350
OG0006086	El007G342070	Np003G167790, Np003G167800, Np003G167780
OG0006087	El003G158900	Np005G280450, Np005G280410
OG0006088	El007G340330	Np003G164730
OG0006089	El003G156170	Np005G277150
OG0006090	El007G339480	Np003G163670
OG0006091	El001G036020	Np001G029820
OG0006092	El007G339020, El007G338990	Np003G161360
OG0006093	El007G338310	Np003G162480
OG0006094	El007G337880	Np003G163150
OG0006095	El007G337730	Np003G163340
OG0006096	El007G337680	Np003G163410
OG0006097	El007G337220	Np003G160610
OG0006098	El007G336400	Np003G159270
OG0006099	El007G335150	Np003G157130
OG0006100	El007G334150	Np003G155880
OG0006101	El007G333990	Np003G155720
OG0006102	El002G099510	Np004G240880
OG0006103	El007G333560	Np003G155070
OG0006104	El002G097450	Np004G243090
OG0006106	El001G069040, El001G069020	Np003G139300
OG0006107	El001G069130	Np003G139230
OG0006108	El001G070160	Np003G138120
OG0006109	El001G071670	Np003G136600
OG0006110	El001G071890	Np003G136420
OG0006111	El001G072480	Np003G135760
OG0006112	El001G072990	Np003G135160
OG0006113	El001G073410	Np003G134620
OG0006114	El001G073680	Np003G134300
OG0006115	El001G073710	Np003G134270
OG0006116	El001G074100	Np003G133700
OG0006117	El007G328750	Np001G008480
OG0006118	El003G169780	Np005G295550
OG0006119	El003G169380	Np005G294510
OG0006121	El003G168860	Np005G292900
OG0006122	El003G168210	Np005G291760
OG0006123	El003G168130	Np005G291640
OG0006124	El003G167950	Np005G291460
OG0006125	El003G166400	Np005G289730, Np005G289710
OG0006126	El006G308650	Np006G361590
OG0006127	El003G165510	Np005G288430
OG0006128	El003G164920	Np005G287500
OG0006129	El003G164750	Np005G287710
OG0006130	El003G164320	Np005G286800
OG0006131	El003G163710	Np005G286220
OG0006132	El003G162760	Np005G284810
OG0006133	El003G162640	Np005G302080
OG0006134	El003G161750	Np005G283500
OG0006135	El003G161410	Np005G283410
OG0006136	El003G161160	Np005G283190
OG0006137	El003G160790	Np005G282890
OG0006138	El001G008220	Np003G179430
OG0006139	El002G122190	Np004G208360
OG0006140	El002G128270	Np004G202390
OG0006141	El002G127520	Np004G202990
OG0006143	El006G284850	Np006G326220
OG0006144	El002G113480	Np004G210630
OG0006145	El002G113670	Np004G210840
OG0006146	El002G129090	Np004G201570
OG0006147	El002G114150	Np004G211310
OG0006148	El002G114170	Np004G211350
OG0006149	El002G115060	Np004G212050
OG0006150	El002G115180	Np004G212340
OG0006151	El002G115230	Np004G212380
OG0006152	El002G115330	Np004G212450
OG0006153	El002G116170	Np004G213290
OG0006154	El002G116410, El002G116390	Np004G241480
OG0006155	El006G296610	Np004G213750
OG0006156	El002G116740	Np004G213830
OG0006157	El003G146470	Np005G267220
OG0006158	El003G145470	Np005G268410
OG0006159	El003G145120	Np005G268760
OG0006160	El003G144710, El001G045610	Np005G269310
OG0006161	El003G143640	Np005G262270
OG0006162	El003G142770	Np005G261390
OG0006163	El003G142090, El007G339920	Np005G260490
OG0006164	El003G185580, El003G180900	Np005G312100
OG0006165	El003G187520	Np005G313560
OG0006166	El003G188070	Np005G314030
OG0006167	El005G240200	Np007G419020
OG0006168	El002G118450	Np004G215740
OG0006169	El002G118900	Np004G216630
OG0006170	El006G294730	Np006G339570
OG0006171	El001G009850, El001G009860	Np003G177350
OG0006172	El001G011110	Np003G175640, Np003G175660
OG0006173	El006G297800	Np006G343070
OG0006174	El006G297990	Np006G343340
OG0006175	El007G356550, El007G356540	Np001G042820
OG0006176	El001G009550	Np003G177710
OG0006177	El001G009030	Np003G178340
OG0006178	El001G008270	Np003G178820
OG0006179	El001G007460	Np003G180870
OG0006180	El001G007130	Np003G181310
OG0006181	El006G313080, El006G313120, El001G007080	Np003G181490
OG0006182	El001G006490, El001G006660	Np003G181840
OG0006183	El001G005830	Np003G182910
OG0006184	El001G005580	Np003G183330
OG0006185	El001G005370	Np003G183590
OG0006186	El007G364400, El001G004880	Np003G184630
OG0006187	El005G261910, El007G362560	Np003G187890, Np001G038220
OG0006188	El007G363280	Np006G327100, Np001G037460
OG0006189	El007G364500	Np001G035770
OG0006190	El007G364490	Np001G035750
OG0006192	El007G366990	Np001G032840
OG0006193	El003G182700	Np007G389880
OG0006194	El001G005440, El004G201730	Np004G253540
OG0006195	El003G179180	Np005G307840
OG0006196	El003G177760	Np005G308820
OG0006197	El003G176710	Np005G307040
OG0006198	El003G175130	Np005G305430
OG0006199	El003G175090	Np005G305380
OG0006200	El003G173810	Np005G303520
OG0006201	El003G172560	Np005G302430
OG0006202	El003G192440	Np005G319170, Np005G318950
OG0006203	El005G270740, El003G192750	Np002G091190
OG0006204	El006G280960	Np006G322110
OG0006205	El006G281100	Np005G313770, Np006G322310
OG0006206	El006G281130	Np006G322360
OG0006207	El006G281290	Np006G322620
OG0006208	El006G281380	Np006G322730
OG0006209	El001G033860	Np001G067690
OG0006210	El006G316140, El006G281920	Np004G199280
OG0006211	El006G283010	Np006G324400
OG0006212	El006G283080	Np006G324470
OG0006213	El006G283410	Np006G324840
OG0006214	El006G283510	Np006G324950
OG0006215	El006G283900	Np006G325290
OG0006216	El006G285050, El001G031350	Np006G326460
OG0006217	El006G285100	Np006G326560
OG0006218	El006G285530	Np006G327070
OG0006219	El006G286430	Np006G328280
OG0006220	El001G029030	Np001G062330
OG0006221	El001G028740	Np001G061890
OG0006222	El006G287840	Np006G330060
OG0006223	El001G081570	Np003G125520
OG0006224	El001G080780	Np003G126530
OG0006225	El001G080090	Np003G127010
OG0006226	El001G067880	Np003G140630
OG0006227	El001G079170	Np003G127980
OG0006228	El001G078590	Np003G128510
OG0006229	El001G060370	Np003G147870
OG0006230	El001G059520	Np003G148800
OG0006231	El001G059390	Np003G148900
OG0006232	El001G058630	Np003G149880
OG0006233	El001G058500	Np003G150030
OG0006234	El001G058420, El006G305730	Np003G150120
OG0006235	El007G330380	Np003G151680
OG0006236	El007G330750	Np003G152120
OG0006237	El001G015790	Np001G046270
OG0006238	El007G332090	Np003G153510
OG0006239	El007G332470	Np003G153880
OG0006240	El007G327460	Np001G006520, Np002G123160
OG0006241	El007G327030	Np001G005820
OG0006242	El007G327000	Np001G005790
OG0006243	El007G326570	Np001G005160
OG0006244	El005G273430, El004G232810	Np007G377610
OG0006245	El007G325730	Np001G004160
OG0006246	El007G325700	Np001G004130
OG0006247	El007G324850	Np001G003200
OG0006248	El007G324650	Np001G003010
OG0006249	El007G324580	Np001G002920
OG0006250	El007G324470	Np001G002830
OG0006251	El007G322670	Np001G000870
OG0006252	El001G040300	Np001G000560
OG0006253	El001G000280	Np006G348790, Np006G354210, Np003G189640
OG0006254	El001G000970	Np003G188850
OG0006255	El001G001690	Np003G187910
OG0006256	El001G002190	Np003G187310
OG0006257	El001G002880	Np003G186760
OG0006258	El001G003130	Np003G186430
OG0006259	El001G003170	Np003G186410
OG0006260	El001G003190	Np003G186380
OG0006261	El007G359890	Np001G040540
OG0006262	El006G298500	Np006G345230, Np009G431980
OG0006263	El006G298900	Np007G406830, Np007G406630, Np006G357710
OG0006264	El006G299080	Np006G357590
OG0006265	El006G299820	Np006G356700
OG0006266	El006G300470	Np006G355670
OG0006267	El006G300600	Np006G355540
OG0006268	El006G301320	Np006G354710, Np006G348210
OG0006269	El006G301500	Np006G348690, Np006G354270
OG0006270	El006G302280	Np006G353080, Np006G347720
OG0006271	El006G303160	Np006G350640
OG0006272	El006G303170	Np006G350620
OG0006273	El006G303340	Np008G428150, Np006G350140
OG0006274	El006G303350	Np008G428140, Np006G350130
OG0006275	El006G305110	Np006G359300
OG0006276	El006G306240	Np006G358260, Np005G316990, Np005G316890
OG0006277	El003G156840	Np005G278020
OG0006278	El005G235620	Np007G424720
OG0006279	El001G082300	Np003G124870
OG0006280	El005G243660	Np007G414410
OG0006281	El001G082160	Np003G125040
OG0006282	El003G157910, El003G157900	Np005G279120
OG0006283	El005G235960	Np007G424420
OG0006284	El005G236120	Np007G424150
OG0006285	El001G065610	Np003G142690
OG0006286	El005G237690	Np007G422210
OG0006287	El005G237860	Np007G422000
OG0006288	El005G238150	Np007G421650
OG0006289	El005G238420	Np007G421450
OG0006290	El005G238910	Np007G420770
OG0006291	El005G240270	Np007G418930
OG0006293	El005G242330	Np007G416030
OG0006294	El005G242530	Np007G415800
OG0006295	El006G289080	Np006G331560
OG0006296	El006G289090	Np006G331570
OG0006297	El006G290070, El006G306370	Np006G333180
OG0006298	El006G290300	Np006G333570, Np006G333610
OG0006299	El006G290920	Np006G334340
OG0006300	El006G291370	Np006G334910
OG0006301	El006G295030	Np001G056680, Np006G339820
OG0006302	El006G294510	Np006G339300
OG0006303	El006G294230, El006G294220	Np006G339080
OG0006304	El001G024270	Np001G056480
OG0006305	El006G292820	Np006G337070
OG0006306	El006G292520	Np006G336760
OG0006307	El006G291810	Np006G335490
OG0006308	El002G099890	Np004G240470
OG0006309	El002G100190	Np004G240070
OG0006310	El002G100550	Np004G239620
OG0006311	El002G100560	Np004G239610
OG0006312	El002G100790	Np004G239400
OG0006313	El002G101000	Np004G239250
OG0006314	El002G101180	Np004G239070
OG0006315	El002G101850	Np004G238290
OG0006316	El002G102420	Np004G237590
OG0006317	El002G102290	Np004G237760
OG0006318	El002G103390	Np004G236560
OG0006319	El002G104590	Np004G235220
OG0006320	El002G104710, El003G177420	Np004G235090
OG0006321	El004G229150	Np003G159880, Np003G159750, Np002G076650
OG0006322	El002G105100	Np004G234730
OG0006323	El002G105180	Np004G234620
OG0006324	El002G106030	Np004G233780
OG0006325	El002G107980	Np004G231380
OG0006326	El002G111340	Np004G226310
OG0006327	El002G111210	Np004G225880
OG0006328	El004G217940	Np002G091340
OG0006329	El002G112890	Np004G210140
OG0006330	El002G113200	Np004G210370
OG0006331	El002G113170	Np004G210360
OG0006332	El002G113110	Np004G210300
OG0006333	El003G160560	Np005G282640
OG0006334	El003G160550	Np005G282630
OG0006335	El003G160100	Np005G281970
OG0006336	El005G276130, El005G275810, El005G275850, El005G276000, El003G159830	Np005G281540
OG0006337	El003G159340	Np005G281020
OG0006338	El001G044080	Np001G019600
OG0006339	El006G319870	Np006G368970
OG0006340	El006G321270	Np006G370690
OG0006342	El002G098880	Np004G241630
OG0006343	El002G098860	Np004G241650
OG0006344	El002G098350	Np004G242280
OG0006345	El004G227050	Np002G079160
OG0006346	El002G096070	Np004G245150
OG0006347	El002G095950	Np004G245320
OG0006348	El007G349620	Np001G017950
OG0006349	El002G094490, El003G178530	Np004G247320
OG0006350	El002G090780	Np004G251320
OG0006351	El002G092830	Np004G249150
OG0006352	El002G093110	Np004G248740
OG0006353	El002G091650	Np004G250330
OG0006354	El002G091100	Np004G250970
OG0006355	El003G181880, El002G090500	Np004G251540
OG0006356	El002G089680	Np004G252350
OG0006357	El002G089410	Np004G252680
OG0006358	El002G089240	Np004G252790
OG0006359	El001G021510	Np001G053010
OG0006360	El002G088650	Np004G253480
OG0006361	El002G088560	Np004G253600
OG0006362	El002G087230	Np004G255010
OG0006363	El002G085910	Np004G256280
OG0006364	El002G085160	Np004G257080
OG0006365	El002G085190	Np004G257060
OG0006366	El002G084250	Np004G257840
OG0006367	El002G083960	Np004G258290
OG0006368	El001G067360	Np003G141050
OG0006369	El001G066390	Np003G141950
OG0006370	El001G066130	Np003G142250, Np003G142240
OG0006371	El001G066290	Np003G142070
OG0006372	El001G064980	Np003G143380
OG0006373	El001G064130	Np003G143980
OG0006374	El001G063310	Np003G144900
OG0006375	El004G218100	Np002G091210
OG0006376	El001G063170	Np003G145040
OG0006377	El001G062980	Np003G145190
OG0006378	El001G062060	Np003G146400
OG0006379	El007G348990	Np001G017770
OG0006380	El001G022550	Np001G054140
OG0006381	El001G075220	Np003G132370
OG0006383	El001G076100	Np003G131400
OG0006384	El001G076230	Np003G131230
OG0006385	El001G000330	Np006G365750
OG0006386	El001G052650	Np001G013120
OG0006387	El001G052980	Np001G012820
OG0006388	El001G025540	Np001G057920, Np002G118560
OG0006389	El001G055300	Np001G011810
OG0006391	El001G056080	Np001G011090
OG0006391	El003G175460, El003G175510	Np004G202320, Np004G202280
OG0006392	El001G056170	Np001G010990
OG0006393	El001G056200, El005G262400	Np001G010960
OG0006394	El007G329850	Np001G009690
OG0006395	El007G329160	Np001G008880
OG0006396	El007G328790	Np001G008500
OG0006397	El007G328580	Np001G007780
OG0006398	El007G328450	Np001G007610
OG0006399	El007G328350	Np001G007510
OG0006400	El007G328040	Np001G008390
OG0006401	El007G327810	Np001G009040, Np001G006910
OG0006402	El007G327800	Np001G006900
OG0006403	El007G332710	Np003G154110
OG0006405	El001G021390	Np001G052850
OG0006406	El001G021330	Np001G052750
OG0006407	El001G021270	Np001G052700
OG0006408	El001G019720	Np001G050900
OG0006409	El001G018430	Np001G049400
OG0006410	El001G017470	Np001G047850
OG0006411	El001G014380	Np001G045130, Np006G344100, Np006G344360
OG0006412	El004G219170	Np002G089210
OG0006414	El004G218220	Np002G090920
OG0006415	El002G112650	Np004G209830
OG0006416	El004G218270	Np002G090810
OG0006417	El004G219770	Np002G088210
OG0006418	El004G220190	Np002G087550
OG0006419	El004G220780	Np002G086770
OG0006420	El004G221050	Np002G086380
OG0006421	El004G221300	Np002G086100
OG0006422	El002G098850	Np004G241660
OG0006423	El004G223340, El004G223330	Np002G083640
OG0006424	El004G223740	Np002G083240
OG0006425	El004G223880	Np002G083120
OG0006426	El001G071300	Np003G136930
OG0006427	El004G224140	Np002G082780
OG0006428	El004G231490	Np002G073750
OG0006429	El004G230870	Np002G074490
OG0006430	El004G230810	Np002G074550
OG0006431	El004G230200, El002G102570	Np002G075280
OG0006432	El004G228180	Np002G077810
OG0006433	El004G227900	Np002G078100
OG0006434	El004G227360	Np002G078790
OG0006435	El004G226110	Np002G080330, Np002G080340, Np002G080390
OG0006436	El004G225330	Np002G081380
OG0006437	El004G224620	Np002G082250
OG0006438	El004G232470	Np002G072690
OG0006439	El004G232640	Np002G072510
OG0006440	El004G232890, El008G369670	Np002G072210
OG0006441	El004G233800	Np002G120570
OG0006442	El005G248660	Np007G408460
OG0006443	El005G250280, El005G250170	Np007G406010
OG0006444	El002G138340	Np004G193220
OG0006445	El005G252000	Np007G403820
OG0006446	El005G252200	Np007G403100
OG0006447	El005G252520	Np007G390070
OG0006448	El005G252920	Np007G390420
OG0006449	El005G253970	Np007G391960
OG0006450	El001G019060	Np001G050140
OG0006451	El005G254350	Np007G392570
OG0006452	El005G254400	Np007G392640
OG0006453	El005G254440	Np007G392720
OG0006454	El005G254530	Np007G392800
OG0006455	El005G254670	Np007G393030
OG0006456	El005G254760	Np007G393200
OG0006457	El005G254780	Np007G393220
OG0006458	El005G254840	Np007G393280
OG0006459	El005G255050	Np007G393550
OG0006460	El003G173890	Np005G303570
OG0006461	El005G255380	Np007G394000
OG0006462	El005G255730	Np007G394340
OG0006463	El005G256120	Np007G395050, Np004G198410
OG0006464	El005G256150, El005G256160, El005G256170	Np007G395080
OG0006465	El005G257060	Np007G396710
OG0006466	El005G257660	Np007G398100
OG0006467	El005G258080	Np007G399350
OG0006468	El005G258710	Np007G380410
OG0006469	El005G258790	Np007G380520
OG0006470	El005G258910	Np007G380650
OG0006471	El005G259830	Np007G381690
OG0006472	El005G261090	Np007G382950
OG0006473	El005G261180	Np007G383070
OG0006474	El005G261840	Np007G383610
OG0006476	El005G264390	Np007G384300
OG0006477	El005G264420	Np007G384330
OG0006478	El005G265030	Np007G384810
OG0006479	El005G267210, El005G265980	Np007G386280
OG0006480	El005G269550	Np007G388680
OG0006481	El005G272880	Np002G078720, Np007G378230
OG0006482	El005G274560	Np007G376140
OG0006483	El005G275050	Np007G375710
OG0006484	El005G275390	Np007G385290, Np007G375310
OG0006485	El005G277070	Np007G374210
OG0006486	El005G276740	Np007G374570
OG0006487	El005G276610, El005G275880	Np007G374700
OG0006488	El005G277900	Np007G373380
OG0006489	El005G277950	Np007G373310
OG0006490	El005G278930	Np007G372020
OG0006491	El005G279110	Np007G371880
OG0006493	El006G319760, El002G140800	Np004G190720
OG0006494	El002G140350	Np009G431010, Np004G191200
OG0006495	El002G139890	Np004G191710
OG0006496	El002G139780	Np004G191860
OG0006497	El002G139760	Np004G191950
OG0006498	El002G138170	Np004G193020
OG0006499	El002G138300	Np004G193190, Np002G090110
OG0006500	El002G136740	Np004G194830
OG0006501	El002G138670, El002G136580	Np004G194980
OG0006502	El002G135630	Np004G195760
OG0006503	El002G135740	Np004G195650
OG0006504	El002G134630	Np004G196730
OG0006505	El002G134040	Np004G197320
OG0006506	El002G133860	Np004G197890
OG0006507	El002G131400	Np004G200060
OG0006508	El003G171550	Np005G301180
OG0006509	El007G343240, El006G296640	Np006G341790
OG0006510	El006G296660	Np006G341830
OG0006511	El006G296730	Np006G341900
OG0006512	El006G296740	Np006G341920
OG0006513	El001G022460	Np001G054010
OG0006514	El001G022500	Np001G054090
OG0006515	El001G025630	Np001G058070
OG0006516	El001G026440	Np001G059180
OG0006517	El001G026450	Np001G059190
OG0006518	El001G027130, El007G355670	Np001G059860
OG0006519	El001G027690	Np001G060540
OG0006520	El001G027910	Np001G060800
OG0006521	El001G028730	Np001G061880
OG0006522	El001G030380	Np006G334740, Np001G063680
OG0006523	El006G312010, El006G311900, El001G031700	Np001G065570
OG0006524	El001G032430	Np001G066490
OG0006525	El001G032950	Np001G066840
OG0006526	El001G033900	Np001G067740
OG0006527	El001G034240	Np001G068120
OG0006528	El001G035290	Np001G069370
OG0006529	El001G035560	Np001G069680
OG0006530	El001G035590	Np007G395980
OG0006531	El001G035850	Np001G069930
OG0006532	El001G022450	Np001G054000
OG0006535	El001G012560, El001G012550	Np001G043180
OG0006536	El003G179170	Np007G391360
OG0006536	El005G253370	Np007G391340
OG0006537	El006G285080	Np003G177880, Np006G326530
OG0006538	El004G230900	Np002G074460
OG0006539	El003G154780	Np005G275610
OG0006540	El002G090260	Np004G251840
OG0006541	El002G105410	Np004G234320
OG0006542	El004G218970	Np002G089590
