Orthogroup	Erysimum_linariifolium	Noccaea_praecox
OG0017244	El002G087840	Np004G254300
OG0017245	El002G087610	Np004G254530
OG0017246	El002G087140	Np004G255080
OG0017247	El002G087090	Np004G255150
OG0017248	El002G086650	Np004G255650
OG0017249	El002G086380, El002G086340	Np004G255910
OG0017250	El002G085960	Np004G256230
OG0017251	El002G085900	Np004G256290
OG0017252	El002G085460	Np004G256770
OG0017253	El002G085520	Np004G256730
OG0017254	El002G085530	Np004G256720
OG0017255	El002G085560	Np004G256650
OG0017256	El002G085620	Np004G256560
OG0017257	El002G085150	Np004G257090
OG0017258	El002G085020	Np004G257190
OG0017259	El002G084060	Np004G258120
OG0017260	El002G084020	Np004G258230
OG0017261	El002G082970	Np004G259390
OG0017262	El002G082810	Np004G259520
OG0017263	El002G082520	Np004G259820
OG0017264	El002G082450	Np004G259890
OG0017265	El001G066920	Np003G141490
OG0017266	El001G066950	Np003G141460
OG0017267	El001G066970	Np003G141440
OG0017268	El001G067040	Np003G141380
OG0017269	El001G066500	Np003G141870
OG0017270	El001G066490	Np003G141880
OG0017271	El001G066460	Np003G141890
OG0017272	El001G062170, El001G066080	Np003G142290
OG0017273	El001G066240	Np003G142130
OG0017274	El001G065130	Np003G143240
OG0017275	El001G064600	Np003G143480
OG0017276	El001G064220	Np003G143900
OG0017277	El001G063240	Np003G144980
OG0017278	El001G063190	Np003G145020
OG0017279	El001G063050	Np003G145150
OG0017280	El004G218920	Np002G089630
OG0017281	El001G061600	Np003G146750
OG0017282	El001G061470	Np003G146870
OG0017283	El001G061450	Np003G146890
OG0017284	El001G061070	Np003G147240
OG0017285	El001G049390	Np001G015090
OG0017286	El001G048850	Np001G015430
OG0017287	El001G047700	Np001G015790
OG0017288	El007G345220	Np001G016190
OG0017289	El007G345390	Np001G016350
OG0017290	El007G346070, El005G269090	Np001G016680
OG0017291	El007G349100	Np001G017790
OG0017292	El007G348350	Np001G017580
OG0017293	El001G067980	Np003G140510
OG0017294	El001G068030	Np003G140450
OG0017295	El001G075030	Np003G132540
OG0017296	El001G038270	Np001G024800
OG0017297	El002G141290	Np004G190290
OG0017298	El007G351190	Np001G018110
OG0017299	El001G076970	Np003G130290
OG0017300	El001G077000	Np003G130260
OG0017301	El001G077030	Np003G130090
OG0017302	El001G077150	Np003G129940
OG0017303	El001G077590	Np003G129560
OG0017304	El001G052680	Np001G013090
OG0017305	El001G052610	Np001G013160
OG0017306	El001G052790	Np001G013030
OG0017307	El002G102050	Np004G238030
OG0017308	El001G054500	Np001G012130
OG0017309	El001G054750	Np001G012020
OG0017310	El001G055550	Np001G011590
OG0017311	El001G055430	Np001G011730
OG0017312	El001G055630	Np001G011480
OG0017313	El001G055870	Np001G011210
OG0017314	El001G055930	Np001G011170
OG0017315	El001G055940	Np001G011140
OG0017316	El001G056950	Np001G010210
OG0017317	El001G057020	Np001G010120
OG0017319	El007G337520	Np003G161080
OG0017320	El007G329290	Np001G009090
OG0017321	El007G328860	Np001G008610
OG0017322	El007G328800	Np001G008510
OG0017323	El007G328740	Np001G008470
OG0017324	El007G328650	Np001G007900
OG0017326	El007G327580	Np001G006630
OG0017327	El007G332890	Np003G154320
OG0017328	El007G332960	Np003G154380
OG0017330	El001G021580	Np001G053080
OG0017331	El001G021240	Np001G052650
OG0017332	El001G021100	Np001G052510
OG0017333	El001G020890	Np001G052350
OG0017334	El001G020720	Np001G052150
OG0017336	El001G020090	Np001G051230
OG0017337	El001G060730	Np003G147570
OG0017338	El001G018570	Np001G049620
OG0017339	El001G018510	Np001G049510
OG0017340	El001G018150	Np001G048820
OG0017341	El001G017860	Np001G048300
OG0017342	El001G017780	Np001G048200
OG0017343	El001G017400	Np001G047810
OG0017345	El001G016850	Np001G047220
OG0017346	El001G016340	Np001G046740
OG0017347	El001G016110	Np001G046600
OG0017348	El001G015770	Np001G046220
OG0017349	El003G175700	Np005G306050
OG0017350	El001G041180, El001G014090	Np001G044920
OG0017351	El001G012700	Np001G044080
OG0017352	El001G012710	Np001G044130
OG0017353	El001G012600	Np001G043950
OG0017354	El001G011790	Np001G043260
OG0017355	El001G060000	Np001G018320
OG0017356	El004G218200	Np002G090930
OG0017357	El004G218140	Np002G091160
OG0017358	El001G067890	Np003G140620
OG0017359	El004G218400	Np002G090670
OG0017360	El004G218300	Np002G090770
OG0017361	El004G219720	Np002G088250
OG0017362	El004G220210	Np002G087520
OG0017363	El004G220250	Np002G087410
OG0017364	El007G345100	Np006G368790
OG0017366	El004G220630	Np002G086960
OG0017367	El004G220910	Np002G086470
OG0017368	El004G222250	Np002G085060
OG0017369	El004G222260	Np002G085050
OG0017370	El004G222420	Np002G084650
OG0017372	El004G222950	Np002G084080
OG0017373	El004G222970	Np002G084060
OG0017374	El004G223350	Np002G083630
OG0017375	El004G231230	Np002G074220
OG0017376	El004G231160	Np002G074240
OG0017377	El004G230560	Np002G074920
OG0017378	El004G230530	Np002G074950
OG0017379	El004G230430	Np002G075050
OG0017380	El004G230020	Np002G075520
OG0017382	El004G229580	Np002G076090
OG0017383	El004G229560	Np002G076110
OG0017384	El004G229030	Np002G076810
OG0017385	El004G228630	Np002G077260
OG0017386	El004G228440	Np002G077430
OG0017387	El002G104030, El037G374560	Np004G235760
OG0017388	El004G227530	Np002G078590
OG0017389	El004G227220	Np002G079000
OG0017390	El004G226890	Np002G079360
OG0017391	El001G060930	Np003G147360
OG0017392	El004G226610	Np002G079800
OG0017393	El003G182410	Np005G309760
OG0017394	El004G226120	Np002G080320
OG0017395	El004G226040	Np002G080800
OG0017396	El004G225660	Np002G081130
OG0017397	El004G225500	Np002G081270
OG0017398	El004G225300	Np002G081410
OG0017399	El004G225110	Np002G081650
OG0017400	El004G224650	Np002G082240
OG0017401	El004G231920	Np002G073290
OG0017402	El004G232210	Np002G072990
OG0017403	El004G232580	Np002G072550
OG0017404	El004G233000	Np002G072110
OG0017405	El004G233060	Np002G072060
OG0017406	El004G233340	Np002G071670
OG0017407	El004G233440	Np002G071540
OG0017408	El004G233530	Np002G071390
OG0017409	El004G234370	Np002G070560
OG0017411	El004G234690	Np002G070220
OG0017412	El004G234710	Np002G070200
OG0017413	El004G234730	Np002G070170
OG0017414	El005G248780	Np007G408320
OG0017415	El005G249090	Np007G407980
OG0017416	El005G249270	Np007G407770
OG0017417	El005G249500	Np007G407360
OG0017418	El005G249690	Np007G406940
OG0017419	El005G249790	Np007G406700
OG0017422	El005G251450	Np007G404740
OG0017423	El005G251570	Np007G404590
OG0017424	El005G251590	Np007G404570
OG0017425	El005G251910	Np007G404030
OG0017427	El005G253030	Np007G390560
OG0017428	El005G253230	Np004G237730
OG0017429	El005G253590	Np007G391510
OG0017430	El005G254810	Np007G393270
OG0017431	El005G255740	Np007G394350
OG0017432	El005G255760	Np003G163140
OG0017433	El005G256390	Np007G395380
OG0017435	El005G257150	Np007G396930
OG0017436	El002G134200, El005G257190	Np007G396970
OG0017437	El005G257240	Np007G397080
OG0017438	El005G257280	Np007G397470
OG0017439	El005G257290	Np007G397480
OG0017440	El005G259780	Np007G381650
OG0017441	El005G259440	Np007G381270
OG0017442	El005G259430	Np007G381260
OG0017445	El005G261340	Np007G383220
OG0017446	El007G342270	Np003G168100
OG0017447	El005G261770	Np007G383560
OG0017448	El005G264410	Np007G384320
OG0017449	El005G265620	Np007G385260
OG0017450	El005G267740	Np007G387040
OG0017451	El005G267750	Np007G387050
OG0017452	El005G268150	Np007G387410
OG0017453	El005G268390	Np007G387590
OG0017454	El006G314000	Np006G363620
OG0017455	El005G270100	Np007G389050
OG0017456	El005G271390	Np005G294480
OG0017457	El005G271690	Np007G380030
OG0017458	El005G271870	Np007G379850
OG0017459	El005G270820	Np007G389600
OG0017460	El005G271930	Np007G379790
OG0017461	El005G272190	Np007G379500
OG0017462	El005G273380	Np007G377690
OG0017463	El005G273650	Np007G377380
OG0017464	El005G274600	Np007G376180
OG0017465	El005G274850	Np007G375920
OG0017466	El005G275220	Np007G375550
OG0017467	El005G275340	Np007G375380
OG0017468	El005G276820	Np007G374530
OG0017469	El005G277280	Np007G373730
OG0017470	El005G277870	Np007G373410
OG0017471	El005G278540	Np007G372440
OG0017472	El005G278760	Np007G372190
OG0017473	El005G278830	Np007G372120
OG0017474	El003G155530	Np005G276510
OG0017475	El005G279460	Np007G371640
OG0017476	El005G279440	Np003G144060
OG0017477	El005G279270	Np007G371690
OG0017478	El005G279570	Np007G371540
OG0017479	El005G279590	Np007G371520
OG0017480	El002G141480	Np004G190130
OG0017481	El002G141000	Np004G190560
OG0017482	El002G140790	Np004G190730
OG0017483	El002G140650	Np004G190880
OG0017485	El002G140120	Np004G191440
OG0017486	El002G140070	Np004G191490
OG0017487	El002G140060	Np004G191500
OG0017488	El002G139880	Np004G191720
OG0017489	El002G139500	Np004G192260
OG0017490	El002G139230	Np004G192580
OG0017491	El002G138120	Np004G193500
OG0017492	El002G138100	Np004G193530
OG0017493	El002G137470	Np004G194230
OG0017494	El002G137380	Np004G194290
OG0017496	El002G134800	Np004G196540
OG0017497	El002G134530	Np004G196840
OG0017498	El002G134170	Np004G197160
OG0017499	El002G132790	Np004G198670
OG0017500	El002G132690	Np004G198760
OG0017501	El002G132650	Np004G198790
OG0017502	El002G132400	Np004G199160
OG0017503	El001G003390	Np004G199220
OG0017504	El002G131820	Np004G199630
OG0017506	El003G171410	Np005G300750
OG0017507	El003G172260	Np005G302050
OG0017508	El003G172410	Np005G302320
OG0017509	El006G309950, El003G172420	Np005G302330
OG0017510	El002G116780	Np004G213850
OG0017511	El006G296780	Np006G341970
OG0017512	El006G296850	Np006G342050
OG0017513	El001G022520	Np001G054110
OG0017514	El001G022540	Np001G054130
OG0017515	El001G023170	Np001G054930
OG0017516	El001G023310	Np001G055020
OG0017517	El001G023540	Np001G061810, Np001G055270
OG0017518	El001G023570	Np001G055340
OG0017519	El001G024350	Np001G056540
OG0017520	El001G024410	Np001G056590
OG0017521	El001G024420	Np001G056600
OG0017522	El001G024490	Np001G056720
OG0017523	El001G024730	Np001G057070
OG0017524	El001G025200	Np001G057520
OG0017525	El001G024980	Np001G057330
OG0017526	El001G025030	Np001G057370
OG0017527	El001G025820	Np001G058410
OG0017528	El001G025930	Np001G058570
OG0017530	El001G026280	Np001G059010
OG0017531	El001G026460	Np001G059200
OG0017532	El001G026480	Np001G059230
OG0017533	El001G026830	Np001G059470
OG0017534	El001G027190	Np001G059870
OG0017535	El001G027060	Np001G059760
OG0017536	El001G027380	Np001G060090
OG0017537	El001G027680	Np001G060530
OG0017538	El001G027950	Np001G059740, Np002G088800, Np001G060820
OG0017540	El001G028970	Np001G062260
OG0017541	El001G030280	Np001G063590
OG0017542	El001G030450	Np001G063760
OG0017543	El001G030610	Np001G064270
OG0017544	El001G031440	Np005G290770
OG0017545	El001G031510	Np001G065110
OG0017546	El001G032130	Np001G066160
OG0017547	El001G022360	Np001G053910
OG0017548	El001G032640	Np001G066600
OG0017549	El001G032670	Np001G066640
OG0017550	El001G033980	Np001G067890
OG0017551	El001G034470	Np001G068440
OG0017552	El001G034840	Np001G068950
OG0017553	El001G034930	Np001G069140
OG0017554	El001G035720	Np001G069810
OG0017555	El001G035830	Np001G069900
OG0017556	El001G032890	Np001G066770
OG0017557	El002G141250	Np004G190380
OG0017558	El002G137850	Np004G193880
OG0017559	El002G137500	Np004G194200
OG0017560	El002G135770	Np004G195620
OG0017562	El003G172200	Np005G301910
OG0017563	El001G014960	Np001G045650
OG0017564	El001G017320	Np001G047680
OG0017565	El001G019750	Np001G050940
OG0017566	El001G022700	Np001G054360
OG0017567	El001G022530	Np001G054120
OG0017568	El001G021790	Np001G053330
OG0017569	El001G023600	Np001G055370
OG0017571	El003G189810, El003G189830	Np005G319200
OG0017572	El001G025140	Np001G057480
OG0017573	El001G025180	Np001G057500
OG0017574	El001G025260	Np001G057570
OG0017575	El001G026080	Np001G058810
OG0017576	El001G026840	Np001G059480
OG0017577	El001G027280	Np001G059990
OG0017578	El001G027570	Np001G060410
OG0017579	El001G030180	Np001G063440
OG0017580	El001G035360	Np001G069470
OG0017581	El007G322070	Np001G000190
OG0017583	El007G323380	Np001G001720
OG0017584	El001G082360	Np001G032700
OG0017586	El001G006120	Np003G182570
OG0017587	El001G007340	Np003G181130
OG0017588	El006G296300	Np003G184170
OG0017589	El006G295180, El002G127210	Np006G339970
OG0017590	El006G291860	Np006G335570
OG0017591	El006G291290	Np006G334720, Np006G334800, Np006G334830
OG0017592	El006G289910	Np006G332900
OG0017593	El006G288230	Np006G330600
OG0017595	El006G287350	Np006G329460
OG0017596	El006G287150	Np006G329080
OG0017597	El006G286350	Np006G328220
OG0017598	El006G280760	Np006G321820, Np004G241450
OG0017599	El004G232610	Np002G072540
OG0017600	El004G231020	Np002G074330
OG0017601	El004G229050	Np002G076780
OG0017602	El004G227520	Np002G078600
OG0017603	El003G156410, El003G156250	Np005G277240
OG0017604	El004G225090	Np002G081670
OG0017605	El003G155900	Np005G276870
OG0017606	El003G155840	Np005G276820
OG0017607	El003G153000	Np005G274170
OG0017609	El003G151260	Np005G271560
OG0017610	El003G149310	Np005G263490
OG0017611	El003G149390	Np005G263410
OG0017612	El003G147800	Np005G265160
OG0017613	El002G123900	Np004G204330
OG0017615	El001G043850	Np001G019760
OG0017616	El002G085840	Np004G256350
OG0017617	El002G087950	Np004G254180
OG0017618	El002G089200	Np004G252910
OG0017619	El002G089290	Np004G252740
OG0017620	El002G090890	Np004G251160
OG0017621	El002G091000	Np004G251070
OG0017622	El002G095010	Np004G246550
OG0017623	El002G098010	Np004G242680
OG0017624	El002G098280	Np004G242350
OG0017625	El002G099490	Np004G240900
OG0017628	El002G107530	Np004G232220
OG0017629	El002G108320	Np004G231020, Np004G231030
OG0017630	El004G222980	Np002G084050
OG0017631	El004G222160	Np002G085180
OG0017632	El004G221310	Np002G086090
OG0017633	El004G220710	Np002G086880
OG0017635	El004G219090	Np002G089550
OG0017636	El004G208850	Np001G037790, Np002G106810
OG0017637	El004G206410	Np002G111520
OG0017638	El004G200520	Np002G116550
OG0017639	El004G198030	Np002G120070
OG0017641	El004G194710	Np002G123840
OG0017643	El005G273620	Np007G377410
OG0017644	El003G164540	Np005G286940
OG0017645	El005G264790	Np007G384560
OG0017646	El003G156620, El003G156610	Np005G277510
OG0017648	El005G252230	Np007G402970
OG0017650	El005G248560	Np007G408620
OG0017651	El005G246720	Np007G410590
OG0017652	El005G245170	Np007G412690
OG0017653	El005G243750	Np007G414350
OG0017654	El005G241300	Np007G417490
OG0017655	El003G181980	Np005G309590
OG0017656	El005G239180	Np005G318720, Np007G420430
OG0017657	El005G235770	Np007G424560
OG0017658	El001G079960, El001G079970	Np003G127130
OG0017659	El001G076140	Np003G131360
OG0017660	El003G158490	Np005G279900
OG0017661	El001G075290	Np003G132290, Np004G226790
OG0017662	El001G074780	Np003G132750
OG0017663	El007G332100	Np003G153520
OG0017664	El001G074640	Np005G299720, Np002G108430, Np003G132920
OG0017665	El007G347690	Np006G371390
OG0017666	El001G000270	Np006G348780, Np003G189670
OG0017667	El006G317050	Np006G365830
OG0017668	El003G162940	Np005G285100
OG0017669	El003G163520	Np005G285800
OG0017670	El003G164890	Np005G287530
OG0017671	El003G164740	Np005G287750
OG0017672	El002G117140	Np004G213920
OG0017673	El002G114220	Np004G211400
OG0017674	El002G113430	Np004G210610
OG0017675	El002G129240	Np004G201240
OG0017676	El002G128510	Np004G202030
OG0017677	El002G129470	Np004G200890
OG0017679	El006G300390	Np006G355730
OG0017680	El001G029270, El001G029250	Np001G062540
OG0017681	El005G266820, El006G301870	Np006G346990, Np006G353780
OG0017682	El006G304870	Np006G359720
OG0017683	El006G305070	Np006G359380
OG0017684	El006G307170	Np006G360870
OG0017685	El001G073060	Np003G135090
OG0017687	El001G069910	Np003G138380
OG0017688	El007G346240	Np001G016730
OG0017689	El003G172780	Np005G316830
OG0017690	El003G190920	Np005G317310
OG0017692	El001G039650	Np001G023570
OG0017693	El007G336250	Np003G158680
OG0017694	El007G332140	Np003G153620
OG0017695	El007G331790	Np003G153130
OG0017696	El001G057360	Np003G151050
OG0017699	El001G051660	Np001G013770
OG0017701	El007G324980	Np001G003320
OG0017703	El007G355540, El002G091130	Np004G250940
OG0017707	El002G121520, El002G121470	Np004G206720
OG0017709	El004G214230	Np002G097430
OG0017710	El004G231550	Np002G073690
OG0017711	El005G245450, El005G245390	Np007G412250
OG0017712	El004G195650, El004G195570, El004G196180	Np004G217170
OG0017716	El006G295120	Np006G339900
OG0017717	El001G012660	Np001G044020
OG0017718	El001G024440	Np001G056640
OG0017719	El001G022980	Np001G054720
OG0017721	El001G054600	Np001G012070
OG0017723	El003G160250	Np005G282240
OG0017727	El003G170570	Np004G227500
OG0017729	El007G343540	Np003G172450
OG0017730	El024G373130, El036G374400, El028G373600, El043G375050, El043G374980, El036G374330	Np023G439390, Np023G439460, Np019G438780
OG0017735	El007G361610	Np006G326750, Np003G153800, Np006G326760, Np006G336460
OG0017751	El003G155200	Np005G276100
OG0017752	El003G155150	Np005G276040
OG0017753	El003G153670	Np005G274910
OG0017754	El003G151790	Np005G272290
OG0017755	El003G151060	Np005G271250
OG0017756	El003G150620	Np005G270570
OG0017758	El002G135260	Np001G067670
OG0017759	El003G147600	Np005G265460
OG0017760	El003G147250	Np005G265900
OG0017761	El003G149660	Np005G263140
OG0017762	El002G119660	Np004G205060
OG0017763	El002G119810	Np004G205230
OG0017764	El002G119940	Np004G205320
OG0017765	El003G169970	Np005G296120
OG0017767	El004G207580, El004G207600	Np002G108400
OG0017768	El004G201500	Np002G115490
OG0017769	El004G201440	Np002G115610
OG0017770	El004G200780	Np002G116360
OG0017771	El004G198940	Np002G118860
OG0017772	El001G036110	Np001G028170
OG0017773	El001G036160	Np001G027950
OG0017774	El001G036210	Np001G027880
OG0017775	El001G036270	Np001G027770
OG0017776	El001G036380	Np001G027340
OG0017777	El001G036690	Np001G026660
OG0017778	El001G038040	Np001G024980
OG0017779	El001G038120	Np001G024910
OG0017781	El001G038470	Np001G024670
OG0017782	El001G041030	Np001G022370
OG0017783	El001G041270	Np001G022020
