Orthogroup	Erysimum_linariifolium	Aethionema_saxatile
OG0017483	El002G140650	As012G268300
OG0017485	El002G140120	As012G268860
OG0017486	El002G140070	As012G268880
OG0017487	El002G140060	As012G268890
OG0017488	El002G139880	As012G269090
OG0017489	El002G139500	As012G269340
OG0017490	El002G139230	As012G269510
OG0017491	El002G138120	As012G270000
OG0017492	El002G138100	As012G270020
OG0017493	El002G137470	As012G270550
OG0017494	El002G137380	As012G270610
OG0017495	El002G134840	As012G272020
OG0017496	El002G134800	As012G272070
OG0017497	El002G134530	As012G272300
OG0017498	El002G134170	As012G272490
OG0017499	El002G132790	As012G273340
OG0017500	El002G132690	As012G273400
OG0017501	El002G132650	As012G273420
OG0017502	El002G132400	As012G273520
OG0017503	El001G003390	As012G273580
OG0017504	El002G131820	As012G273840
OG0017505	El003G171370	As012G274210
OG0017506	El003G171410	As012G274240
OG0017507	El003G172260	As012G274740
OG0017508	El003G172410	As012G274840
OG0017509	El006G309950, El003G172420	As012G274850
OG0017510	El002G116780	As012G275060
OG0017511	El006G296780	As012G275330
OG0017512	El006G296850	As012G275390
OG0017513	El001G022520	As012G275720
OG0017514	El001G022540	As012G275730
OG0017515	El001G023170	As012G276220
OG0017516	El001G023310	As012G276290
OG0017517	El001G023540	As012G276550
OG0017518	El001G023570	As012G276570
OG0017519	El001G024350	As012G277530
OG0017520	El001G024410	As012G277590
OG0017521	El001G024420	As012G277600
OG0017522	El001G024490	As012G277660
OG0017523	El001G024730	As012G278100
OG0017524	El001G025200	As012G279520
OG0017525	El001G024980	As012G279810
OG0017526	El001G025030	As012G280000
OG0017527	El001G025820	As012G281010
OG0017528	El001G025930	As012G281300
OG0017529	El001G025970	As012G281340
OG0017530	El001G026280	As012G281740
OG0017531	El001G026460	As012G281930
OG0017532	El001G026480	As012G281950
OG0017533	El001G026830	As012G282090
OG0017534	El001G027190	As012G282370
OG0017535	El001G027060	As012G282420
OG0017536	El001G027380	As012G282570
OG0017537	El001G027680	As012G282840
OG0017538	El001G027950	As012G283060
OG0017539	El001G028760	As012G283850
OG0017540	El001G028970	As012G284040
OG0017541	El001G030280	As012G284930
OG0017542	El001G030450	As012G285060
OG0017543	El001G030610	As012G285160
OG0017544	El001G031440	As012G285820
OG0017545	El001G031510	As012G285830
OG0017546	El001G032130	As012G286320
OG0017547	El001G022360	As012G286730
OG0017548	El001G032640	As012G286890
OG0017549	El001G032670	As012G286940
OG0017550	El001G033980	As012G287820
OG0017551	El001G034470	As012G288120
OG0017552	El001G034840	As012G288460
OG0017553	El001G034930	As012G288680
OG0017554	El001G035720	As012G289260
OG0017555	El001G035830	As012G289360
OG0017556	El001G032890	As012G289400
OG0017751	El003G155200	As001G000580
OG0017752	El003G155150	As001G000610
OG0017753	El003G153670	As001G001420
OG0017754	El003G151790	As001G003390
OG0017755	El003G151060	As001G004160
OG0017756	El003G150620	As001G004690
OG0017757	El036G374430	As209G297110
OG0017758	El002G135260	As001G013660
OG0017759	El003G147600	As001G014550
OG0017760	El003G147250	As001G015100
OG0017761	El003G149660	As001G016170
OG0017762	El002G119660	As001G016780
OG0017763	El002G119810	As001G016950
OG0017764	El002G119940	As001G017030
OG0017765	El003G169970	As001G017220
OG0017766	El004G210610	As001G018460
OG0017767	El004G207580, El004G207600	As001G019040
OG0017768	El004G201500	As001G020500
OG0017769	El004G201440	As001G020560
OG0017770	El004G200780	As001G020980
OG0017771	El004G198940	As001G022000
OG0017772	El001G036110	As001G022330
OG0017773	El001G036160	As001G022390
OG0017774	El001G036210	As001G022440
OG0017775	El001G036270	As001G022510
OG0017776	El001G036380	As001G022640
OG0017777	El001G036690	As001G022880
OG0017778	El001G038040	As001G023820
OG0017779	El001G038120	As001G023890
OG0017781	El001G038470	As001G024030
OG0017782	El001G041030	As001G025500
OG0017783	El001G041270	As001G025670
OG0017784	El001G042140	As001G026190
OG0017785	El001G042170	As001G026220
OG0017786	El001G042820	As001G026760
OG0017787	El001G043890	As001G027160
OG0017788	El001G045090	As001G027740
OG0017789	El004G215580	As001G028890
OG0017790	El001G036900	As001G028930
OG0017791	El004G214830	As001G029180
OG0017792	El004G213840	As001G029340
OG0017793	El004G213800	As001G029350
OG0017794	El007G337320	As001G030080
OG0017795	El004G194320	As001G030620
OG0017796	El004G196250	As001G031410
OG0017797	El005G244930	As002G034690
OG0017798	El003G156280	As002G035490
OG0017799	El005G247450	As002G037590
OG0017800	El001G011490	As002G039270
OG0017801	El007G344210	As002G041910
OG0017802	El007G343140	As002G042770
OG0017803	El007G342490	As002G043470
OG0017804	El007G340730	As002G044490
OG0017805	El007G340680	As002G044580
OG0017806	El003G167610	As003G057210, As002G045270
OG0017807	El007G338490, El007G338450	As002G045440
OG0017808	El007G338850	As002G045720
OG0017810	El007G333890	As002G049360
OG0017811	El001G068430	As002G050380
OG0017812	El001G068710	As002G050620
OG0017814	El001G071750	As002G053060
OG0017816	El001G072710	As002G053910
OG0017817	El001G073220	As002G054300
OG0017819	El001G073290	As002G054370
OG0017820	El001G073770	As002G054830
OG0017821	El001G074260	As002G055250
OG0017822	El001G074280	As002G055270
OG0017823	El003G169250	As003G056020
OG0017824	El003G168900	As003G056300
OG0017825	El005G264770	As003G056940
OG0017826	El003G167510, El003G176510	As003G057310
OG0017827	El003G166580	As003G057790
OG0017828	El003G164760	As003G059180
OG0017829	El003G162920	As003G060560
OG0017830	El006G296480	As003G061150
OG0017831	El003G161460	As003G061670
OG0017832	El002G121220	As003G062790
OG0017833	El002G124410, El002G124510, El002G124460	As003G063560
OG0017834	El002G124320	As003G063980
OG0017835	El002G125290	As003G064210
OG0017836	El002G125490	As003G064280
OG0017837	El002G128010	As003G064570
OG0017838	El002G127590	As003G064660
OG0017839	El002G127120	As003G064880
OG0017840	El002G114520	As003G069280
OG0017841	El002G116040	As003G070390
OG0017842	El002G116090, El002G116100, El002G116140, El002G116150	As003G070610
OG0017843	El002G117160	As003G071100
OG0017844	El002G117210	As003G071150
OG0017846	El003G146570	As003G071980
OG0017847	El003G145020	As003G073350
OG0017848	El003G144910	As003G073450
OG0017849	El003G144740	As003G073610
OG0017850	El003G144480	As003G073750
OG0017851	El003G144310	As003G074080
OG0017852	El003G144000	As003G074370
OG0017853	El003G143590	As003G074740
OG0017854	El003G143020	As003G075140
OG0017855	El003G185640	As004G077270
OG0017856	El003G186000	As004G077320
OG0017857	El003G187430	As004G077760
OG0017858	El003G189450	As004G078410
OG0017859	El006G296140	As004G078680
OG0017860	El006G295880	As004G079810
OG0017861	El001G010280	As004G080340
OG0017862	El001G010620	As004G080510
OG0017863	El006G296910, El006G296920	As004G081010
OG0017864	El006G298270	As004G081610
OG0017865	El007G357270	As004G082460
OG0017866	El007G356910	As004G082620
OG0017867	El007G356880	As004G082640
OG0017868	El001G009390	As004G083290
OG0017869	El001G009160	As004G083560
OG0017870	El001G009150	As004G083580
OG0017871	El001G008310	As004G083910
OG0017872	El001G008140	As004G084070
OG0017874	El001G007630	As004G084470
OG0017875	El001G006960	As004G084840
OG0017877	El007G362470	As004G087610
OG0017878	El007G363690	As004G088030
OG0017879	El007G364070	As004G088280
OG0017880	El007G364950	As004G088820
OG0017881	El007G365460	As004G089080
OG0017882	El007G365660	As004G089160
OG0017883	El007G365920	As004G089540
OG0017884	El003G183110	As004G090170
OG0017885	El007G366230	As004G090570
OG0017886	El002G112690	As007G161930, As004G093870, As004G093880, As004G091090, As007G161910, As007G161890
OG0017887	El003G182490	As004G092010
OG0017888	El003G183570	As004G092540
OG0017889	El003G179940	As004G092760
OG0017891	El003G180970	As004G093400
OG0017892	El003G179000, El003G180300	As004G093470
OG0017893	El003G178150	As004G093760
OG0017894	El003G177050	As004G094490
OG0017896	El003G175960	As004G095090
OG0017897	El003G175940	As004G095100
OG0017898	El003G175300	As004G095250
OG0017899	El003G175220	As004G095310
OG0017900	El003G174960	As004G095630
OG0017902	El001G029860	As004G096840
OG0017903	El003G191460	As004G097370
OG0017904	El003G192170	As004G097740
OG0017905	El006G280790	As005G099870
OG0017906	El006G281020	As005G100150
OG0017907	El006G281370	As005G100470
OG0017908	El006G282970	As005G101690
OG0017909	El006G283070	As005G101780
OG0017910	El006G283940, El006G283950	As005G102410
OG0017911	El006G284540	As005G102970
OG0017912	El006G285770	As005G104210
OG0017913	El006G285910	As005G104340
OG0017914	El006G285980	As005G104420
OG0017915	El006G286200	As005G104570
OG0017916	El006G287130	As005G105090
OG0017917	El006G286910	As005G105220
OG0017918	El001G081920	As005G106330
OG0017919	El001G081900	As005G106350
OG0017920	El001G081890	As005G106360
OG0017921	El001G081730	As005G106510
OG0017922	El001G081310	As005G106910
OG0017923	El001G032120	As005G108240
OG0017924	El001G079140	As005G108460
OG0017925	El001G060500	As005G110150
OG0017926	El001G059310	As005G112220
OG0017928	El007G331470	As005G115480
OG0017929	El007G332420	As005G115920
OG0017930	El007G325930	As005G117490
OG0017931	El007G325690	As005G117740
OG0017932	El007G322550	As005G120290
OG0017933	El007G322400	As005G120430
OG0017934	El007G322270	As005G120600
OG0017935	El007G322110	As005G120760, As010G220320
OG0017936	El001G000070	As006G121040
OG0017937	El001G000080	As006G121050
OG0017938	El001G000260	As006G121160
OG0017940	El001G001070	As006G121930
OG0017941	El001G001130	As006G121960
OG0017944	El006G298720	As006G125580
OG0017945	El006G300510	As006G126920
OG0017946	El006G302950	As006G128580
OG0017947	El006G303130	As006G128660
OG0017949	El006G308090	As006G130630
OG0017950	El002G137130	As006G131380
OG0017951	El006G311860	As006G131640
OG0017952	El006G313720	As006G132110
OG0017953	El005G235560	As006G132850
OG0017954	El005G235460	As006G133060
OG0017955	El005G241510	As006G133140, As006G139910
OG0017956	El005G235290	As006G133160
OG0017957	El005G234970	As006G133450
OG0017958	El005G234910	As006G133510
OG0017959	El001G082320	As006G133620
OG0017960	El005G243610	As006G133770
OG0017961	El001G082250	As006G133800
OG0017962	El001G082150	As006G133940
OG0017963	El003G157400	As006G134390
OG0017964	El003G157440	As006G134440
OG0017965	El003G157550	As006G134540
OG0017966	El005G237120	As006G135860
OG0017967	El005G237630	As006G136360
OG0017968	El005G237800	As006G136520
OG0017969	El005G237830	As006G136570
OG0017970	El005G237910	As006G136640
OG0017971	El005G237980	As006G136650
OG0017972	El005G239130	As006G137710
OG0017973	El005G239200	As006G137800
OG0017974	El005G239510	As006G137970
OG0017975	El007G349300	As006G138490
OG0017976	El005G240240	As006G138570
OG0017977	El005G240230	As006G138580
OG0017978	El005G240580	As006G138980
OG0017979	El005G240750	As006G139130
OG0017980	El005G241530	As006G139930
OG0017981	El005G242830	As006G141210
OG0017983	El005G243360	As006G141650
OG0017984	El005G243900	As006G142070
OG0017985	El005G243910	As006G142090
OG0017986	El006G290600	As006G143810
OG0017987	El006G294560	As006G144840
OG0017988	El006G294470	As006G144910, As006G144920
OG0017989	El006G294440	As006G144960
OG0017990	El006G293160	As006G145960
OG0017991	El006G292160	As006G147540
OG0017992	El008G367010	As264G297660, As006G149600
OG0017993	El002G099370	As007G151950
OG0017994	El002G099600	As007G152140
OG0017995	El002G099630	As007G152170
OG0017996	El002G100950	As007G153340
OG0017997	El002G101790	As007G154090
OG0017998	El002G102470	As007G154470
OG0017999	El002G102740	As007G154980
OG0018000	El002G103260	As007G155450
OG0018001	El002G104510	As007G156340
OG0018002	El002G104560	As007G156420
OG0018003	El002G104570	As007G156430
OG0018004	El002G104600	As007G156470
OG0018005	El002G105980	As007G157500
OG0018006	El002G107540	As007G158510
OG0018007	El007G350200	As007G158780
OG0018008	El002G107990	As007G158940
OG0018009	El002G108500	As007G159340
OG0018010	El002G109090	As007G159680
OG0018011	El002G110000	As007G160230
OG0018012	El002G111170	As007G160750
OG0018013	El002G112150	As007G161410
OG0018014	El002G112820	As007G162210
OG0018015	El003G160280	As007G162950
OG0018016	El003G159720	As007G164020
OG0018017	El003G159150	As007G164800
OG0018018	El006G315830	As007G176790
OG0018019	El006G315900, El006G315890	As007G176910
OG0018020	El006G316090	As007G177340
OG0018021	El006G317070	As007G178230
OG0018022	El006G317550	As007G178520
OG0018023	El006G317830	As007G179040
OG0018025	El006G318390	As007G179410
OG0018026	El006G318670	As007G179640
OG0018027	El006G319520	As007G180020
OG0018028	El006G319940	As007G180350
OG0018030	El002G096900	As008G183940
OG0018031	El002G094520	As008G186130
OG0018032	El002G093640	As008G186990
OG0018033	El002G092440	As008G188140
OG0018034	El002G091690	As008G189190
OG0018035	El002G090380	As008G192070
OG0018036	El002G089850	As008G192850
OG0018037	El002G088520	As008G194020
OG0018038	El002G088430	As008G194150
OG0018039	El002G087820	As008G194710
OG0018040	El002G087670	As008G194840
OG0018041	El002G087010	As008G195610
OG0018043	El002G085990	As008G196480
OG0018044	El002G085970	As008G196500
OG0018045	El002G085380	As008G196780
OG0018046	El002G084480	As008G197700
OG0018047	El002G083650	As008G198540
OG0018048	El002G083380	As008G198840
OG0018049	El002G082710	As008G199330
OG0018050	El002G082700	As008G199350
OG0018051	El002G082640	As008G199390
OG0018053	El001G067400	As009G200250
OG0018054	El001G066830	As009G200390
OG0018055	El001G066510	As009G200710
OG0018056	El001G066150	As009G201270
OG0018058	El001G062560	As009G203980
OG0018059	El001G062370	As009G204180
OG0018060	El001G061570	As009G204760
OG0018061	El001G050790	As009G205810
OG0018062	El005G239810, El008G369150	As009G206300
OG0018063	El001G048220	As009G207000
OG0018064	El001G047790	As009G207090
OG0018065	El007G346570	As009G207770
OG0018066	El001G068000	As009G210250
OG0018067	El007G350640	As009G212080
OG0018068	El001G076000	As009G212550
OG0018069	El001G076380	As009G212930
OG0018070	El001G077190	As009G213970
OG0018071	El001G077770	As009G214310
OG0018072	El001G055520	As009G216120
OG0018073	El001G055590	As009G216330
OG0018074	El007G329480	As009G217960
OG0018075	El007G329430	As009G218000
OG0018077	El007G329260	As009G218160
OG0018078	El007G328890	As009G218390
OG0018079	El007G332810	As009G219730
OG0018080	El001G019660	As010G221500
OG0018081	El001G018770	As010G222210
OG0018082	El001G018590	As010G222290
OG0018083	El001G016190	As010G224160
OG0018084	El001G012110	As010G226600
OG0018085	El001G011800	As010G226980
OG0018086	El002G108330	As010G227230
OG0018087	El001G011660, El005G258490	As010G227260
OG0018089	El004G218280	As010G228620
OG0018090	El004G219650	As010G231490
OG0018091	El004G219840	As010G231730
OG0018092	El004G220150	As010G232060
OG0018093	El004G220320	As010G232300
OG0018094	El004G223130	As010G234130
OG0018095	El004G223530	As010G234520
OG0018096	El004G230380	As010G236140
OG0018097	El004G230230	As010G236260
OG0018098	El004G230150	As010G236310
OG0018099	El004G229260	As010G237120
OG0018100	El004G228470	As010G237670
OG0018101	El004G228590, El004G227810	As010G238280
OG0018102	El004G227710	As010G238410
OG0018103	El004G227670	As010G238450
OG0018104	El004G227270	As010G238810
OG0018105	El004G227250	As010G238830
OG0018106	El004G227140	As010G238930
OG0018107	El004G226600	As010G239440
OG0018108	El004G225150	As010G240700
OG0018109	El006G279690	As010G240760
OG0018110	El004G224710	As010G241180
OG0018111	El004G232660	As010G242560
OG0018112	El004G232790	As010G242690
OG0018113	El004G232920	As010G242790
OG0018114	El004G234670	As010G244420
OG0018115	El005G248580	As011G244670
OG0018116	El005G248770	As011G244790
OG0018117	El005G249110	As011G245030
OG0018118	El005G249190	As011G245110
OG0018119	El005G249200	As011G245120
OG0018120	El001G013190	As011G245130
OG0018121	El005G249760	As011G245710
OG0018122	El005G251550	As011G247240
OG0018123	El005G251880	As011G247500
OG0018124	El005G255080	As011G250080
OG0018125	El005G255750	As011G250520
OG0018126	El005G260950	As011G254150
OG0018127	El005G261080	As011G254250
OG0018128	El005G262790	As011G254920
OG0018129	El005G265940	As011G255840
OG0018130	El005G266720	As011G255930
