Orthogroup	Erysimum_linariifolium	Aethionema_saxatile
OG0006437	El004G224620	As010G241220
OG0006438	El004G232470	As010G242400
OG0006439	El004G232640	As010G242540
OG0006440	El004G232890, El008G369670	As010G242760
OG0006441	El004G233800	As010G243550
OG0006442	El005G248660	As011G244710
OG0006443	El005G250280, El005G250170	As011G246180
OG0006444	El002G138340	As012G269830, As011G247090
OG0006445	El005G252000	As011G247610
OG0006446	El005G252200	As011G247760
OG0006447	El005G252520	As011G248040
OG0006448	El005G252920	As011G248340
OG0006449	El005G253970	As011G249260
OG0006450	El001G019060	As011G249430, As012G276940
OG0006451	El005G254350	As011G249520
OG0006452	El005G254400	As011G249570
OG0006454	El005G254530	As011G249680
OG0006455	El005G254670	As011G249820
OG0006456	El005G254760	As011G249900
OG0006457	El005G254780	As011G249930, As012G273690
OG0006458	El005G254840	As011G249960
OG0006459	El005G255050	As011G250050
OG0006460	El003G173890	As011G250220
OG0006461	El005G255380	As011G250300
OG0006462	El005G255730	As011G250490
OG0006463	El005G256120	As011G250920
OG0006464	El005G256150, El005G256160, El005G256170	As011G250950
OG0006465	El005G257060	As011G251630
OG0006466	El005G257660	As011G252140
OG0006467	El005G258080	As011G252600
OG0006468	El005G258710	As011G253000, As011G252990
OG0006469	El005G258790	As011G253080
OG0006470	El005G258910	As011G253170
OG0006471	El005G259830	As011G253390
OG0006472	El005G261090	As011G254260
OG0006473	El005G261180	As011G254330
OG0006474	El005G261840	As011G254730
OG0006476	El005G264390	As011G255180
OG0006477	El005G264420	As011G255220
OG0006478	El005G265030	As011G255430
OG0006479	El005G267210, El005G265980	As011G256270
OG0006480	El005G269550	As011G258950
OG0006481	El005G272880	As011G262730
OG0006482	El005G274560	As011G264260
OG0006483	El005G275050	As011G264540
OG0006484	El005G275390	As011G264810
OG0006485	El005G277070	As011G265110
OG0006486	El005G276740	As011G265320
OG0006487	El005G276610, El005G275880	As011G265450
OG0006488	El005G277900	As011G266100
OG0006489	El005G277950	As011G266150
OG0006490	El005G278930	As011G267150
OG0006491	El005G279110	As011G267230
OG0006492	El002G140840	As012G268100
OG0006493	El006G319760, El002G140800	As012G268150
OG0006494	El002G140350	As012G268640
OG0006495	El002G139890	As012G269050
OG0006496	El002G139780	As012G269140
OG0006497	El002G139760	As012G269160
OG0006498	El002G138170	As012G269760
OG0006499	El002G138300	As012G269810
OG0006500	El002G136740	As012G270930
OG0006501	El002G138670, El002G136580	As012G271050
OG0006503	El002G135740	As012G271890
OG0006504	El002G134630	As012G272200
OG0006505	El002G134040	As012G272590
OG0006506	El002G133860	As012G272720
OG0006507	El002G131400	As012G274130
OG0006508	El003G171550	As012G274360
OG0006509	El007G343240, El006G296640	As012G275160
OG0006510	El006G296660	As012G275210
OG0006511	El006G296730	As012G275270
OG0006512	El006G296740	As012G275290
OG0006513	El001G022460	As012G275660
OG0006514	El001G022500	As012G275700
OG0006515	El001G025630	As012G280650
OG0006517	El001G026450	As012G281920, As012G281910, As012G281900
OG0006518	El001G027130, El007G355670	As012G282380
OG0006519	El001G027690	As012G282850
OG0006520	El001G027910	As012G283040
OG0006521	El001G028730	As012G283810
OG0006522	El001G030380	As012G285020
OG0006523	El006G312010, El006G311900, El001G031700	As012G286080
OG0006524	El001G032430	As012G286790
OG0006526	El001G033900	As012G287740
OG0006528	El001G035290	As012G288830, As012G288820
OG0006529	El001G035560	As012G289090
OG0006530	El001G035590	As012G289100
OG0006531	El001G035850	As012G289390
OG0006570	El003G155360	As001G000410
OG0006571	El003G155250	As001G000540
OG0006572	El003G155170	As001G000600
OG0006573	El003G155110	As001G000660
OG0006574	El003G154470	As001G001050
OG0006575	El003G154440	As001G001070
OG0006576	El003G153650	As001G001440
OG0006577	El003G153230	As001G001830
OG0006578	El007G349650	As001G002150
OG0006579	El003G152600	As001G002480
OG0006580	El003G151780	As001G003400
OG0006581	El003G151640	As001G003550
OG0006582	El003G151510	As001G003720
OG0006583	El003G150880	As001G004460
OG0006584	El003G150630	As001G004680
OG0006585	El003G150180	As001G005280
OG0006586	El002G102940	As001G006560, As007G155190
OG0006587	El003G150070	As001G006590
OG0006589	El003G148890	As001G012220
OG0006590	El003G148710	As001G012600
OG0006592	El003G147750	As001G014380
OG0006594	El005G273890, El003G147470	As001G014780
OG0006595	El003G147450	As001G014790
OG0006596	El003G147300	As001G014890
OG0006597	El003G147150	As001G015510
OG0006598	El002G118040	As001G015690
OG0006599	El002G119860	As001G016970
OG0006600	El003G169990	As001G017270
OG0006601	El003G170410	As001G017490
OG0006602	El003G170420	As001G017500
OG0006603	El003G170720	As001G017750
OG0006604	El006G295240	As001G018080
OG0006605	El007G350630, El007G352410	As001G018550
OG0006606	El002G092470	As008G188090, As001G019370
OG0006607	El004G202690	As001G020130
OG0006608	El002G093480	As001G020480
OG0006609	El004G200040	As001G021440
OG0006610	El002G094660	As008G186060
OG0006611	El002G094710	As008G186020, As001G021810
OG0006612	El002G095110	As008G185620, As001G022110
OG0006613	El002G099160	As001G022290
OG0006615	El001G036280	As001G022520
OG0006616	El001G036660	As001G022850
OG0006617	El001G038050	As001G023830
OG0006618	El002G097510	As001G024100, As008G183520
OG0006619	El002G097410	As001G024260
OG0006620	El001G039120	As001G024470
OG0006621	El001G039550	As001G024660
OG0006622	El001G039960	As001G024870
OG0006623	El001G040730	As001G025300
OG0006624	El001G040800	As001G025340
OG0006625	El001G041170	As001G025580
OG0006626	El001G041210	As001G025610
OG0006628	El001G041680	As001G025920
OG0006629	El001G042490	As001G026460
OG0006630	El001G042510	As001G026510
OG0006631	El001G043040	As001G026870
OG0006632	El001G043870	As001G027140
OG0006633	El001G044070	As001G027240
OG0006634	El001G044940	As001G027600
OG0006635	El007G337820	As002G046370, As001G028960
OG0006636	El004G211660	As001G029710
OG0006637	El004G211640	As001G029720
OG0006638	El003G190890	As001G029760
OG0006639	El004G210960, El005G277880	As001G029950
OG0006640	El007G329860	As001G029990
OG0006641	El004G203690, El004G205040	As001G030110
OG0006642	El003G193640	As001G030210
OG0006643	El003G193440	As001G030270
OG0006644	El004G195120	As001G030990
OG0006645	El004G196360	As001G031490
OG0006646	El004G196950	As001G031640
OG0006647	El006G288860	As002G033810
OG0006648	El005G244250	As002G033930
OG0006649	El005G244300, El005G247220	As002G033980
OG0006650	El003G146800	As003G071750, As003G071770, As002G034130
OG0006651	El005G244460	As002G034160
OG0006652	El005G244950	As002G034710
OG0006652	El001G079790	As005G108050
OG0006653	El005G245320	As002G035210
OG0006654	El005G245970	As002G036010
OG0006655	El005G246160	As009G214000, As002G036340
OG0006656	El005G246330	As002G036500
OG0006657	El005G246470	As002G036660
OG0006658	El005G246450	As002G036670
OG0006659	El005G246980	As002G037230
OG0006660	El005G247330	As002G037480
OG0006661	El005G247410	As002G037560
OG0006662	El005G247570	As002G037690, As002G037660
OG0006663	El005G247870	As002G038360, As002G038470
OG0006664	El005G247960	As002G038680
OG0006665	El005G248250	As002G039060
OG0006666	El007G344740	As002G040680
OG0006667	El001G060120	As002G041760
OG0006668	El003G159700	As002G042490, As007G164030
OG0006669	El007G343020	As002G042890
OG0006670	El007G342720	As002G043320
OG0006671	El007G341160	As002G044250
OG0006672	El007G341010	As002G044320, As007G164900
OG0006673	El007G340050	As002G044890
OG0006674	El007G340060	As002G044900
OG0006675	El007G339730	As002G045140
OG0006676	El007G338440	As002G045430
OG0006677	El007G338880	As002G045750
OG0006678	El007G337980	As002G046180
OG0006679	El001G004330, El007G337940, El007G338280	As002G046240
OG0006680	El007G337840	As002G046340
OG0006681	El007G337720	As002G046420
OG0006682	El007G337280	As002G046760
OG0006684	El004G208230, El007G336380	As002G047510
OG0006685	El007G335870	As002G048030
OG0006686	El007G335410	As002G048230
OG0006687	El007G334640	As002G048860
OG0006688	El007G334440	As002G048980
OG0006689	El007G334180	As002G049180
OG0006691	El007G351570	As002G050140
OG0006693	El001G068820	As002G050730
OG0006694	El001G068940	As002G050820
OG0006695	El001G069090	As002G050860
OG0006696	El001G071340	As002G052620
OG0006697	El001G071460	As005G118560, As002G052780
OG0006698	El001G071860	As002G053150
OG0006699	El001G071930	As002G053210
OG0006700	El001G072210	As002G053480
OG0006701	El007G326360	As002G053890
OG0006703	El001G073180	As002G054280
OG0006704	El001G073400	As002G054510
OG0006705	El001G073510	As002G054610
OG0006706	El001G073740	As002G054800
OG0006707	El001G074120	As002G055120
OG0006708	El003G169870	As003G055630
OG0006709	El003G169800	As003G055670
OG0006710	El003G169280	As004G079890, As003G055990
OG0006711	El003G169240	As003G056030
OG0006712	El003G168720	As003G056400
OG0006713	El003G168680	As003G056430
OG0006714	El003G168480	As003G056600
OG0006716	El003G167280	As003G057430
OG0006717	El003G166890	As003G057670
OG0006718	El003G166290	As003G057930
OG0006719	El003G166230	As003G057980
OG0006720	El007G361670	As004G087180, As003G058180
OG0006721	El003G165580	As003G058470, As004G087010
OG0006722	El003G165500	As003G058530
OG0006723	El003G169830	As003G058790
OG0006724	El003G164610	As003G059470
OG0006725	El003G164170	As003G059760
OG0006726	El003G163960	As003G059940
OG0006727	El003G162850	As003G060610
OG0006728	El003G161720	As003G061480
OG0006729	El003G161620	As003G061520
OG0006731	El003G161200	As003G061870
OG0006732	El003G161140	As003G061910
OG0006733	El003G160930	As004G084060, As003G062050
OG0006734	El003G160860	As003G062070
OG0006735	El003G160820	As003G062100
OG0006736	El003G160690	As003G062230
OG0006737	El003G160650	As003G062270
OG0006738	El002G121710	As003G062960
OG0006739	El002G124790	As003G063990
OG0006740	El002G102480	As003G064520
OG0006741	El002G127700	As003G064610
OG0006742	El007G354930, El002G127350	As003G064760
OG0006743	El002G099290	As003G065070
OG0006744	El002G130290	As003G065480
OG0006745	El002G129410	As003G065830
OG0006746	El002G113540	As003G066870
OG0006747	El002G090220	As003G067040, As008G191580
OG0006748	El003G160590	As003G067370
OG0006749	El002G113340	As004G082010, As003G067930
OG0006750	El002G129060	As003G068020, As004G082250
OG0006751	El002G113410	As003G068280
OG0006752	El005G278500	As003G068710, As011G266700
OG0006753	El002G114320	As003G069180
OG0006754	El002G114970	As003G069720
OG0006755	El002G114990	As003G069780
OG0006756	El002G115050	As003G069810
OG0006757	El002G115240	As003G069950
OG0006758	El002G115790	As003G070240
OG0006759	El002G116190	As003G070660
OG0006760	El002G116580	As003G070850
OG0006761	El002G116770	As012G275100, As003G071050
OG0006762	El002G117370	As003G071270
OG0006763	El002G117640	As003G071560
OG0006764	El003G146530	As003G072010
OG0006765	El003G145950	As003G072480
OG0006766	El003G145600	As003G072800
OG0006767	El003G145460	As003G072930
OG0006768	El003G145040	As003G073330
OG0006769	El003G144960	As003G073410
OG0006770	El003G144580	As003G073900
OG0006771	El003G144630	As003G073960
OG0006772	El003G144220	As003G074150, As003G074170, As003G074160
OG0006773	El001G048120	As003G074380, As007G180110
OG0006774	El006G320220	As007G180490
OG0006775	El006G321390	As007G181790, As003G075940
OG0006776	El003G142350	As003G075980, As007G181820, As007G181830
OG0006777	El003G142080	As003G076210
OG0006778	El003G141910	As003G076560
OG0006779	El002G133210	As004G076800
OG0006780	El003G187460	As004G077780
OG0006781	El006G295630	As004G079510
OG0006782	El001G010560	As004G080490
OG0006783	El002G127490	As004G080960, As004G080980
OG0006784	El006G297140	As004G081170
OG0006785	El006G298030	As004G081470
OG0006786	El007G357990	As004G082220
OG0006787	El007G357770, El007G357900, El007G357860, El007G357890	As004G082270
OG0006788	El007G356960	As004G082580
OG0006789	El005G237130	As004G083030
OG0006790	El001G009560	As004G083220, As004G083210, As004G083200
OG0006791	El001G007710	As004G084410
OG0006792	El001G007390	As004G084610
OG0006793	El001G007290	As004G084680
OG0006794	El001G007230	As004G084690
OG0006795	El001G007090	As004G084750
OG0006796	El001G006750	As004G084970
OG0006797	El001G005560, El001G006150	As004G085670
OG0006798	El001G005200	As004G085800, As004G085830
OG0006799	El001G004360	As004G086480
OG0006800	El007G360750	As004G086550
OG0006801	El007G361070	As004G086740
OG0006802	El003G156550	As004G087410
OG0006803	El007G364090	As004G088300
OG0006804	El007G364660	As004G088620
OG0006805	El007G365470, El007G365510, El007G365490	As004G089090
OG0006806	El007G365640	As004G089140
OG0006807	El007G365680	As004G089200
OG0006808	El007G365750	As004G089260
OG0006809	El007G365850	As004G089480
OG0006810	El007G366170	As004G089660
OG0006811	El006G292280	As006G147080, As004G089740
OG0006812	El007G366780	As004G090250
OG0006813	El007G366930	As004G090510
OG0006815	El005G269340	As011G258230
OG0006816	El005G268620	As011G257610, As004G093430
OG0006817	El005G268130	As004G093730
OG0006818	El003G178110	As004G093800
OG0006819	El003G175890	As004G095140
OG0006820	El005G262650	As011G254890
OG0006821	El003G174340	As004G095880
OG0006822	El003G174220, El003G173430	As004G095960
OG0006823	El003G172970	As004G096490
OG0006824	El003G172860	As004G096570
OG0006825	El003G172610	As004G096660
OG0006826	El003G191780	As004G097580
OG0006827	El003G191890	As004G097700
OG0006828	El003G193610	As004G098440
OG0006829	El003G193630	As004G098480
OG0006830	El006G279710	As005G098620
OG0006831	El006G279750	As012G288890, As005G098650
OG0006832	El002G121140	As005G099380
OG0006833	El006G280410	As005G099490
OG0006834	El006G296770	As005G100190
OG0006835	El006G281090	As005G100210
OG0006836	El006G281230	As005G100340
OG0006837	El006G281670	As005G100720
OG0006838	El006G281770	As005G100810
OG0006839	El006G282080	As005G101060
OG0006840	El006G282130	As005G101110
OG0006841	El006G282460, El008G369370	As005G101240
OG0006842	El006G282660	As005G101380
OG0006843	El006G282710	As005G101400
OG0006844	El006G282990	As005G101700
OG0006845	El006G283820	As005G102320, As012G286240
OG0006846	El006G285520	As005G104040
OG0006847	El006G285740	As005G104180
OG0006848	El006G286140	As005G104510
OG0006849	El006G286190	As005G104560
OG0006850	El006G286700, El006G316130	As005G104900
OG0006851	El006G286870	As005G105250
OG0006852	El006G287480	As005G105510
OG0006853	El006G287940	As005G106170
OG0006854	El001G081000	As005G107190
OG0006855	El001G080820	As005G107380
OG0006856	El001G080670	As005G107520
OG0006857	El001G080660	As005G107530
OG0006858	El001G079900	As005G107980
OG0006859	El001G079800	As005G108040
OG0006860	El001G079660	As005G108130
OG0006861	El001G079550	As005G108230
OG0006862	El001G078770	As005G108860
OG0006863	El001G078730	As005G108890
OG0006864	El002G114580	As005G109710
OG0006865	El001G060490	As007G179320, As005G110070
OG0006866	El001G060270	As005G110630
OG0006867	El001G060180	As005G110650
OG0006868	El001G059950	As005G111390
OG0006869	El001G059830	As005G111480
OG0006870	El001G059210	As005G112320, As005G112310
OG0006871	El001G059150	As010G226880, As005G112370
OG0006872	El001G059060	As005G112470, As005G112460
OG0006873	El001G058690	As005G112970
OG0006874	El001G058490	As005G113160
OG0006875	El001G057270	As005G113830, As010G225760
OG0006876	El007G330280	As005G114080, As006G129840
OG0006877	El007G330600	As005G114340
OG0006878	El007G330980	As006G145260, As005G114640
OG0006879	El007G331160	As005G114810
OG0006880	El007G327420	As005G116100
OG0006881	El007G326770	As005G116730
OG0006882	El007G326760	As005G116740
OG0006883	El007G326540	As005G116950
OG0006884	El007G326410	As005G117040
OG0006885	El007G326240	As005G117230
OG0006886	El007G326160	As005G117300
OG0006887	El007G325970	As005G117450
OG0006888	El007G325960	As005G117460
OG0006889	El007G325590	As005G117810
OG0006890	El004G212220, El007G325380	As005G117940
OG0006891	El007G325280	As005G118110
OG0006892	El007G325190	As005G118180
OG0006893	El007G324800	As005G118440
OG0006894	El007G324610	As005G118600
OG0006895	El007G323830, El008G369050	As005G119140
OG0006896	El007G323800, El002G126070	As005G119180
OG0006897	El007G323680	As005G119280
OG0006898	El004G218680, El007G324710	As010G229390, As005G120090
OG0006899	El007G322440	As005G120400
OG0006900	El001G063690	As005G120470
OG0006901	El002G129380, El007G322370	As005G120500
OG0006902	El001G000060	As006G121020
OG0006903	El001G000320	As006G121180, As009G214500
OG0006904	El001G000790	As006G121280
OG0006905	El001G000560	As008G199070, As006G121520
OG0006906	El001G001150	As006G121980
OG0006907	El001G001480	As006G122240
OG0006908	El002G083760	As008G198460
OG0006909	El001G002540, El001G002590, El001G002410, El001G002470	As006G122930
OG0006910	El001G003550	As006G123720
OG0006911	El001G003660	As006G123770
OG0006912	El001G003780	As006G123870
OG0006913	El001G003980	As006G124040
OG0006914	El002G085540	As008G196910, As006G124250
OG0006915	El007G359920	As006G124580
OG0006916	El007G359860	As006G124640
OG0006917	El007G359750	As006G124750
OG0006918	El006G298590	As006G125360
OG0006919	El006G298950	As008G195830
OG0006920	El006G300030	As006G125740
OG0006921	El006G299410	As006G125780, As008G195760
OG0006922	El006G299350	As006G125820
OG0006923	El006G299340	As006G125830
OG0006924	El006G299190	As008G195570, As006G125950
OG0006925	El006G299610	As006G126260
OG0006926	El006G299750	As006G126300
OG0006927	El006G300070	As006G126360
OG0006928	El006G300230	As006G126460
OG0006929	El006G300530	As006G126940
OG0006930	El006G300550	As006G126960
OG0006931	El006G300790	As006G127100
OG0006932	El006G301530	As006G127640
OG0006933	El006G301920	As006G127900
OG0006934	El006G302150	As006G128040
OG0006935	El006G302340	As006G128160
OG0006936	El002G089350	As006G128190
OG0006937	El006G302670	As006G128370
OG0006938	El006G302790	As006G128420
OG0006939	El006G303200	As006G128720
OG0006940	El006G304200	As006G129170, As006G129150
OG0006941	El006G304420	As006G129350
OG0006942	El006G304730	As006G129530
OG0006943	El006G305010	As006G129700
OG0006944	El006G305290	As006G129870
OG0006945	El006G308370	As006G130520
OG0006946	El006G308190	As006G130590
OG0006947	El006G308050	As006G130660
OG0006948	El006G307270	As006G130830
OG0006949	El006G306720	As006G130910
OG0006950	El006G312830	As006G131860
OG0006951	El006G313390	As006G131980
OG0006952	El006G313650	As006G132060
OG0006953	El005G235710	As006G132730
OG0006954	El003G158070	As006G134110
OG0006955	El003G157410	As006G134400
OG0006956	El005G235840	As006G134760
OG0006957	El005G236070	As006G134930
OG0006958	El005G236100	As006G134980
OG0006959	El005G236300	As006G135150
OG0006960	El005G236750	As006G135590
OG0006961	El005G236900	As006G135660
OG0006962	El005G237110	As006G135850
OG0006963	El005G237260	As006G135990
OG0006964	El005G237340	As006G136070
OG0006965	El005G237990	As006G136660
OG0006966	El005G238140	As006G136820
OG0006967	El005G238290	As006G136960
OG0006968	El005G238600, El003G179570	As006G137300
OG0006969	El005G238880	As006G137460
OG0006970	El005G238990	As006G137560
OG0006971	El005G239160	As006G137740, As009G207040
OG0006972	El005G239560	As006G138010
OG0006973	El005G239720	As006G138160
OG0006974	El005G240220	As006G138620
OG0006975	El005G240410	As006G138800
OG0006976	El005G241080	As006G139480
OG0006977	El005G241090	As006G139490
OG0006978	El005G241210	As006G139580
OG0006979	El005G241410	As006G139790
OG0006980	El005G241450	As006G139840
OG0006981	El001G062150	As009G204370, As006G140050
OG0006982	El005G242080	As006G140420
OG0006983	El005G242100	As006G140440
OG0006984	El005G242290	As006G140680
OG0006985	El005G242430	As006G140850
OG0006986	El005G242700	As006G141150
OG0006987	El005G243250	As006G141530
OG0006988	El005G244120	As006G142260
OG0006989	El006G289400	As006G142740
OG0006990	El006G289550	As006G142830
OG0006991	El006G289690	As006G142920
OG0006992	El006G289990	As006G143200
OG0006993	El006G290060	As006G143280
OG0006994	El006G290240	As006G143430
OG0006995	El006G290700	As006G143770
OG0006996	El006G290590	As006G143830
OG0006997	El006G291280	As006G144250
OG0006998	El006G291340	As006G144300
OG0006999	El006G291380	As006G144340
OG0007000	El008G368950, El006G291390	As006G144350
OG0007001	El006G295080	As006G144420
OG0007002	El005G243050, El006G295050	As006G144450
OG0007003	El006G294830	As006G144600
OG0007004	El006G294780	As006G144630
OG0007005	El006G294660	As012G276150, As006G144710
OG0007007	El006G294300	As006G145050
OG0007008	El006G293420	As006G145730
OG0007009	El006G293220	As006G145910
OG0007010	El006G293140	As006G146000, As006G145980, As006G146010
OG0007011	El006G293090	As006G146070
OG0007012	El006G292990	As006G146180
OG0007013	El006G292390	As006G146970
OG0007014	El006G291950	As006G147100
OG0007015	El006G291690	As006G148290
OG0007016	El002G099900, El006G290980, El002G099910	As007G152300
OG0007017	El004G233700	As007G152320
OG0007018	El008G369740, El002G100320	As007G152820
OG0007019	El005G248540	As007G152840
OG0007020	El002G100840	As007G153260
OG0007021	El002G100890	As007G153310
OG0007022	El002G101190	As007G153530
OG0007023	El004G224350	As010G241460, As007G153710
OG0007024	El002G101760	As007G154030
OG0007025	El001G023230, El003G181780, El002G101820	As007G154110, As007G154050
OG0007026	El002G101980	As007G154310
OG0007027	El002G102080	As007G154400
OG0007028	El002G102790	As007G155040
OG0007029	El002G103220	As007G155400
OG0007030	El002G103230	As007G155410
OG0007031	El002G103490	As007G155580
OG0007032	El002G103500	As007G155590
OG0007033	El002G103850, El002G103840	As007G155860
OG0007034	El002G103990, El037G374520	As007G155960
OG0007035	El002G105020	As007G156760
OG0007036	El003G192280, El002G105250	As007G156930, As010G231390
OG0007037	El002G105850	As007G157330
OG0007038	El002G106350	As007G157890
OG0007039	El002G106400, El004G203550	As007G157990
OG0007040	El002G106540	As007G158110
OG0007041	El002G106600	As007G158120
OG0007042	El004G223650	As010G234650, As007G158750
OG0007043	El002G108760	As007G159580
OG0007044	El002G109180, El002G109190	As007G159730
OG0007045	El002G109320	As007G159830, As010G233240
OG0007046	El002G109470, El002G109680	As007G160090
OG0007047	El002G111910	As007G161190
OG0007048	El002G112520	As007G161740
OG0007049	El002G112680	As007G161880
OG0007050	El003G160460	As007G162770
OG0007051	El003G160160	As007G163030
OG0007052	El003G160040	As007G163140
OG0007053	El007G342250	As007G164680
OG0007054	El003G156490, El001G029990	As007G177630, As007G177120
OG0007055	El006G316930	As007G178080
OG0007056	El006G318380	As007G179390
OG0007057	El006G292260	As007G179500
OG0007058	El006G319380	As007G179940
OG0007059	El006G320150	As007G180460
OG0007060	El006G321650	As007G182010
OG0007061	El007G349880	As007G182190
OG0007062	El002G098560	As008G182850
OG0007063	El002G098120	As008G183210, As008G183220
OG0007064	El002G097540	As008G183500
OG0007065	El002G096810	As008G184150
OG0007066	El002G096590	As008G184310
OG0007067	El002G096530	As008G184370
OG0007068	El002G095920	As008G184760
OG0007069	El002G095880	As008G184820
OG0007070	El002G095250	As008G185510
OG0007071	El007G344460	As008G185780
OG0007072	El002G094350	As008G186290
OG0007073	El002G094240	As008G186320
OG0007074	El007G365600, El002G094130	As008G186540
OG0007075	El002G094080	As008G186560
OG0007076	El002G093290	As008G187300
OG0007077	El002G093000	As008G187760
OG0007078	El002G092540	As008G188030
OG0007079	El002G092530	As008G188040
OG0007080	El002G092050	As008G188520
OG0007081	El002G091750, El002G124750	As008G189030
OG0007082	El002G091550	As008G189480
OG0007083	El002G091010	As008G191030
OG0007084	El006G281470	As008G192230
OG0007085	El002G090030, El002G090040	As008G192660
OG0007086	El002G089810	As008G192910
OG0007087	El002G089780	As008G192930
OG0007088	El002G089270	As008G193230
OG0007089	El007G343290	As008G193280
OG0007090	El004G211730	As008G193810
OG0007091	El002G088610	As008G193950
OG0007092	El002G088460	As008G194130, As008G194120
OG0007093	El002G087990	As008G194500
OG0007094	El002G087040	As008G195580
OG0007095	El002G086820	As008G195810
OG0007096	El002G086710	As008G195920
OG0007097	El002G086620	As008G195990
OG0007098	El002G086570	As008G196030
OG0007099	El002G086210	As008G196320
OG0007100	El002G085330	As008G196750
OG0007101	El002G085660	As008G197010
OG0007102	El002G084780	As008G197520
OG0007103	El002G084760	As008G197540
OG0007104	El002G084660	As008G197590
OG0007105	El002G084640	As008G197600
OG0007106	El002G083330	As008G198770
OG0007107	El001G021780	As008G199340
OG0007108	El002G082550	As008G199480
OG0007109	El001G067150	As009G200050
OG0007111	El001G067190	As009G200090
OG0007112	El001G067330	As009G200190
OG0007113	El003G179700, El001G066670	As009G200580
OG0007114	El001G066070	As009G201200
OG0007115	El001G066300	As009G201420
OG0007116	El001G065710	As009G201470
OG0007117	El001G064630	As009G202360
OG0007118	El001G064380	As009G202540
OG0007119	El001G064370	As009G202550
OG0007120	El001G064000	As009G202930
OG0007121	El001G063710	As009G203160
OG0007122	El001G063530	As009G203260
OG0007123	El001G061970	As009G204540
OG0007124	El001G061200	As009G205050
OG0007125	El001G051430	As009G205370
OG0007126	El001G051300	As009G205450
OG0007127	El001G050400	As009G205890
OG0007128	El001G049440	As009G206330
OG0007129	El001G047450	As009G207190
OG0007130	El007G345430	As009G207530
OG0007131	El007G346810	As009G208100
OG0007132	El007G346970	As009G208300
OG0007133	El007G349070	As009G209190
OG0007134	El007G347680	As009G209550
OG0007135	El001G068160	As009G210540
OG0007136	El001G074840	As009G211320
OG0007137	El001G075130	As009G211560
OG0007138	El001G075340	As009G211900
OG0007139	El001G068230	As009G212000
OG0007140	El001G068240	As009G212180
OG0007141	El001G075610	As009G212340
OG0007142	El001G076740	As009G213140
OG0007143	El001G077270	As009G214010
OG0007144	El001G077620	As009G214070
OG0007145	El001G077450	As009G214130
OG0007146	El001G078030	As009G214570
OG0007147	El007G328930, El001G060860	As009G214770
OG0007148	El001G052320	As009G214980
OG0007149	El001G052370	As009G215010
OG0007150	El001G052400	As009G215080
OG0007151	El001G054050	As009G215570
OG0007152	El001G054100	As009G215590
OG0007153	El001G054530	As009G215790
OG0007154	El001G054560	As009G215800
OG0007155	El001G055670	As009G216380
OG0007156	El001G055820	As009G216500
OG0007157	El001G055830	As009G216510
OG0007158	El001G018550	As010G222330, As009G216880
OG0007159	El001G056420	As009G216960
OG0007160	El001G056510	As009G217050
OG0007161	El001G056760	As009G217200
OG0007162	El001G056770	As009G217210
OG0007163	El007G330050	As009G217590
OG0007164	El007G329980	As009G217610
OG0007165	El007G329930	As009G217670
OG0007166	El007G329630	As009G217870
OG0007167	El007G329270	As009G218150
OG0007168	El007G328250	As009G218880
OG0007169	El007G328160	As009G218970
OG0007170	El007G328070	As009G219040
OG0007171	El007G327840	As009G219190
OG0007172	El001G017540	As009G219270
OG0007172	El001G017550	As010G223100
OG0007173	El007G327660	As009G219390
OG0007174	El007G332720	As009G219640
OG0007175	El001G021090	As010G220670
OG0007176	El001G019710	As010G221470
OG0007178	El001G017690	As010G223040
OG0007180	El004G203090	As010G223490
OG0007181	El001G016280	As010G224110
OG0007182	El001G015120	As010G224850
OG0007183	El006G306600	As010G225630
OG0007184	El001G013880	As010G225690
OG0007185	El001G012640	As010G226260
OG0007186	El001G012150	As010G226490
OG0007187	El004G217720	As010G228540, As010G229140
OG0007188	El004G217570	As010G228820
OG0007189	El001G033480	As010G230110
OG0007190	El005G244000	As010G232180
OG0007191	El004G220480	As010G232470
OG0007192	El004G220750	As010G232670
OG0007193	El004G218810	As010G232810
OG0007194	El004G221210	As010G232960
OG0007195	El004G221220	As010G232970
OG0007196	El004G221350	As010G233010
OG0007198	El004G222690	As010G233840
OG0007199	El004G222840	As010G233930
OG0007200	El004G223090	As010G234090
OG0007201	El004G223570	As010G234560
OG0007202	El004G223780	As010G234780
OG0007203	El001G060310	As010G234820
OG0007204	El004G231660	As010G235140
OG0007205	El004G230790	As010G235730
OG0007207	El004G230390	As010G236130
OG0007208	El004G230310	As010G236220
OG0007209	El004G229730	As010G236700
OG0007210	El004G229320	As010G237060
OG0007211	El004G229070	As010G237260
OG0007212	El004G228860	As010G237440
OG0007213	El004G228370	As010G237760
OG0007214	El004G228340	As010G237790
OG0007215	El004G227510	As010G238570
OG0007216	El004G227450	As010G238650
OG0007217	El004G227370	As010G238710
OG0007218	El004G227340	As010G238730
OG0007219	El004G227030	As010G239040
OG0007220	El004G226140	As010G239790
OG0007221	El004G225340	As010G240490
OG0007222	El006G279680	As010G240770
OG0007223	El004G224890	As010G240990
OG0007224	El004G224430	As010G241380
OG0007225	El004G231720	As010G241640
OG0007226	El004G232070	As010G242070
OG0007227	El003G150760, El005G245920	As010G242180
OG0007228	El004G232780	As010G242660
