Orthogroup	Erysimum_linariifolium	Odontarrhena_muralis
OG0000290	El005G255960	Om002G065710
OG0000290	El007G324830	Om005G197460, Om006G231890, Om006G251270, Om006G250320
OG0000294	El005G254320	Om002G064000
OG0000294	El006G293670	Om008G336510
OG0000294	El006G280820	Om008G319990
OG0000294	El001G002070	Om004G159000
OG0000294	El002G084190	Om005G179320
OG0000297	El003G145640	Om005G212040, Om001G036360, Om001G036390
OG0000297	El007G330520	Om006G242900, Om006G244950
OG0000297	El005G257220	Om002G067110
OG0000298	El005G279100, El005G276710	Om007G317110
OG0000299	El004G215990	Om001G011700
OG0000300	El005G270370, El005G270380	Om001G025290
OG0000300	El005G270340, El005G270320, El006G312490	Om008G353600
OG0000301	El004G204460	Om006G257000, Om018G373790, Om003G123180, Om008G342680, Om001G016630, Om008G353760, Om001G019630, Om003G108890
OG0000303	El002G128090	Om007G284150
OG0000304	El001G037860, El002G117260	Om008G357260
OG0000308	El002G101740	Om007G306690, Om008G350290
OG0000308	El002G101720	Om005G198900
OG0000310	El007G331450	Om006G246480, Om006G245880
OG0000310	El005G269120, El005G267120	Om006G245320, Om003G096540
OG0000311	El001G064420	Om007G298120
OG0000311	El002G132070	Om003G099520
OG0000311	El005G254740	Om002G064550
OG0000311	El004G215340	Om005G213850
OG0000313	El003G165610	Om001G005460
OG0000313	El003G165600	Om001G005740
OG0000313	El002G132590	Om003G099080
OG0000314	El002G086800	Om005G181880
OG0000314	El002G086810	Om005G181890
OG0000316	El006G288750	Om008G329500
OG0000316	El006G289040, El006G288950	Om008G335620
OG0000319	El002G090600, El002G090610, El007G330560	Om005G185820, Om006G245010
OG0000320	El007G351450	Om007G304720, Om007G305380
OG0000320	El001G046980	Om001G017140, Om003G107640, Om003G102020, Om003G105390
OG0000321	El003G185760, El003G185810	Om003G119980
OG0000321	El003G185430, El003G181320	Om008G337250, Om004G152510, Om004G166140, Om008G337290, Om008G337300, Om008G337280, Om008G337270
OG0000322	El004G231760	Om004G133260
OG0000322	El002G101250	Om005G198270
OG0000322	El006G289270, El006G309790, El006G309860, El002G125390	Om008G333060, Om008G330110, Om008G330430
OG0000323	El003G156470, El003G156460	Om001G021170
OG0000324	El007G351620, El007G350030, El007G350080, El001G052560, El007G351640, El003G180670, El007G350040, El007G350060, El003G180650, El003G180660, El007G350050, El007G351610, El007G349580, El007G349590, El007G350070, El003G180640, El007G349560	Om007G305950, Om006G251240, Om008G362470, Om008G360900, Om007G309040, Om002G085120, Om004G135510, Om004G156750, Om004G138360, Om005G207620, Om005G223670, Om006G262380, Om002G083090, Om008G349590, Om003G111220
OG0000324	El007G355120	Om004G152350, Om004G152340
OG0000327	El001G043800, El001G043810, El001G039020, El001G025360, El001G025350, El001G025370	Om006G253100, Om006G251140, Om006G251150, Om006G253090
OG0000328	El003G174750	Om003G102580
OG0000328	El003G188550	Om001G030480, Om005G213750, Om001G030460, Om001G030490
OG0000330	El001G031460	Om003G124190
OG0000330	El001G031830, El001G031690, El001G031810, El001G031820, El006G283270	Om003G124480, Om003G124500
OG0000330	El001G031680	Om003G124470, Om003G125640
OG0000332	El001G060380	Om006G241400
OG0000332	El002G134240	Om003G097540
OG0000334	El001G024470	Om006G254200
OG0000334	El006G292570	Om008G335090
OG0000335	El005G246880	Om002G054740
OG0000336	El002G101750	Om005G198950
OG0000336	El004G225030	Om004G142080, Om004G142060
OG0000337	El008G368180	Om012G366630, Om036G375940, Om015G371880, Om012G366360, Om012G366430, Om012G366590, Om012G366220, Om012G366990, Om012G366510, Om012G366330, Om012G366790, Om012G366890, Om012G366710, Om012G366290, Om012G367050, Om012G366920, Om012G366460, Om012G366480, Om012G366390, Om012G366250, Om012G366570, Om012G366160, Om012G366530, Om012G366680, Om012G366550, Om012G366190, Om012G366950, Om012G367500, Om015G372920, Om015G372030, Om012G367220, Om012G368320, Om015G373020, Om015G372220, Om012G367540, Om012G367970, Om012G368280, Om012G368000, Om012G367190, Om012G368340, Om012G367310, Om012G367920, Om015G372480, Om015G372160, Om012G367270, Om015G371840, Om012G368190, Om012G367670, Om012G367080, Om015G371980, Om012G367710, Om036G375900, Om015G372950, Om012G367400, Om012G368420, Om012G368440, Om015G372390, Om015G372130, Om015G372810, Om015G371770, Om015G372330, Om015G372790, Om012G367470, Om015G372360, Om015G372080, Om015G372570, Om012G367560, Om015G373080, Om055G376990, Om015G372300, Om013G368630, Om051G376670, Om015G372540, Om012G367430, Om015G372110, Om015G373060, Om015G372900, Om012G368110, Om012G367760, Om012G368360, Om015G372610, Om012G368380, Om012G368260, Om015G372640, Om015G372510, Om051G376690, Om012G367360, Om012G368060, Om015G371810, Om015G372430, Om015G372460, Om012G368160, Om012G367630, Om051G376770, Om012G367830, Om012G368240, Om015G372180, Om015G371900, Om036G375990, Om015G373040, Om045G376430, Om015G372970, Om012G367610, Om012G367580, Om036G376030, Om015G372840, Om012G367160, Om012G367330, Om055G376900, Om012G367880, Om012G367790, Om051G376800, Om012G368300, Om051G376740, Om012G367130, Om015G372740, Om055G377010, Om055G376970, Om015G372760, Om015G372990, Om015G372280, Om015G372670, Om015G371940, Om012G368030, Om012G368220, Om036G375920, Om055G376930, Om036G376050, Om013G368780, Om015G372200, Om015G373110, Om013G369390
OG0000338	El004G205930, El004G205250	Om011G365530, Om005G217920
OG0000338	El002G092400, El002G092490	Om005G187760, Om005G187950
OG0000339	El002G083160, El003G161790	Om001G010480
OG0000339	El006G282150	Om008G321390
OG0000340	El006G285360	Om008G325090
OG0000341	El002G125580, El002G106720	Om003G123430
OG0000344	El001G051870, El007G357010, El001G051950, El001G051990, El001G044330, El001G051920, El001G051930, El007G349080	Om006G240680
OG0000345	El002G096210	Om005G196900
OG0000347	El005G267560, El005G247550	Om006G248330, Om006G248350, Om002G055420
OG0000348	El004G225860, El007G346220, El004G225870, El006G318050, El007G363860, El003G159600, El003G182960	Om007G315920, Om004G149150
OG0000349	El003G146500	Om001G035120
OG0000349	El004G214430, El004G214420, El004G214440	Om008G361710
OG0000349	El002G127670, El002G127640	Om001G035100
OG0000350	El002G115770	Om007G290180
OG0000350	El002G115760	Om007G290160
OG0000351	El002G121580	Om002G059530
OG0000351	El002G121570	Om002G059520
OG0000352	El006G309450	Om005G197930, Om008G334130
OG0000353	El006G315280, El002G120920, El006G285880, El006G321000, El004G194250, El002G123910	Om003G121920, Om006G268180, Om005G212790
OG0000355	El004G217540, El004G217530	Om004G138140, Om005G184710
OG0000356	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640	Om008G361350, Om008G361230, Om007G313440, Om008G361260, Om008G351920, Om008G351970, Om008G354030
OG0000358	El001G072550	Om007G277850
OG0000359	El002G115950, El002G115980, El006G296870, El006G296860	Om007G290360, Om007G290370
OG0000360	El007G323130	Om006G230130
OG0000360	El007G323140	Om006G230170
OG0000361	El005G247030, El005G247020	Om002G054940
OG0000361	El001G078160	Om004G172990
OG0000362	El004G212950	Om004G145620, Om004G145610
OG0000362	El005G273570	Om004G136190, Om004G136200, Om004G136230
OG0000362	El004G212880	Om004G136210
OG0000362	El002G100150	Om005G197010
OG0000363	El002G126200, El002G126220, El007G351340	Om002G082440
OG0000368	El003G144810	Om001G038000
OG0000368	El004G215830	Om001G038090
OG0000368	El003G144750	Om001G038110
OG0000369	El002G090430	Om005G185620, Om006G245630
OG0000370	El003G185270, El002G101090, El002G101100	Om005G198190
OG0000370	El002G101070	Om005G198070
OG0000371	El002G111190, El006G280660	Om008G319770
OG0000371	El006G280650	Om008G319760
OG0000372	El003G157140, El003G173700, El003G157160, El003G157170, El003G173780	Om004G135750
OG0000373	El007G354680, El042G374880, El011G372030, El008G370960, El008G371140, El008G368190, El008G367050, El008G367680, El030G373760	Om012G366320, Om012G366380, Om012G366350, Om013G368470
OG0000376	El008G368480	Om002G076420, Om001G027340, Om003G105630
OG0000376	El005G270260, El006G311110, El008G368490	Om007G305060
OG0000376	El001G032490	Om004G155060, Om003G111070, Om009G364280, Om008G341300, Om003G107670
OG0000376	El001G032480	Om007G299930, Om005G219550, Om007G299480, Om006G268980, Om006G266380, Om005G219950, Om008G346660, Om001G015380, Om008G346810, Om003G111330, Om003G105890, Om009G363340, Om005G219560, Om002G077960, Om004G150680, Om001G020540, Om007G306030, Om008G349680, Om004G148540, Om010G364440, Om010G364420, Om008G345350, Om003G107630, Om004G155070, Om002G076430, Om003G109030, Om007G299470, Om003G113430, Om008G341290
OG0000376	El001G045790	Om008G343640, Om006G264520, Om002G081610, Om004G150450, Om001G018400, Om007G299620, Om013G369720, Om002G081410, Om013G369380, Om006G263130, Om007G312980, Om008G344570, Om004G155090, Om004G146120, Om001G013010, Om005G222820, Om003G110140, Om001G018450, Om002G084580, Om011G365250, Om006G264870, Om003G095860, Om007G309180, Om002G077550, Om002G076520, Om004G150120, Om007G312970, Om001G013000, Om004G155050, Om007G308010, Om005G218460, Om022G375030, Om002G062810, Om002G080270, Om002G081600, Om008G344580, Om003G109020, Om006G267490, Om006G264860, Om008G343400, Om002G079120, Om007G306800, Om006G264390, Om001G018950, Om007G306110, Om001G018110
OG0000377	El004G200550	Om005G221490, Om005G221480, Om005G221450, Om005G221440
OG0000377	El004G200530	Om005G221520
OG0000382	El001G002380	Om005G179390
OG0000382	El002G091920	Om005G187240
OG0000383	El002G114440, El002G119180	Om007G289040, Om007G289010
OG0000384	El002G137740	Om003G093990
OG0000384	El002G137760	Om003G093980, Om003G093940, Om003G093930
OG0000386	El001G023900	Om006G254890, Om006G254870, Om006G254900
OG0000386	El001G023910	Om006G254880
OG0000389	El004G206640, El004G206700, El004G206670, El004G206820, El004G206780, El004G206750, El004G206650, El001G029870	Om003G121980
OG0000390	El001G056560	Om006G238000, Om001G007860
OG0000390	El005G257120	Om002G066980
OG0000391	El002G107470, El005G271110	Om005G204840
OG0000391	El002G107410, El002G107390	Om005G199920
OG0000391	El002G107420	Om005G204810, Om005G204820
OG0000392	El003G176130	Om006G258990
OG0000396	El001G046620	Om007G306340, Om009G363510
OG0000396	El001G043390	Om006G270400
OG0000396	El001G043470, El001G043530	Om002G084480
OG0000398	El005G249610	Om002G057980
OG0000398	El005G249600	Om002G057970
OG0000398	El002G140190	Om003G090820, Om003G090840
OG0000402	El006G281800	Om007G317090, Om006G237690, Om005G212470, Om002G081210, Om008G352430, Om008G344500, Om005G206050
OG0000403	El004G201190, El004G201260, El004G200670	Om005G220580
OG0000404	El001G023000, El006G294700, El005G247060	Om006G255780, Om008G337600, Om004G170670, Om002G054990
OG0000406	El001G063970	Om007G297520
OG0000406	El005G237360	Om002G044530
OG0000409	El003G189770, El007G337460, El002G084720	Om003G110350
OG0000411	El004G198670	Om005G224040
OG0000411	El001G005390	Om008G354000
OG0000411	El003G163700	Om001G008360
OG0000412	El007G337740	Om003G116310
OG0000413	El005G249460	Om002G057770
OG0000413	El007G335400	Om003G119170
OG0000415	El001G069430	Om004G162740
OG0000415	El006G286470	Om008G326430
OG0000416	El006G300650, El006G300480	Om005G227300, Om004G176330, Om007G280020, Om007G280180
OG0000416	El006G316630	Om005G182990
OG0000417	El005G267220, El005G267230, El007G344240, El005G267240	Om002G073380
OG0000420	El006G289320	Om003G125710
OG0000420	El003G153940, El003G153780	Om001G024590
OG0000421	El003G188860, El003G188830, El003G188770, El003G188820, El003G188810, El003G185740, El003G185800, El003G178490, El003G188880, El003G188870	Om001G026550, Om001G026540, Om007G294470, Om001G013810
OG0000422	El002G092300	Om005G187620, Om005G187610
OG0000422	El002G092310	Om005G187660
OG0000422	El002G092290, El002G127460	Om005G187600, Om005G187590
OG0000423	El004G224830	Om004G142290
OG0000423	El005G250010	Om002G058490
OG0000424	El001G023260	Om002G075860
OG0000424	El001G004250	Om007G293140
OG0000424	El001G004240	Om007G293170, Om006G230630, Om007G292750, Om006G230620
OG0000426	El003G180620	Om004G147980, Om005G215840
OG0000427	El005G240500, El007G341910	Om002G047720
OG0000427	El004G232020	Om001G021740, Om004G132930
OG0000427	El005G275270, El006G298230, El006G298220, El004G232010	Om004G132940
OG0000429	El001G052920	Om006G240130
OG0000429	El001G070450	Om004G164170
OG0000429	El003G150450	Om001G029270
OG0000430	El005G273810	Om002G082610, Om002G066320
OG0000430	El003G147560, El003G142190	Om001G041290
OG0000431	El004G203320	Om005G219170
OG0000431	El002G092990	Om005G188470
OG0000431	El002G092980	Om005G188450
OG0000432	El007G340870	Om003G113900
OG0000432	El007G336140	Om003G118170, Om005G204990
OG0000436	El005G278170	Om002G087440
OG0000437	El002G121440	Om001G012410
OG0000439	El002G088370	Om005G183450
OG0000439	El001G031050	Om003G123740
OG0000439	El006G301030	Om007G280530
OG0000440	El001G063480	Om007G297020
OG0000440	El005G237740, El005G237730	Om006G261750, Om006G261700
OG0000441	El005G253210	Om002G062550
OG0000441	El005G253170	Om002G062430
OG0000441	El005G253180	Om002G062440
OG0000441	El005G253200, El005G253190	Om002G062460
OG0000442	El004G209030, El004G209080	Om001G041180
OG0000442	El006G320400	Om008G323220
OG0000443	El027G373480, El004G212300, El004G224310	Om003G118670, Om004G142810, Om004G142760
OG0000446	El007G328120	Om006G235370
OG0000446	El001G037830	Om006G274450
OG0000446	El002G098330	Om005G194520
OG0000447	El005G251460	Om002G060230
OG0000447	El002G114360	Om007G288920
OG0000448	El007G365940	Om008G361730
OG0000448	El007G365930	Om008G361700
OG0000448	El007G365950	Om008G361720
OG0000449	El001G015080	Om006G267260
OG0000449	El007G331050	Om006G245560
OG0000449	El001G015070	Om006G267270
OG0000449	El007G331060	Om006G245570
OG0000450	El004G210490, El007G349820, El003G188150	Om006G231930
OG0000452	El007G350560	Om001G025830, Om001G025870, Om004G163540, Om001G025930, Om001G025860, Om001G025910
OG0000453	El001G015610	Om003G095410, Om007G317460
OG0000454	El007G340780	Om003G113950, Om003G113940, Om003G113960
OG0000456	El002G128030, El002G128060	Om004G170070, Om003G123150
OG0000456	El003G185830, El003G185750, El003G182930, El001G075280	Om003G123130, Om004G170050, Om008G350270, Om004G170060, Om008G330680
OG0000460	El005G269910	Om005G220920
OG0000461	El002G082410	Om005G177550
OG0000461	El002G082400	Om005G177540
OG0000463	El001G015990, El001G015960	Om001G005850
OG0000465	El004G212890	Om004G158510
OG0000466	El002G133690, El002G133670, El001G079410	Om004G174390
OG0000466	El004G219990	Om005G209820
OG0000468	El001G025490	Om006G252980
OG0000468	El006G299240	Om007G278880
OG0000468	El006G291120	Om008G332830
OG0000471	El002G114900, El002G114910	Om007G289290
OG0000472	El003G190770	Om007G316650, Om007G316670
OG0000472	El003G190760	Om007G316690, Om003G102350, Om007G316680, Om007G316660
OG0000473	El006G280460	Om008G319530
OG0000473	El003G191060	Om007G316920
OG0000474	El001G018580, El001G056310, El006G317600	Om006G261160, Om006G238310
OG0000476	El004G207670, El007G330570	Om004G165260, Om004G165270
OG0000476	El001G052880	Om006G240140
OG0000477	El006G291920, El005G274770, El007G333070, El001G074740	Om004G169410, Om002G083900, Om006G247780, Om008G334030
OG0000478	El002G141170, El002G141110	Om002G080510, Om002G080540, Om002G080550
OG0000478	El005G274060, El005G274050	Om002G083030
OG0000478	El001G003150	Om002G082030, Om002G082020, Om002G083000, Om002G083010
OG0000481	El007G356160	Om007G293590
OG0000482	El003G187400, El004G217160	Om005G212960, Om005G212950
OG0000483	El007G336760	Om003G117450
OG0000486	El001G026670, El001G026730, El001G026640	Om007G315930, Om007G316020, Om002G055740, Om002G055140, Om002G077700
OG0000487	El006G298580	Om002G046190, Om005G181670, Om007G278330
OG0000488	El001G022690, El002G108290	Om006G246280, Om008G324620, Om006G256140, Om004G176270
OG0000488	El001G044090, El001G044130	Om006G256050
OG0000490	El002G083890, El002G083910	Om005G178960
OG0000491	El001G057630, El001G057640, El001G057670	Om003G104850
OG0000493	El006G308100	Om007G304650
OG0000495	El003G181150, El006G311560	Om006G264600
OG0000495	El006G318410, El005G260350, El006G318420	Om006G264590, Om006G264500
OG0000497	El001G051880	Om004G146680
OG0000498	El007G339720	Om003G114860
OG0000498	El003G156150	Om008G361860
OG0000499	El003G168300	Om001G002040, Om002G075590
OG0000499	El004G231730	Om004G133290
OG0000499	El005G250740	Om003G092390
OG0000500	El007G362310	Om008G357480
OG0000500	El007G362390	Om008G357420
OG0000500	El007G362180, El007G362380	Om008G357470
OG0000501	El002G124350	Om007G291470
OG0000504	El005G244670	Om001G012750, Om002G052110, Om008G332030
OG0000505	El001G053560, El001G053720, El001G053900	Om006G239820, Om006G239880
OG0000506	El001G076020, El004G223710	Om005G205820
OG0000507	El001G065870, El001G065880	Om005G228600
OG0000507	El007G332430, El001G036500	Om005G228660
OG0000508	El001G035030, El006G302300	Om008G332530
OG0000509	El003G170990, El007G326260, El003G170860, El003G171000, El003G171030	Om003G103700
OG0000509	El003G171020	Om007G275840
OG0000510	El004G201010	Om005G220900
OG0000511	El003G173660	Om003G101890
