Orthogroup	Erysimum_linariifolium	Odontarrhena_muralis
OG0005886	El001G052350	Om008G352090, Om006G240560
OG0005887	El001G054380	Om006G239540
OG0005888	El008G369170, El008G368420, El008G368410, El001G056120	Om006G238500
OG0005889	El007G329900	Om006G237200
OG0005890	El007G329390	Om006G236680
OG0005891	El007G328500	Om006G258360, Om006G235760
OG0005893	El007G327830	Om006G235010
OG0005894	El007G332730	Om006G247420
OG0005895	El007G332770	Om006G247460
OG0005896	El007G332870	Om006G247570
OG0005897	El007G332950	Om006G247630
OG0005898	El007G333060	Om006G247770
OG0005899	El005G246410	Om002G054280
OG0005900	El007G333310	Om006G247970
OG0005901	El001G021730	Om005G185870, Om004G139890, Om006G257260
OG0005902	El001G020510	Om006G258670
OG0005903	El001G019120	Om006G260600
OG0005904	El001G017680	Om006G263240
OG0005906	El001G012410	Om008G339300
OG0005907	El004G219800	Om005G210050
OG0005909	El004G223410	Om005G206160
OG0005910	El004G223790	Om007G283090, Om004G143280, Om004G143270
OG0005911	El004G231280	Om004G134020
OG0005912	El004G230420	Om004G134890
OG0005913	El004G229300	Om004G136130
OG0005914	El004G229020	Om007G313020, Om004G136640
OG0005915	El004G227780	Om004G137800
OG0005916	El004G227550	Om004G138800
OG0005917	El004G227190	Om004G139130
OG0005918	El002G101300	Om005G198320
OG0005919	El004G232000	Om004G132950
OG0005920	El004G232080	Om004G132830
OG0005921	El004G233600	Om004G130980
OG0005922	El004G234260	Om004G130190
OG0005924	El005G248700	Om002G056750
OG0005925	El005G249130	Om002G057210
OG0005926	El005G249960	Om002G058420
OG0005927	El005G250940	Om002G059630
OG0005928	El005G251120	Om002G059830
OG0005929	El002G138070	Om003G093600
OG0005930	El002G137480	Om003G094270
OG0005931	El005G254520	Om002G064210
OG0005932	El005G255700	Om002G065450
OG0005933	El001G010360, El004G199530, El004G199550	Om007G317760
OG0005934	El005G257170	Om002G067050
OG0005935	El005G257510	Om002G067380
OG0005936	El005G258030	Om002G067990
OG0005937	El005G259100	Om002G069090
OG0005938	El005G261240	Om002G070680
OG0005939	El005G261260	Om002G070690
OG0005940	El005G261530	Om002G070960
OG0005941	El005G265260, El005G265200	Om002G072640
OG0005942	El005G265860	Om002G072880
OG0005943	El005G265900	Om002G072920
OG0005944	El005G268050	Om002G074350
OG0005946	El003G181550	Om003G116590
OG0005947	El005G272480	Om002G080790
OG0005948	El005G273900	Om002G082650
OG0005949	El005G275670	Om002G084940
OG0005950	El005G276640	Om002G085580
OG0005951	El005G277860	Om002G086980
OG0005952	El005G278040	Om002G087240
OG0005953	El005G278480	Om002G087830
OG0005954	El005G278700	Om002G088030
OG0005955	El002G141040	Om003G089790, Om003G090510
OG0005956	El002G140690	Om003G090140
OG0005957	El002G138920	Om003G092770
OG0005958	El002G137920, El002G137950	Om003G093750
OG0005959	El002G137550	Om003G094210
OG0005960	El002G132530	Om003G099130
OG0005961	El002G132620	Om003G099050
OG0005962	El002G131440	Om003G099900
OG0005963	El003G172280	Om003G100920
OG0005964	El001G022750	Om006G256020
OG0005965	El001G022160	Om006G256780
OG0005966	El001G025530	Om006G252920
OG0005967	El001G027290	Om006G251010
OG0005968	El001G027550	Om006G250640
OG0005969	El001G028310	Om003G119920
OG0005970	El001G028430	Om003G120100
OG0005971	El001G028950	Om003G120670
OG0005972	El001G028960	Om003G120680
OG0005973	El001G030700	Om003G123210
OG0005974	El001G033210	Om003G126320
OG0005975	El001G033880, El001G033410	Om003G127030
OG0005976	El001G033630	Om003G126770
OG0005977	El001G035790	Om007G298490, Om003G129240
OG0005978	El001G035920	Om003G129360
OG0005979	El002G135540	Om003G096050
OG0005981	El001G021660	Om006G257330
OG0005982	El001G031760	Om003G124580
OG0005983	El007G364960	Om008G359930
OG0005984	El007G361140	Om008G356310
OG0005985	El007G329590, El007G329180	Om007G291480
OG0005986	El004G226830	Om004G139710
OG0005988	El003G149300	Om001G030750
OG0005989	El002G092910	Om005G188390
OG0005991	El003G162260, El003G162250, El003G179360	Om005G200230, Om005G200170
OG0005992	El004G219070	Om005G211080
OG0005993	El004G226690	Om004G139960
OG0005996	El005G251310	Om002G060110
OG0005997	El005G247270	Om002G055160
OG0005998	El001G074650	Om004G169320
OG0005999	El006G305080	Om007G283570
OG0006000	El007G335110	Om008G326740
OG0006000	El001G066480	Om007G300460
OG0006001	El003G191730	Om007G317380
OG0006002	El007G325360	Om006G232400
OG0006007	El003G170870, El003G171010	Om007G275850
OG0006008	El003G181030, El006G311140, El006G311170, El006G311160, El006G311150, El003G181080	Om007G309710, Om001G017370, Om004G150170, Om007G309650, Om007G309680
OG0006008	El007G350840, El007G350810, El007G350830, El002G125630, El001G047180	Om005G217780
OG0006009	El007G342560	Om003G112580
OG0006016	El003G154920	Om001G023620
OG0006017	El005G277580	Om002G086760
OG0006018	El003G152660	Om001G026110
OG0006019	El006G318040	Om004G155260, Om004G155280, Om004G152320
OG0006020	El003G152270	Om001G026680
OG0006021	El002G090980	Om005G186200
OG0006022	El003G151830	Om001G027420
OG0006023	El003G151740	Om001G027500
OG0006024	El006G316690, El005G263590	Om003G100030
OG0006025	El002G116470	Om007G290780
OG0006026	El003G149120	Om001G031000
OG0006027	El003G149040	Om001G031210
OG0006028	El003G149030, El001G002500	Om001G031240
OG0006029	El005G272540	Om002G080410
OG0006030	El003G147730	Om001G033070
OG0006031	El003G147640	Om001G033330
OG0006032	El003G147590	Om001G033380
OG0006033	El007G330320	Om006G244720
OG0006034	El002G118480	Om007G292100
OG0006035	El002G119630	Om007G277020
OG0006036	El002G119970	Om007G276740
OG0006037	El002G120240	Om007G276520
OG0006038	El003G170090	Om007G276390
OG0006039	El003G171170	Om007G275730
OG0006040	El004G209560, El004G209570	Om006G262900
OG0006041	El004G204730	Om022G375020, Om005G218620
OG0006043	El004G201110	Om005G220690, Om005G220680
OG0006044	El002G093840	Om005G189480
OG0006045	El001G036040	Om001G010800
OG0006046	El005G270810	Om003G116070, Om001G021750
OG0006047	El001G036300	Om006G275380
OG0006048	El003G175610, El003G175490, El003G175410	Om003G103250
OG0006049	El001G037060	Om006G274860
OG0006050	El004G223290	Om005G206340
OG0006051	El001G037800	Om002G067430
OG0006052	El001G038440	Om006G274020, Om002G044200
OG0006053	El001G038960	Om006G273620
OG0006054	El002G096560	Om005G192570
OG0006055	El001G040060	Om006G272840
OG0006056	El001G040970	Om006G272290
OG0006057	El001G041750	Om006G271680
OG0006058	El001G042020	Om006G271440
OG0006059	El001G042260	Om006G271270
OG0006060	El001G042300	Om006G271230
OG0006061	El001G043030	Om006G269810
OG0006063	El001G043430	Om002G084490
OG0006064	El001G043960	Om006G270600
OG0006065	El001G044470	Om005G204020, Om007G299450
OG0006066	El001G044570	Om006G269530
OG0006067	El001G046170	Om006G269220
OG0006068	El004G216240	Om005G213410
OG0006069	El004G214910	Om005G214220
OG0006070	El004G213770	Om005G214870
OG0006071	El004G194070	Om005G228630
OG0006072	El004G194100	Om005G228610
OG0006073	El004G195730	Om005G226740
OG0006074	El004G195990	Om005G226280
OG0006075	El004G197040	Om005G225520
OG0006076	El006G288100	Om008G328340
OG0006077	El006G288300	Om008G328630
OG0006078	El005G244510	Om002G051860
OG0006079	El005G245720	Om002G053220
OG0006080	El005G246340	Om002G054210
OG0006081	El001G075560	Om004G170350
OG0006082	El005G248260	Om007G288010, Om007G300180, Om002G056190
OG0006084	El007G343920	Om004G160300
OG0006085	El007G342940	Om006G243860, Om003G112110
OG0006086	El007G342070	Om003G112900
OG0006087	El003G158900	Om007G286630
OG0006088	El007G340330	Om003G114250
OG0006089	El003G156170	Om001G021640
OG0006090	El007G339480	Om003G115130
OG0006091	El001G036020	Om006G275470
OG0006092	El007G339020, El007G338990	Om003G115330
OG0006093	El007G338310	Om003G115920
OG0006094	El007G337880	Om003G116160
OG0006095	El007G337730	Om003G116320
OG0006096	El007G337680	Om003G116400
OG0006097	El007G337220	Om003G116890
OG0006098	El007G336400	Om003G117730
OG0006099	El007G335150	Om006G250230
OG0006100	El007G334150	Om006G249230
OG0006101	El007G333990	Om006G249060
OG0006102	El002G099510	Om005G196160
OG0006103	El007G333560	Om006G248220, Om006G248730, Om006G248840, Om006G248790
OG0006104	El002G097450	Om005G193800
OG0006106	El001G069040, El001G069020	Om004G162230
OG0006107	El001G069130	Om004G162310
OG0006108	El001G070160	Om004G163690
OG0006109	El001G071670	Om004G165660
OG0006110	El001G071890	Om004G165900
OG0006111	El001G072480	Om004G166690
OG0006112	El001G072990	Om004G167220, Om005G223500
OG0006113	El001G073410	Om004G167650
OG0006114	El001G073680	Om004G167920
OG0006116	El001G074100	Om004G168430
OG0006117	El007G328750	Om006G236060
OG0006118	El003G169780	Om001G000130
OG0006119	El003G169380	Om001G000440
OG0006120	El003G168920	Om001G001030
OG0006121	El003G168860	Om001G001090
OG0006122	El003G168210	Om001G002190
OG0006123	El003G168130	Om001G002300
OG0006124	El003G167950	Om001G002550
OG0006125	El003G166400	Om001G004270
OG0006126	El006G308650	Om007G285230
OG0006127	El003G165510	Om001G005830
OG0006128	El003G164920	Om001G006850
OG0006129	El003G164750	Om003G109080, Om001G007060
OG0006130	El003G164320	Om001G007550
OG0006131	El003G163710	Om001G008350
OG0006133	El003G162640	Om001G009700
OG0006134	El003G161750	Om001G010680
OG0006135	El003G161410	Om001G010850
OG0006136	El003G161160	Om001G011100
OG0006137	El003G160790	Om005G208120, Om001G011460
OG0006138	El001G008220	Om008G350100
OG0006139	El002G122190	Om001G012660
OG0006140	El002G128270	Om007G315140, Om001G014990
OG0006141	El002G127520	Om001G015690
OG0006142	El003G160640	Om007G286850
OG0006143	El006G284850	Om008G324250
OG0006144	El002G113480	Om007G288130
OG0006146	El002G129090	Om007G287770
OG0006147	El002G114150	Om007G288750
OG0006148	El002G114170	Om007G288800
OG0006150	El002G115180	Om007G289580
OG0006151	El002G115230	Om007G289670
OG0006152	El002G115330	Om007G289720
OG0006153	El002G116170	Om007G290530
OG0006154	El002G116410, El002G116390	Om007G290700
OG0006155	El006G296610	Om007G290920
OG0006156	El002G116740	Om007G290990
OG0006157	El003G146470	Om001G035180
OG0006158	El003G145470	Om001G036680
OG0006159	El003G145120	Om001G037290
OG0006160	El003G144710, El001G045610	Om001G038150
OG0006161	El003G143640	Om001G039550
OG0006162	El003G142770	Om001G040530
OG0006163	El003G142090, El007G339920	Om001G041430
OG0006164	El003G185580, El003G180900	Om007G314010
OG0006165	El003G187520	Om007G314860
OG0006166	El003G188070	Om002G046730
OG0006167	El005G240200	Om002G047390, Om002G067700
OG0006168	El002G118450	Om007G292070
OG0006169	El002G118900	Om007G292360
OG0006170	El006G294730	Om008G337650
OG0006171	El001G009850, El001G009860	Om008G345770
OG0006172	El001G011110	Om005G181830
OG0006173	El006G297800	Om008G340570
OG0006174	El006G297990	Om008G340740
OG0006175	El007G356550, El007G356540	Om002G063100
OG0006176	El001G009550	Om008G346390, Om008G346560
OG0006178	El001G008270	Om008G349930
OG0006178	El001G006650, El001G006480	Om008G352010
OG0006179	El001G007460	Om008G351660
OG0006180	El001G007130	Om008G351880
OG0006181	El006G313080, El006G313120, El001G007080	Om008G352790
OG0006182	El001G006490, El001G006660	Om008G352020
OG0006183	El001G005830	Om008G353590
OG0006184	El001G005580	Om008G353910
OG0006185	El001G005370	Om008G354040
OG0006186	El007G364400, El001G004880	Om008G354960
OG0006187	El005G261910, El007G362560	Om008G357590, Om007G314150
OG0006188	El007G363280	Om008G358090
OG0006189	El007G364500	Om008G359790
OG0006190	El007G364490	Om008G359800
OG0006191	El050G375490, El007G365150, El007G365060	Om008G360200
OG0006192	El007G366990	Om008G362890
OG0006193	El003G182700	Om002G078040
OG0006194	El001G005440, El004G201730	Om005G183670, Om005G214760
OG0006195	El001G046010, El003G179180	Om004G171620
OG0006196	El003G177760	Om003G104140
OG0006197	El003G176710	Om003G103750
OG0006198	El003G175130	Om003G102780
OG0006199	El003G175090	Om003G102730
OG0006200	El003G173810	Om003G101910
OG0006201	El003G172560	Om003G101310
OG0006202	El003G192440	Om008G328300, Om008G328240, Om005G227590
OG0006203	El005G270740, El003G192750	Om002G050570
OG0006204	El006G280960	Om008G320170
OG0006205	El006G281100	Om008G320290
OG0006206	El006G281130	Om008G320320
OG0006207	El006G281290	Om008G320600
OG0006208	El006G281380	Om008G320690
OG0006209	El001G033860	Om003G127020
OG0006210	El006G316140, El006G281920	Om003G096120, Om008G321150
OG0006211	El006G283010	Om008G322190
OG0006212	El006G283080	Om008G322270
OG0006213	El006G283410	Om008G322660
OG0006214	El006G283510	Om008G322760
OG0006215	El006G283900	Om008G323010
OG0006216	El001G031350	Om003G124070
OG0006217	El006G285100	Om008G324670
OG0006218	El006G285530	Om008G325340
OG0006219	El006G286430	Om008G326390
OG0006220	El001G029030	Om003G120750
OG0006221	El001G028740	Om003G120400
OG0006222	El006G287840	Om008G327890
OG0006223	El001G081570	Om004G176690
OG0006224	El001G080780	Om004G175760
OG0006225	El001G080090	Om004G175200
OG0006226	El001G067880	Om004G160920
OG0006227	El001G079160	Om004G174140
OG0006227	El001G079170	Om004G174150
OG0006228	El001G078590	Om004G173450
OG0006229	El001G060370	Om006G241410
OG0006230	El001G059520	Om006G242240
OG0006231	El001G059390	Om006G242390
OG0006232	El001G058630	Om006G243260
OG0006233	El001G058500	Om006G243380
OG0006234	El001G058420, El006G305730	Om006G243430
OG0006235	El007G330380	Om006G244790
OG0006236	El007G330750	Om006G245260
OG0006237	El001G015790	Om004G170650
OG0006238	El007G332090	Om006G246700
OG0006239	El007G332470	Om006G247150
OG0006240	El007G327460	Om003G112670, Om003G112680, Om006G234570
OG0006241	El007G327030	Om006G234130
OG0006242	El007G327000	Om006G234100
OG0006243	El007G326570	Om006G233580
OG0006244	El005G273430, El004G232810	Om005G200610, Om002G082170
OG0006245	El007G325730	Om006G232710
OG0006246	El007G325700	Om006G232680
OG0006247	El007G324850	Om006G231910
OG0006248	El007G324650	Om006G231720
OG0006249	El007G324580	Om006G231630
OG0006250	El007G324470	Om006G231540
OG0006251	El007G322670	Om006G229740, Om001G019870
OG0006252	El001G040300	Om006G229370
OG0006253	El001G000280	Om004G157280
OG0006254	El001G000970	Om004G158040
OG0006255	El001G001690	Om004G158730, Om004G158720
OG0006256	El001G002190	Om004G159140
OG0006257	El001G002880	Om004G159760
OG0006258	El001G003130	Om004G160060
OG0006260	El001G003190	Om004G160100
OG0006261	El007G359890	Om007G277510
OG0006263	El006G298900	Om007G278610
OG0006264	El006G299080	Om007G278740
OG0006265	El006G299820	Om007G279360
OG0006266	El006G300470	Om007G280010
OG0006267	El006G300600	Om007G280120
OG0006268	El006G301320	Om007G280810
OG0006269	El006G301500	Om007G280980
OG0006270	El006G302280	Om007G281640
OG0006271	El006G303160	Om007G307640, Om007G282280
OG0006272	El006G303170	Om007G282290
OG0006274	El006G303350	Om007G282410
OG0006275	El006G305110	Om007G283610
OG0006276	El006G306240	Om007G284340
OG0006277	El003G156840	Om005G188310, Om001G020280
OG0006278	El005G235620	Om002G042740
OG0006279	El001G082300	Om004G177470
OG0006280	El005G243660	Om002G051000
OG0006281	El001G082160	Om004G177270
OG0006282	El003G157910, El003G157900	Om007G289890
OG0006283	El005G235960	Om002G043030
OG0006284	El005G236120	Om002G043230
OG0006285	El001G065610	Om007G299340
OG0006286	El005G237690	Om004G156840, Om002G044850
OG0006287	El005G237870, El005G237860	Om002G045060
OG0006288	El005G238150	Om002G045280
OG0006289	El005G238420	Om002G045480
OG0006290	El005G238910	Om002G045980
OG0006291	El005G240270	Om002G047480
OG0006293	El005G242330	Om002G049780
OG0006294	El005G242530	Om002G049980
OG0006295	El006G289080	Om008G329640
OG0006296	El006G289090	Om008G329650
OG0006297	El006G290070, El006G306370	Om008G331410
OG0006298	El006G290300, El006G290280	Om008G331750
OG0006299	El006G290920	Om008G332500
OG0006300	El006G291370	Om008G333180
OG0006301	El006G295030	Om008G337980
OG0006302	El006G294510	Om008G337350
OG0006303	El006G294230, El006G294220	Om008G337030
OG0006304	El001G024270	Om006G254390
OG0006305	El006G292820	Om008G335420
OG0006306	El006G292520	Om008G335060
OG0006307	El006G291810	Om008G333880
OG0006308	El002G099890	Om005G196600
OG0006309	El002G100190	Om005G197070
OG0006310	El002G100550	Om005G197520
OG0006311	El002G100560	Om005G197530
OG0006312	El002G100790	Om005G197760
OG0006314	El002G101180	Om005G198200
OG0006315	El002G101850	Om005G199130
OG0006316	El002G102420	Om005G199850
OG0006317	El002G102290	Om005G199650
OG0006318	El002G103390	Om005G200990
OG0006319	El002G104590	Om005G202390
OG0006320	El002G104710, El003G177420	Om005G202500
OG0006321	El004G229150	Om004G136330
OG0006322	El002G105100	Om005G202840
OG0006323	El002G105180	Om005G202950
OG0006324	El002G106030, El004G220020	Om005G203900
OG0006325	El002G107980	Om005G205340
OG0006327	El002G111210	Om004G146160
OG0006328	El004G217940	Om005G212240
OG0006330	El002G113200	Om004G148510
OG0006331	El002G113170	Om004G151790
OG0006332	El002G113110	Om004G149180, Om007G289130
OG0006333	El003G160560	Om004G168500, Om008G325360
OG0006334	El003G160550	Om004G163790
OG0006335	El003G160100	Om004G151240
OG0006336	El005G276130, El005G275810, El005G275850, El005G276000, El003G159830	Om007G285770
OG0006337	El003G159340	Om007G286210
OG0006339	El006G319870	Om004G153770
OG0006340	El006G321270	Om004G156170
OG0006342	El002G098880	Om005G195370
OG0006343	El002G098860	Om005G195300
OG0006344	El002G098350	Om005G194580
OG0006346	El002G096070	Om005G192050
OG0006347	El002G095950	Om005G191940
OG0006348	El007G349620	Om004G174620
OG0006349	El002G094490, El003G178530	Om005G190130
OG0006350	El002G090780	Om005G185990
OG0006351	El002G092830	Om005G188230
OG0006352	El002G093110	Om005G188620
OG0006354	El002G091100	Om005G186350
OG0006355	El003G181880, El002G090500	Om005G185690
OG0006356	El002G089680	Om005G184790
OG0006357	El002G089410	Om005G184450
OG0006358	El002G089240	Om005G184340
OG0006359	El001G021510	Om006G257490
OG0006360	El002G088650	Om005G183720
OG0006361	El002G088560	Om005G183610
OG0006362	El002G087230	Om005G182310
OG0006363	El002G085910	Om005G181090
OG0006364	El002G085160	Om005G180240
OG0006365	El002G085190, El004G202030	Om005G180260
OG0006367	El002G083960	Om006G273270, Om005G179050
OG0006368	El001G067360	Om007G301660
OG0006369	El001G066390	Om007G300370
OG0006370	El001G066130	Om007G300030
OG0006371	El001G066290	Om007G300210
OG0006372	El001G064980	Om007G298550
OG0006373	El001G064130	Om007G297720
OG0006374	El001G063310	Om007G296850
OG0006375	El004G218100	Om005G212120
OG0006376	El001G063170	Om007G296670
OG0006377	El001G062980	Om007G296490
OG0006378	El001G062060	Om007G295610, Om007G295650
OG0006379	El007G348990	Om007G308230
OG0006380	El001G022550	Om006G256330
OG0006381	El001G075220	Om004G169990
OG0006383	El001G076100	Om004G170690
OG0006384	El001G076230	Om004G170900
OG0006385	El001G000330	Om004G157310
OG0006386	El001G052650	Om006G240300
OG0006387	El001G052980	Om006G240080
OG0006388	El001G025540	Om006G252910
OG0006389	El001G055300	Om006G239140
OG0006391	El001G056080	Om006G238550
OG0006391	El003G175460, El003G175510	Om003G096500
OG0006392	El001G056170	Om006G238400
OG0006393	El001G056200, El005G262400	Om006G238340, Om006G238350
OG0006394	El007G329850	Om006G237160
OG0006395	El007G329160	Om006G236460
OG0006396	El007G328790	Om006G236090
OG0006397	El007G328580	Om006G235820, Om006G235830
OG0006398	El007G328450	Om006G235710
OG0006399	El007G328350	Om006G235630
OG0006401	El007G327810	Om006G235000
OG0006402	El007G327800	Om007G293970, Om006G234990
OG0006403	El007G332710	Om006G247390
OG0006404	El007G333090	Om006G247800
OG0006405	El001G021390	Om006G257620
OG0006406	El001G021330	Om006G257710
OG0006407	El001G021270	Om006G257760
OG0006408	El001G019720	Om006G259730
OG0006409	El001G018430	Om006G261570
OG0006410	El001G017470	Om006G263700
OG0006411	El001G014380	Om006G267860
OG0006412	El004G219170	Om005G210960
OG0006413	El001G013850	Om001G031790, Om005G182060
OG0006414	El004G218220	Om005G211950
OG0006415	El002G112650	Om004G148080
OG0006416	El004G218270	Om005G211890
OG0006417	El004G219770	Om005G210130
OG0006418	El004G220190	Om005G209760
OG0006419	El004G220780	Om005G209190
OG0006420	El004G221050	Om005G208840
OG0006421	El004G221300	Om005G208440
OG0006422	El002G098850	Om005G195290
OG0006423	El004G223340, El004G223330	Om005G206240
OG0006424	El004G223740	Om008G333200, Om005G205780
OG0006425	El004G223880	Om004G143210
OG0006426	El001G071300	Om004G165120
OG0006427	El004G224140	Om004G142910
OG0006428	El004G231490	Om004G133730
OG0006429	El004G230870	Om004G134280
OG0006430	El004G230810	Om005G204360
OG0006431	El004G230200, El002G102570	Om005G200040
OG0006432	El004G228180	Om004G138380
OG0006433	El004G227900	Om004G137940, Om008G351040
OG0006434	El004G227360	Om004G138530
OG0006435	El004G226110	Om004G140690
OG0006436	El004G225330	Om004G141750
OG0006437	El004G224620	Om004G142450
OG0006438	El004G232470	Om004G132240
OG0006439	El004G232640	Om004G132080
OG0006440	El004G232890, El008G369670	Om004G131820
OG0006441	El004G233800	Om004G130770
OG0006442	El005G248660	Om002G056690
OG0006443	El005G250280, El005G250170	Om002G058820
OG0006444	El002G138340	Om003G093160
OG0006445	El005G252000	Om002G060800
OG0006446	El005G252200	Om002G061140
OG0006447	El005G252520	Om002G061500
OG0006448	El005G252920	Om002G062010
OG0006449	El005G253970	Om002G063610
OG0006450	El001G019060	Om006G260740
OG0006451	El005G254350	Om002G064020
OG0006452	El005G254400	Om002G064070, Om003G112080
OG0006453	El005G254440	Om002G064110
OG0006454	El005G254530	Om002G064220
OG0006455	El005G254670	Om002G064490
OG0006456	El005G254760	Om002G064580
OG0006457	El005G254780	Om002G064600
OG0006458	El005G254840	Om002G064630
OG0006459	El005G255050	Om002G064760
OG0006460	El003G173890	Om003G101970
OG0006461	El005G255380	Om002G065120
OG0006462	El005G255730	Om002G065480
OG0006463	El005G256120	Om002G065950
OG0006464	El005G256150, El005G256160, El005G256170	Om002G065990
OG0006465	El005G257060	Om002G066930
OG0006466	El005G257660	Om002G067610
OG0006467	El005G258080	Om002G068040
OG0006469	El005G258790	Om002G068710
OG0006470	El005G258910	Om002G068900
OG0006471	El005G259830	Om002G069640
OG0006472	El005G261090	Om002G070540
OG0006473	El005G261180	Om002G070630
OG0006474	El005G261840	Om002G071140
OG0006475	El005G263800	Om002G071260
OG0006476	El005G264390	Om002G071820
OG0006477	El005G264420	Om002G071870
OG0006478	El005G265030	Om002G072460
OG0006479	El005G267210, El005G265980	Om002G073360
OG0006480	El005G269550	Om002G076130
OG0006481	El005G272880	Om002G081660
OG0006482	El005G274560	Om002G042140, Om003G099620, Om002G083790
OG0006483	El005G275050	Om002G084250
OG0006484	El005G275390	Om002G084560
OG0006485	El005G277070	Om002G086040
OG0006486	El005G276740	Om002G085690, Om006G261250
OG0006487	El005G276610, El005G275880	Om002G085550
OG0006488	El005G277900	Om002G087020
OG0006490	El005G278930	Om002G088240
OG0006491	El005G279110	Om002G088400
OG0006493	El006G319760, El002G140800	Om005G209640
OG0006494	El002G140350	Om003G090570
OG0006495	El002G139890	Om003G091240
OG0006496	El002G139780	Om003G091380
OG0006497	El002G139760	Om003G091470
OG0006498	El002G138170	Om003G092870
OG0006499	El002G138300	Om003G093120
OG0006500	El002G136740	Om003G094890
OG0006501	El002G138670, El002G136580	Om003G095240
OG0006502	El002G135630	Om003G096030
OG0006503	El002G135740	Om003G095920
OG0006504	El002G134630	Om003G097110
OG0006505	El002G134040	Om003G097750
OG0006506	El002G133860	Om003G097930, Om003G097920
OG0006507	El002G131400	Om003G099950
OG0006508	El003G171550	Om003G100340
OG0006509	El007G343240, El006G296640	Om008G339850
OG0006510	El006G296660	Om008G339870
OG0006511	El006G296730	Om008G339940
OG0006512	El006G296740	Om008G339960
OG0006513	El001G022460	Om006G256470
OG0006514	El001G022500	Om006G256430
OG0006515	El001G025630	Om006G252780, Om005G213580
OG0006516	El001G026440	Om006G251930
OG0006517	El001G026450	Om006G251920
OG0006518	El001G027130, El007G355670	Om006G251200
OG0006519	El001G027690	Om006G250480
OG0006520	El001G027910	Om003G119500
OG0006521	El001G028730	Om003G120390
OG0006522	El001G030380	Om003G122520
OG0006523	El006G312010, El006G311900, El001G031700	Om003G124680
OG0006526	El001G033900	Om003G127090
OG0006527	El001G034240	Om003G127500
OG0006528	El001G035290	Om003G128740
OG0006529	El001G035560	Om003G129060
OG0006530	El001G035590	Om002G066600
OG0006531	El001G035850	Om003G129300
OG0006532	El001G022450	Om006G256480
OG0006533	El003G166470	Om001G016280
OG0006535	El001G012560, El001G012550	Om008G347130, Om008G347280
OG0006536	El003G179170, El005G253370	Om002G062860
OG0006537	El006G285080	Om008G324630
OG0006538	El004G230900	Om004G134260
OG0006539	El003G154780	Om001G023730
OG0006540	El002G090260	Om005G185430
OG0006541	El002G105410	Om005G203250
OG0006542	El004G218970	Om005G211090
OG0006543	El001G002320	Om004G159260
OG0006544	El005G261800	Om002G071100
OG0006549	El003G162840	Om001G009360
OG0006555	El005G261850, El003G157970	Om002G071150
OG0006556	El003G168020	Om001G002450
OG0006570	El003G155360	Om001G022810
OG0006571	El003G155250	Om001G023050
OG0006572	El003G155170	Om001G023250
OG0006573	El003G155110	Om001G023350
OG0006574	El003G154470	Om001G024010, Om001G024000
OG0006575	El003G154440	Om001G024070
OG0006576	El003G153650	Om001G024720
OG0006577	El003G153230	Om001G025200
OG0006578	El007G349650	Om004G176550
OG0006579	El003G152600	Om001G026240
OG0006580	El003G151780	Om001G027460
OG0006581	El003G151640	Om001G027670
OG0006582	El003G151510	Om001G027830
OG0006583	El003G150880	Om001G028730
OG0006584	El003G150630	Om001G029020
OG0006585	El003G150180	Om001G029520
OG0006586	El002G102940	Om005G200570
OG0006587	El003G150070	Om001G029700
OG0006589	El003G148890	Om001G031480
OG0006590	El003G148710	Om001G031740
OG0006592	El003G147750	Om001G033050
OG0006593	El003G147580	Om001G033390
OG0006594	El005G273890, El003G147470	Om001G033590
OG0006595	El003G147450	Om001G033600
OG0006596	El003G147300	Om001G033740
OG0006597	El003G147150	Om001G034250
OG0006598	El002G118040	Om007G291740
OG0006599	El002G119860	Om007G276820
OG0006600	El003G169990	Om007G276490
OG0006601	El003G170410	Om007G276260
OG0006602	El003G170420	Om007G276250
OG0006603	El003G170720	Om007G276020
OG0006604	El006G295240	Om008G338150
OG0006605	El007G350630, El007G352410	Om003G098950
OG0006606	El002G092470	Om005G187910
OG0006607	El004G202690	Om005G219630
OG0006608	El002G093480	Om005G189090
OG0006609	El004G200040	Om005G222120
OG0006610	El002G094660	Om005G190310
OG0006611	El002G094710	Om005G190410
OG0006612	El002G095110	Om005G190930
OG0006613	El002G099160	Om005G195750
OG0006615	El001G036280	Om003G096600
OG0006616	El001G036660	Om006G275090, Om008G351110
OG0006617	El001G038050	Om006G274260
OG0006618	El002G097510	Om005G193840
OG0006619	El002G097410	Om005G193710
OG0006620	El001G039120	Om006G273510
OG0006621	El001G039550	Om006G273310
OG0006622	El001G039960	Om006G272900
OG0006623	El001G040730	Om006G272530
OG0006624	El001G040800	Om006G272490
OG0006625	El001G041170	Om006G272140
OG0006626	El001G041210	Om006G272100
OG0006629	El001G042490	Om006G271140
OG0006630	El001G042510	Om006G271120
OG0006631	El001G043040	Om006G269840
OG0006632	El001G043870	Om008G334190
OG0006633	El001G044070	Om004G167380
OG0006634	El001G044940	Om006G269520
OG0006635	El007G337820	Om003G116210
OG0006636	El004G211660	Om005G215510
OG0006637	El004G211640	Om005G215570
OG0006638	El003G190890	Om005G215600
OG0006639	El005G277880	Om002G087180
OG0006640	El007G329860	Om003G106420
OG0006641	El004G203690, El004G205040	Om005G215810
