Orthogroup	Erysimum_linariifolium	Cardamine_amara
OG0000271	El001G004610, El001G004620, El001G079640	evm.model.RL_4.3212
OG0000273	El001G049110, El003G184360, El002G105290, El003G181450, El002G132430	evm.model.RL_5.2635
OG0000274	El007G331270	evm.model.RL_8.2049
OG0000274	El001G015380	evm.model.RL_7.1747, evm.model.RL_7.1745
OG0000274	El004G201760	evm.model.RL_3.504
OG0000274	El002G089940, El002G089910	evm.model.RL_5.592, evm.model.RL_5.591
OG0000274	El006G303380, El006G303400	evm.model.RL_6.1051
OG0000278	El004G194450, El004G194550, El004G194420	evm.model.RL_8.184, evm.model.RL_8.181
OG0000278	El007G332310, El007G332260	evm.model.RL_8.1959
OG0000278	El006G297740	evm.model.RL_3.1756
OG0000279	El006G309180	evm.model.RL_6.568
OG0000280	El003G177910	evm.model.RL_1.3093
OG0000280	El006G320040	evm.model.RL_2.600, evm.model.RL_3.729, evm.model.RL_2.3128
OG0000281	El004G205670, El004G205700	evm.model.RL_2.1747
OG0000282	El001G074250	evm.model.RL_4.2795
OG0000282	El001G074240	evm.model.RL_4.226, evm.model.RL_4.2794
OG0000282	El001G074200, El001G074190	evm.model.RL_4.2792
OG0000284	El001G051110	evm.model.RL_4.1106, evm.model.RL_4.1105
OG0000284	El001G010020, El005G240890, El007G347650	evm.model.RL_4.572
OG0000287	El005G258960	evm.model.RL_1.2024
OG0000287	El005G259020	evm.model.RL_1.2025, evm.model.RL_4.2391
OG0000287	El005G259030	evm.model.RL_1.2027
OG0000287	El005G259040	evm.model.RL_1.2026
OG0000288	El005G236820, El005G237970, El002G127980	evm.model.RL_1.2504
OG0000290	El005G255960	evm.model.RL_1.1777
OG0000290	El007G324830	evm.model.RL_2.319, evm.model.RL_2.317, evm.model.RL_2.323, evm.model.RL_2.321, evm.model.RL_2.862
OG0000290	El003G191140, El003G191110	evm.model.RL_2.214
OG0000293	El001G045760	evm.model.RL_3.1488, evm.model.RL_6.4, evm.model.RL_4.950
OG0000294	El005G254320	evm.model.RL_1.1662
OG0000294	El006G293670	evm.model.RL_6.1779
OG0000294	El001G002070	evm.model.RL_8.188
OG0000294	El002G084190	evm.model.RL_5.103
OG0000295	El004G213700, El004G213760	evm.model.RL_3.944
OG0000296	El004G224600, El004G224660, El006G317420, El006G317640, El006G317430	evm.model.RL_3.2430, evm.model.RL_3.2412, evm.model.RL_3.2476
OG0000296	El006G291480	evm.model.RL_6.1978
OG0000297	El003G145640	evm.model.RL_4.356
OG0000297	El007G330520	evm.model.RL_8.2112
OG0000297	El005G257220	evm.model.RL_1.1874
OG0000298	El006G320790	evm.model.RL_2.1523
OG0000299	El002G141100	evm.model.RL_5.3976
OG0000300	El005G270380	evm.model.RL_1.2518
OG0000300	El005G270340	evm.model.RL_1.2516, evm.model.RL_1.2511
OG0000301	El004G204460	evm.model.RL_2.117, evm.model.RL_2.122, evm.model.RL_5.985
OG0000303	El004G204690, El001G012020	evm.model.RL_5.1701
OG0000304	El006G306670, El002G124540, El007G361960	evm.model.RL_6.1687
OG0000308	El004G224970	evm.model.RL_3.1685, evm.model.RL_3.1683
OG0000308	El006G308510, El006G308560	evm.model.RL_3.1679
OG0000308	El003G190640	evm.model.RL_2.215
OG0000310	El005G269120, El005G267120	evm.model.RL_4.895, evm.model.RL_5.2036, evm.model.RL_8.2096
OG0000311	El001G064420	evm.model.RL_4.1982
OG0000311	El002G132070	evm.model.RL_5.2161
OG0000311	El004G215340	evm.model.RL_3.998
OG0000313	El003G165610	evm.model.RL_2.1568
OG0000314	El002G086800	evm.model.RL_5.327
OG0000314	El002G086810	evm.model.RL_5.328
OG0000314	El006G298930	evm.model.RL_6.1397
OG0000316	El006G288750	evm.model.RL_6.434
OG0000316	El006G289040, El006G288950	evm.model.RL_6.2182, evm.model.RL_6.2173
OG0000319	El002G090600, El002G090610, El007G330560	evm.model.RL_8.2110
OG0000320	El007G351450	evm.model.RL_3.706, evm.model.RL_3.707, evm.model.RL_3.708
OG0000322	El004G231760	evm.model.RL_3.2239, evm.model.RL_3.2238
OG0000323	El003G156470	evm.model.RL_2.2281
OG0000323	El003G156480	evm.model.RL_2.2280
OG0000324	El007G351620, El007G350030, El007G350080	evm.model.RL_5.115, evm.model.RL_7.1914, evm.model.RL_8.923
OG0000324	El001G052560, El007G351640	evm.model.RL_5.476, evm.model.RL_4.668
OG0000325	El004G205680, El005G236050	evm.model.RL_1.2773
OG0000325	El005G268690	evm.model.RL_1.2774
OG0000328	El003G188540	evm.model.RL_2.327, evm.model.RL_2.314
OG0000328	El003G188510, El003G188530, El003G188520	evm.model.RL_2.313, evm.model.RL_2.322, evm.model.RL_2.316, evm.model.RL_2.318, evm.model.RL_2.320
OG0000328	El003G188550	evm.model.RL_2.315
OG0000329	El006G284470, El003G174280	evm.model.RL_2.90
OG0000330	El001G031460	evm.model.RL_7.370, evm.model.RL_7.371
OG0000330	El001G031500	evm.model.RL_7.377
OG0000332	El001G060380	evm.model.RL_4.1671_evm.model.RL_4.1672.2.687c999a
OG0000332	El002G134240	evm.model.RL_1.1873
OG0000334	El001G024470	evm.model.RL_7.998
OG0000334	El027G373440, El004G212490	evm.model.RL_4.686
OG0000334	El001G002940	evm.model.RL_8.264
OG0000335	El002G087130	evm.model.RL_5.357, evm.model.RL_5.356
OG0000335	El002G130900	evm.model.RL_5.2346, evm.model.RL_5.2348
OG0000335	El005G246880	evm.model.RL_1.1040
OG0000335	El002G126300	evm.model.RL_5.2876
OG0000335	El002G113660	evm.model.RL_5.3094
OG0000336	El002G101750	evm.model.RL_5.1597
OG0000336	El004G225030	evm.model.RL_3.1688
OG0000339	El003G161790	evm.model.RL_2.1855.1.687c86e4
OG0000339	El001G000520	evm.model.RL_8.60
OG0000339	El006G282150	evm.model.RL_6.2741
OG0000339	El001G033440	evm.model.RL_7.229
OG0000341	El002G106720	evm.model.RL_8.906
OG0000341	El005G263090	evm.model.RL_3.731
OG0000342	El003G192910	evm.model.RL_6.549
OG0000344	El001G051870	evm.model.RL_2.1757
OG0000344	El001G051930	evm.model.RL_4.995
OG0000347	El005G267560, El005G247550	evm.model.RL_1.1092
OG0000348	El004G225860, El007G346220, El004G225870	evm.model.RL_8.988
OG0000349	El003G146500	evm.model.RL_2.3096
OG0000349	El002G127670, El002G127640	evm.model.RL_6.1047
OG0000350	El002G115710	evm.model.RL_5.2956_evm.model.RL_5.2957_evm.model.RL_5.2958_evm.model.RL_5.2959_evm.model.RL_5.2959.1.687c88bf
OG0000350	El002G115770	evm.model.RL_5.2955
OG0000356	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640	evm.model.RL_4.1089, evm.model.RL_4.1075, evm.model.RL_4.842
OG0000358	El001G072530	evm.model.RL_4.2634
OG0000358	El007G359240	evm.model.RL_4.512
OG0000358	El001G072540	evm.model.RL_4.2635
OG0000358	El001G072550	evm.model.RL_4.2636
OG0000359	El002G115950, El002G115980	evm.model.RL_5.2921
OG0000359	El006G296860	evm.model.RL_6.1531
OG0000360	El007G323130	evm.model.RL_8.2767
OG0000360	El007G323140	evm.model.RL_8.2766
OG0000361	El005G247030, El005G247020	evm.model.RL_1.1054
OG0000362	El004G212950	evm.model.RL_3.917
OG0000362	El004G212880	evm.model.RL_5.2675
OG0000362	El002G100150	evm.model.RL_5.1461
OG0000363	El002G126200, El002G126220	evm.model.RL_4.583
OG0000363	El007G351340	evm.model.RL_5.2689
OG0000368	El003G144810	evm.model.RL_2.3251.1.687c86e8
OG0000368	El004G215830	evm.model.RL_3.1025
OG0000368	El003G144770, El003G144760	evm.model.RL_2.3253
OG0000368	El003G144750	evm.model.RL_2.3254
OG0000369	El007G331100, El001G015190	evm.model.RL_8.2063
OG0000369	El001G011880, El001G013250	evm.model.RL_7.1763
OG0000370	El003G185270, El002G101090, El002G101100	evm.model.RL_5.1545
OG0000370	El002G101070	evm.model.RL_5.1544
OG0000370	El001G014550, El003G159300, El003G159280	evm.model.RL_2.2043
OG0000371	El002G111190	evm.model.RL_5.3286
OG0000371	El006G280660	evm.model.RL_6.2874
OG0000371	El002G085130	evm.model.RL_5.191
OG0000371	El006G280670	evm.model.RL_6.2873
OG0000371	El006G280650	evm.model.RL_6.2875
OG0000372	El003G157140, El003G173700, El003G157160, El003G157170, El003G173780	evm.model.RL_2.2230, evm.model.RL_2.2229, evm.model.RL_7.2224, evm.model.RL_7.2208, evm.model.RL_2.2232, evm.model.RL_2.2231, evm.model.RL_2.490, evm.model.RL_2.491
OG0000373	El007G354680, El042G374880, El011G372030, El008G370960, El008G371140, El008G368190, El008G367050, El008G367680, El030G373760	evm.model.RL_1.3310
OG0000377	El004G200550	evm.model.RL_3.379
OG0000377	El004G200530	evm.model.RL_3.381
OG0000377	El004G200540	evm.model.RL_3.380
OG0000379	El003G186470, El006G311540	evm.model.RL_5.2400, evm.model.RL_4.2609
OG0000381	El004G194570, El005G236170, El006G287460	evm.model.RL_5.706, evm.model.RL_5.397
OG0000381	El006G290220	evm.model.RL_4.1255
OG0000382	El002G084270	evm.model.RL_5.113
OG0000382	El001G002380	evm.model.RL_8.159
OG0000382	El004G208350	evm.model.RL_3.698
OG0000382	El002G091920	evm.model.RL_5.778
OG0000383	El002G114440, El002G119180	evm.model.RL_5.3041
OG0000383	El002G114400, El002G114390, El002G114430	evm.model.RL_5.3045, evm.model.RL_5.3042
OG0000384	El004G213290, El004G213300	evm.model.RL_1.1482
OG0000386	El001G023900	evm.model.RL_7.1060
OG0000387	El006G285610	evm.model.RL_6.2452
OG0000387	El006G285490	evm.model.RL_6.2462
OG0000387	El006G281610	evm.model.RL_6.2791, evm.model.RL_6.2463
OG0000390	El001G056560	evm.model.RL_4.1377
OG0000390	El007G338360	evm.model.RL_8.1517
OG0000390	El005G257120	evm.model.RL_1.1863
OG0000391	El002G107470	evm.model.RL_5.3525_evm.model.RL_5.3526.2.687c9b5d
OG0000391	El002G107410, El002G107390	evm.model.RL_5.3528
OG0000391	El002G107420	evm.model.RL_5.3527
OG0000392	El003G176450	evm.model.RL_7.1363
OG0000392	El003G176130	evm.model.RL_7.1361
OG0000396	El001G043390	evm.model.RL_7.2206
OG0000398	El005G249610	evm.model.RL_1.1275
OG0000398	El005G249600	evm.model.RL_1.1274
OG0000398	El002G140190	evm.model.RL_5.3907, evm.model.RL_5.3908
OG0000401	El007G342040, El007G342050	evm.model.RL_8.1276
OG0000403	El004G201290	evm.model.RL_3.475, evm.model.RL_3.476
OG0000403	El004G201190, El004G201260	evm.model.RL_3.472, evm.model.RL_3.471
OG0000406	El001G063970	evm.model.RL_4.1943
OG0000406	El001G031450	evm.model.RL_7.379
OG0000406	El005G237360	evm.model.RL_1.230
OG0000408	El006G316660, El006G316640	evm.model.RL_6.363
OG0000411	El005G270540	evm.model.RL_1.2526
OG0000411	El001G005390	evm.model.RL_8.468
OG0000411	El003G163700	evm.model.RL_2.1704
OG0000412	El007G337740	evm.model.RL_8.1550
OG0000412	El003G157090	evm.model.RL_2.2237
OG0000412	El002G135360	evm.model.RL_5.1961
OG0000412	El005G258570	evm.model.RL_1.1990
OG0000413	El005G249460	evm.model.RL_1.1261
OG0000413	El007G335400	evm.model.RL_8.1728
OG0000414	El002G110530	evm.model.RL_5.3277
OG0000415	El001G069430	evm.model.RL_4.2375, evm.model.RL_4.2377
OG0000415	El001G049570, El001G049550, El001G049580, El001G049150	evm.model.RL_4.1043
OG0000415	El006G286470	evm.model.RL_6.2381
OG0000416	El006G300650, El006G300480	evm.model.RL_6.1277
OG0000416	El006G316630	evm.model.RL_5.417
OG0000421	El003G188880	evm.model.RL_2.302
OG0000422	El002G092300	evm.model.RL_5.809
OG0000422	El002G092310	evm.model.RL_5.810
OG0000422	El002G092290, El002G127460	evm.model.RL_5.808.1.687c88af
OG0000423	El004G224830	evm.model.RL_3.1665
OG0000423	El005G250010, El002G139960	evm.model.RL_1.1311
OG0000424	El001G004180	evm.model.RL_8.374
OG0000427	El004G232020	evm.model.RL_2.1164, evm.model.RL_3.2261
OG0000427	El005G275270, El006G298230	evm.model.RL_6.1459
OG0000427	El004G232010	evm.model.RL_3.2259
OG0000429	El001G052920	evm.model.RL_4.1204
OG0000429	El001G070450	evm.model.RL_4.2465
OG0000429	El003G150450	evm.model.RL_2.2744
OG0000429	El006G314410	evm.model.RL_6.461
OG0000430	El005G273810	evm.model.RL_1.2834
OG0000430	El003G142190	evm.model.RL_2.3452
OG0000431	El004G203320	evm.model.RL_3.561
OG0000431	El002G092990	evm.model.RL_5.862_evm.model.RL_5.863
OG0000432	El007G340870	evm.model.RL_8.1360, evm.model.RL_8.1364
OG0000432	El003G157860	evm.model.RL_2.2173
OG0000432	El007G336140	evm.model.RL_8.1680
OG0000433	El003G142960	evm.model.RL_4.595
OG0000435	El002G102960	evm.model.RL_5.1716, evm.model.RL_5.1713, evm.model.RL_5.1714
OG0000436	El003G158230, El007G335250	evm.model.RL_8.1743
OG0000436	El005G278170	evm.model.RL_1.3151
OG0000437	El002G121680, El002G121530	evm.model.RL_5.2606
OG0000437	El002G121440	evm.model.RL_5.2608
OG0000438	El001G006030	evm.model.RL_8.525
OG0000438	El003G163050	evm.model.RL_2.1752, evm.model.RL_2.1751
OG0000439	El002G088370	evm.model.RL_5.461_evm.model.RL_5.462.2.687c9b4b
OG0000439	El001G031050	evm.model.RL_7.411
OG0000439	El006G301030	evm.model.RL_6.1235
OG0000440	El006G294680, El001G063480	evm.model.RL_4.1896
OG0000440	El005G237700	evm.model.RL_1.259
OG0000440	El005G237730	evm.model.RL_1.260
OG0000441	El005G253210	evm.model.RL_1.1577
OG0000441	El005G253180	evm.model.RL_1.1575
OG0000442	El004G209030, El004G209080	evm.model.RL_7.1601
OG0000446	El007G328120	evm.model.RL_8.2324
OG0000446	El001G037830	evm.model.RL_7.2573
OG0000446	El002G098330	evm.model.RL_5.1283
OG0000447	El005G251460	evm.model.RL_1.1423
OG0000447	El007G330070	evm.model.RL_8.2153
OG0000447	El006G297870	evm.model.RL_6.1484
OG0000448	El007G365940	evm.model.RL_4.100
OG0000448	El007G365930	evm.model.RL_4.101
OG0000449	El001G015080	evm.model.RL_7.1766
OG0000449	El007G331050	evm.model.RL_8.2067
OG0000449	El001G015070	evm.model.RL_7.1767
OG0000449	El007G331060	evm.model.RL_8.2066
OG0000450	El004G210490, El007G349820, El003G188150	evm.model.RL_6.2784
OG0000453	El001G015610	evm.model.RL_6.1003
OG0000454	El007G357850, El007G340800, El007G340780	evm.model.RL_8.1369
OG0000457	El001G069060, El001G069080, El001G069070	evm.model.RL_4.2343
OG0000458	El007G340350, El006G307260	evm.model.RL_6.819, evm.model.RL_6.820, evm.model.RL_8.1388, evm.model.RL_8.1390
OG0000460	El002G120170	evm.model.RL_3.473
OG0000460	El005G269910	evm.model.RL_6.2924
OG0000461	El006G292580	evm.model.RL_6.1809
OG0000461	El002G082410	evm.model.RL_8.2928, evm.model.RL_5.1023, evm.model.RL_5.2911
OG0000461	El002G082400	evm.model.RL_5.2910
OG0000466	El002G133690, El002G133670	evm.model.RL_4.3195
OG0000466	El001G079410	evm.model.RL_4.3197
OG0000467	El001G030350, El003G167630, El007G364000	evm.model.RL_4.251.1.687c86cd
OG0000468	El001G025490	evm.model.RL_7.908
OG0000468	El006G299240	evm.model.RL_6.1370
OG0000468	El006G291120	evm.model.RL_6.2006
OG0000471	El002G114920	evm.model.RL_5.3017
OG0000471	El002G114900, El002G114910	evm.model.RL_5.3021, evm.model.RL_4.228, evm.model.RL_5.3020, evm.model.RL_5.3018, evm.model.RL_5.3019
OG0000471	El002G114940	evm.model.RL_5.3015
OG0000472	El003G190770	evm.model.RL_2.9
OG0000472	El003G190760	evm.model.RL_2.8
OG0000473	El006G280460	evm.model.RL_6.2891
OG0000473	El007G329520	evm.model.RL_8.2204
OG0000473	El001G034670	evm.model.RL_7.124
OG0000474	El001G018580	evm.model.RL_7.1494
OG0000475	El004G196500, El004G196450, El004G196490	evm.model.RL_3.171
OG0000481	El003G177200	evm.model.RL_2.858
OG0000483	El007G336760	evm.model.RL_8.1626
OG0000483	El007G336750, El007G336710	evm.model.RL_8.1628, evm.model.RL_8.1627
OG0000486	El001G026720, El001G026660, El001G026650, El001G026690	evm.model.RL_6.86, evm.model.RL_7.1009
OG0000486	El001G026670, El001G026730, El001G026640	evm.model.RL_7.1029, evm.model.RL_7.1008, evm.model.RL_6.88
OG0000487	El006G298580	evm.model.RL_6.1422, evm.model.RL_1.357
OG0000487	El002G086490	evm.model.RL_5.300
OG0000489	El001G004350	evm.model.RL_8.381, evm.model.RL_8.390, evm.model.RL_8.383
OG0000491	El001G042360	evm.model.RL_7.2269
OG0000493	El004G207720, El007G346800, El004G215880, El001G047220, El008G368440, El007G352560, El007G350420, El002G125590, El004G207810, El003G181020	evm.model.RL_4.773, evm.model.RL_8.1075, evm.model.RL_2.642, evm.model.RL_4.2806
OG0000495	El003G181150, El006G311560	evm.model.RL_8.1497
OG0000495	El003G181140, El003G181130, El006G311570, El003G184390, El007G338650	evm.model.RL_8.1494
OG0000495	El006G318420	evm.model.RL_6.241
OG0000496	El007G352050	evm.model.RL_1.2426
OG0000498	El007G339720	evm.model.RL_8.1435
OG0000498	El003G156150	evm.model.RL_5.3097
OG0000499	El003G168300	evm.model.RL_2.1390.1.687c86e2
OG0000499	El004G231730, El005G250740	evm.model.RL_3.2236, evm.model.RL_5.1890
OG0000500	El007G362360	evm.model.RL_4.344
OG0000500	El007G362380	evm.model.RL_4.348
OG0000501	El002G124350	evm.model.RL_5.2509
OG0000501	El001G015680	evm.model.RL_7.1731, evm.model.RL_1.2766
OG0000502	El002G129120	evm.model.RL_4.1265, evm.model.RL_7.1712
OG0000504	El001G080270	evm.model.RL_4.3277
OG0000504	El005G244670	evm.model.RL_1.857
OG0000506	El001G076020	evm.model.RL_4.2927
OG0000506	El004G223700	evm.model.RL_3.1583
OG0000507	El001G065860, El001G065850	evm.model.RL_3.536
OG0000507	El001G065870	evm.model.RL_3.86, evm.model.RL_6.2843
OG0000507	El007G332430, El001G036500	evm.model.RL_6.1857
OG0000508	El001G035030	evm.model.RL_6.1844, evm.model.RL_3.268
OG0000509	El003G170990	evm.model.RL_2.485
OG0000509	El007G326260	evm.model.RL_5.3768
OG0000509	El003G171030	evm.model.RL_2.1208
OG0000510	El004G201010	evm.model.RL_3.457
OG0000510	El004G200980	evm.model.RL_3.451
OG0000510	El004G201000, El004G200950, El004G200930, El004G200920	evm.model.RL_3.458
OG0000511	El003G173660	evm.model.RL_2.1043
OG0000511	El004G198000	evm.model.RL_3.238
OG0000512	El003G161870	evm.model.RL_2.1853
OG0000512	El003G161830	evm.model.RL_2.1854
OG0000512	El005G278610, El005G278600	evm.model.RL_7.2237
OG0000513	El001G024240	evm.model.RL_1.901.1.687c87eb, evm.model.RL_7.1023.3.687c84b7
OG0000513	El001G015200	evm.model.RL_7.1762
OG0000513	El007G331120	evm.model.RL_8.2062
OG0000514	El005G258100	evm.model.RL_1.1957
OG0000515	El006G313480, El006G313490	evm.model.RL_5.3833
OG0000515	El002G141390	evm.model.RL_5.3999
OG0000520	El006G282630	evm.model.RL_6.2708
OG0000520	El007G355250, El001G032970	evm.model.RL_4.754, evm.model.RL_7.262
OG0000521	El002G124400	evm.model.RL_5.2511
OG0000521	El001G010450	evm.model.RL_8.860
OG0000521	El004G231650	evm.model.RL_3.2229
OG0000522	El002G120450	evm.model.RL_5.2665
OG0000522	El001G008630	evm.model.RL_8.724.1.687c8558
OG0000523	El001G033890	evm.model.RL_7.199
OG0000524	El005G243280	evm.model.RL_1.734
OG0000524	El007G349900	evm.model.RL_4.768
OG0000525	El004G231940	evm.model.RL_3.2252
OG0000525	El005G251140	evm.model.RL_1.1399
OG0000525	El002G138890	evm.model.RL_5.3805
OG0000526	El001G017270, El001G017260	evm.model.RL_7.1608
OG0000526	El001G017250	evm.model.RL_7.1613
OG0000529	El001G057940	evm.model.RL_4.1462
OG0000529	El001G011030	evm.model.RL_8.1948
OG0000532	El005G269830	evm.model.RL_6.324, evm.model.RL_6.71
OG0000532	El007G346160	evm.model.RL_2.3383
OG0000533	El003G142670	evm.model.RL_2.3413, evm.model.RL_6.67
OG0000533	El003G147880	evm.model.RL_2.2982
OG0000537	El001G004010	evm.model.RL_8.362
OG0000537	El003G179510, El003G179620	evm.model.RL_2.772
OG0000538	El006G285250	evm.model.RL_6.2482, evm.model.RL_6.2483
OG0000538	El006G285280	evm.model.RL_6.2479
OG0000539	El007G321890	evm.model.RL_3.492
OG0000540	El006G303390, El006G303410	evm.model.RL_6.1049
OG0000540	El006G303420	evm.model.RL_6.1046
OG0000540	El006G303430	evm.model.RL_6.1042, evm.model.RL_6.1043, evm.model.RL_6.1044
OG0000542	El001G065210	evm.model.RL_4.2027.1.687c86d7
OG0000542	El002G132600	evm.model.RL_5.2133
OG0000542	El005G236740	evm.model.RL_1.173
OG0000543	El006G316900	evm.model.RL_6.338
OG0000543	El004G207440	evm.model.RL_6.344, evm.model.RL_6.339
OG0000544	El004G214840, El002G087430, El002G087420	evm.model.RL_5.382, evm.model.RL_5.384
OG0000545	El004G227580	evm.model.RL_3.1918
OG0000545	El004G227570	evm.model.RL_3.1916_evm.model.RL_3.1917
OG0000545	El004G227560	evm.model.RL_3.1915
OG0000546	El005G274410	evm.model.RL_1.2886
OG0000546	El005G274380	evm.model.RL_1.2884
OG0000546	El005G274350, El005G274360	evm.model.RL_1.2882, evm.model.RL_1.2883
OG0000546	El005G274370	evm.model.RL_1.2885
OG0000550	El001G023010	evm.model.RL_7.1126
OG0000550	El006G294690, El002G139510	evm.model.RL_6.1710
OG0000551	El007G325660	evm.model.RL_8.2558
OG0000551	El003G142820	evm.model.RL_2.3398
OG0000551	El001G072190	evm.model.RL_4.2595.1.687c86da
OG0000552	El002G108750	evm.model.RL_5.3425
OG0000552	El001G034520	evm.model.RL_6.1199
OG0000553	El002G121880	evm.model.RL_5.2596, evm.model.RL_5.2595
OG0000554	El003G161340, El004G199370	evm.model.RL_3.335
OG0000556	El005G268380	evm.model.RL_1.2383
