Orthogroup	Erysimum_linariifolium	Cardamine_amara
OG0005892	El001G016800	evm.model.RL_7.1637
OG0005893	El007G327830	evm.model.RL_8.2348
OG0005894	El007G332730	evm.model.RL_8.1950
OG0005895	El007G332770	evm.model.RL_8.1941, evm.model.RL_8.1942
OG0005896	El007G332870	evm.model.RL_8.1934
OG0005897	El007G332950	evm.model.RL_8.1927
OG0005898	El007G333060	evm.model.RL_8.1917
OG0005899	El005G246410	evm.model.RL_1.1011
OG0005900	El007G333310	evm.model.RL_8.1897
OG0005901	El001G021730	evm.model.RL_7.1238
OG0005902	El001G020510	evm.model.RL_7.1345
OG0005903	El001G019120	evm.model.RL_7.1469
OG0005904	El001G017680	evm.model.RL_7.1565
OG0005906	El001G051740	evm.model.RL_4.1145, evm.model.RL_2.495
OG0005907	El004G219800	evm.model.RL_3.1275
OG0005908	El004G221200	evm.model.RL_3.1382, evm.model.RL_3.1385
OG0005909	El004G223410	evm.model.RL_3.1558
OG0005909	El003G189610	evm.model.RL_2.256
OG0005910	El004G223790	evm.model.RL_3.1590
OG0005911	El004G231280	evm.model.RL_3.2199
OG0005912	El004G230420	evm.model.RL_3.2138
OG0005915	El004G227780	evm.model.RL_3.1937
OG0005916	El004G227550	evm.model.RL_3.1914
OG0005917	El004G227190	evm.model.RL_3.1878
OG0005918	El002G101300	evm.model.RL_5.1564
OG0005919	El004G232000	evm.model.RL_3.2258
OG0005920	El004G232080	evm.model.RL_3.2267
OG0005921	El004G233600	evm.model.RL_3.2395
OG0005922	El004G234260	evm.model.RL_3.2451
OG0005923	El002G099430	evm.model.RL_5.1390
OG0005924	El005G248700	evm.model.RL_1.1189
OG0005925	El005G249130	evm.model.RL_1.1225
OG0005926	El005G249960	evm.model.RL_1.1307
OG0005927	El005G250940	evm.model.RL_1.1385
OG0005928	El005G251120	evm.model.RL_1.1395
OG0005929	El002G138070	evm.model.RL_5.3765
OG0005930	El002G137480	evm.model.RL_5.3724
OG0005931	El005G254520	evm.model.RL_1.1678
OG0005932	El005G255700	evm.model.RL_1.1751
OG0005933	El001G010360, El004G199530, El004G199550	evm.model.RL_3.342
OG0005934	El005G257170	evm.model.RL_1.1869
OG0005935	El005G257510	evm.model.RL_1.1909
OG0005936	El005G258030	evm.model.RL_1.1947
OG0005937	El005G259100	evm.model.RL_1.2031
OG0005938	El005G261240	evm.model.RL_1.2147
OG0005939	El005G261260	evm.model.RL_1.2148
OG0005940	El005G261530	evm.model.RL_1.2166
OG0005941	El005G265260, El005G265200	evm.model.RL_1.2260
OG0005942	El005G265860	evm.model.RL_1.2282
OG0005943	El005G265900	evm.model.RL_1.2286
OG0005944	El005G268050	evm.model.RL_1.2365
OG0005945	El005G270880	evm.model.RL_1.2552
OG0005947	El005G272480	evm.model.RL_1.2717
OG0005948	El005G273900	evm.model.RL_1.2843
OG0005949	El005G275670	evm.model.RL_1.2986
OG0005950	El005G276640	evm.model.RL_1.3016.2.687c87f0
OG0005952	El005G278040	evm.model.RL_1.3139
OG0005953	El005G278480	evm.model.RL_1.3180
OG0005954	El005G278700	evm.model.RL_1.3201
OG0005955	El002G141040	evm.model.RL_5.3971
OG0005956	El002G140690	evm.model.RL_5.3944
OG0005957	El002G138920	evm.model.RL_5.3808.1.687c88c5
OG0005958	El002G137920, El002G137950	evm.model.RL_5.3757
OG0005959	El002G137550	evm.model.RL_5.3730, evm.model.RL_5.3710
OG0005960	El002G132530	evm.model.RL_5.2138
OG0005961	El002G132620	evm.model.RL_5.2131
OG0005962	El002G131440	evm.model.RL_5.2205
OG0005963	El003G172280	evm.model.RL_2.1115
OG0005964	El001G022750	evm.model.RL_7.1147
OG0005965	El001G022160	evm.model.RL_7.1205.2.687c84b8, evm.model.RL_7.1209
OG0005966	El001G025530	evm.model.RL_7.905
OG0005967	El001G027290	evm.model.RL_7.761
OG0005968	El001G027550	evm.model.RL_7.745.1.687c84b6
OG0005969	El001G028310	evm.model.RL_7.670
OG0005970	El001G028430	evm.model.RL_7.662
OG0005971	El001G028950	evm.model.RL_7.616
OG0005972	El001G028960	evm.model.RL_7.614, evm.model.RL_7.615
OG0005973	El001G030700	evm.model.RL_7.449
OG0005974	El001G033210	evm.model.RL_7.238
OG0005975	El001G033880, El001G033410	evm.model.RL_7.200
OG0005976	El001G033630	evm.model.RL_7.213
OG0005977	El001G035790	evm.model.RL_7.21
OG0005978	El001G035920	evm.model.RL_7.10.3.687c84b2
OG0005979	El002G135540	evm.model.RL_5.1945, evm.model.RL_5.1946, evm.model.RL_5.1944
OG0005981	El001G021660	evm.model.RL_7.1242
OG0005982	El001G031760	evm.model.RL_7.355
OG0005983	El007G364960	evm.model.RL_4.190
OG0005984	El007G361140, El007G361160, El007G361260, El007G361130, El007G361150, El007G361100	evm.model.RL_4.407
OG0005987	El003G156090	evm.model.RL_2.2306
OG0005988	El003G149300	evm.model.RL_2.2850
OG0005991	El003G162260, El003G162250, El003G179360	evm.model.RL_2.1817
OG0005992	El004G219070	evm.model.RL_3.1213
OG0005993	El004G226690	evm.model.RL_3.1831.1.687c84bd
OG0005995	El005G279240	evm.model.RL_1.3263, evm.model.RL_1.3262
OG0005996	El005G251310	evm.model.RL_1.1414
OG0005997	El005G247270	evm.model.RL_1.1067
OG0005998	El001G074650	evm.model.RL_4.2834
OG0005999	El006G305080	evm.model.RL_6.954, evm.model.RL_6.953
OG0006000	El001G066480	evm.model.RL_4.2131
OG0006001	El003G191730	evm.model.RL_2.60
OG0006002	El007G325360	evm.model.RL_8.2577
OG0006004	El005G240520	evm.model.RL_4.893, evm.model.RL_1.483, evm.model.RL_1.482
OG0006006	El003G170900	evm.model.RL_6.564
OG0006007	El003G170870, El003G171010	evm.model.RL_2.1209, evm.model.RL_2.486
OG0006009	El007G342560	evm.model.RL_8.1250
OG0006016	El003G154920	evm.model.RL_2.2408
OG0006017	El005G277580	evm.model.RL_1.3106
OG0006018	El003G152660	evm.model.RL_2.2555
OG0006019	El006G318040	evm.model.RL_6.268
OG0006020	El003G152270	evm.model.RL_2.2583
OG0006021	El006G305740	evm.model.RL_5.2319
OG0006021	El002G090980	evm.model.RL_5.683
OG0006022	El003G151830	evm.model.RL_2.2618
OG0006023	El003G151740	evm.model.RL_2.2630
OG0006024	El006G316690	evm.model.RL_6.361
OG0006025	El002G116470	evm.model.RL_5.2912
OG0006026	El003G149120	evm.model.RL_2.2868
OG0006027	El003G149040	evm.model.RL_2.2877
OG0006028	El003G149030, El001G002500	evm.model.RL_2.2878.2.687c86e7
OG0006029	El005G272540	evm.model.RL_1.2721
OG0006031	El003G147640	evm.model.RL_2.3002
OG0006032	El003G147590	evm.model.RL_2.3006
OG0006033	El007G330320	evm.model.RL_8.2129
OG0006034	El002G118480	evm.model.RL_5.2806
OG0006035	El002G119630	evm.model.RL_5.2736.1.687c88bd
OG0006036	El002G119970	evm.model.RL_5.2704.3.687c88bc
OG0006037	El002G120240	evm.model.RL_5.2686
OG0006038	El003G170090	evm.model.RL_2.1256
OG0006039	El003G171170	evm.model.RL_2.1198
OG0006040	El004G209560, El004G209570	evm.model.RL_5.1939.1.687c88b8, evm.model.RL_3.678, evm.model.RL_1.2828, evm.model.RL_1.2829
OG0006041	El004G204730	evm.model.RL_3.581
OG0006043	El004G201110	evm.model.RL_3.466
OG0006044	El002G093840	evm.model.RL_5.942
OG0006045	El001G036040	evm.model.RL_7.2662
OG0006046	El005G270810	evm.model.RL_2.780, evm.model.RL_1.2403, evm.model.RL_1.2548
OG0006047	El001G036300	evm.model.RL_7.2688
OG0006049	El001G037060	evm.model.RL_7.2612
OG0006050	El004G223290	evm.model.RL_3.1548
OG0006051	El001G037800	evm.model.RL_7.2577
OG0006052	El001G038440	evm.model.RL_7.2525
OG0006053	El001G038960	evm.model.RL_7.2491
OG0006054	El002G096560	evm.model.RL_5.1156
OG0006055	El001G040060	evm.model.RL_7.2427
OG0006056	El001G040970	evm.model.RL_7.2368
OG0006057	El001G041750	evm.model.RL_7.2319
OG0006058	El001G042020	evm.model.RL_7.2292
OG0006059	El001G042260	evm.model.RL_7.2279
OG0006060	El001G042300	evm.model.RL_7.2274
OG0006061	El001G043030	evm.model.RL_7.2220
OG0006062	El001G043050	evm.model.RL_7.2217
OG0006063	El001G043430	evm.model.RL_7.2205
OG0006064	El001G043960	evm.model.RL_7.2177.2.687c84bc
OG0006065	El001G044470	evm.model.RL_2.257
OG0006067	El001G046170	evm.model.RL_7.2053
OG0006068	El004G216240	evm.model.RL_3.1044, evm.model.RL_3.1043, evm.model.RL_3.1045
OG0006069	El004G214910	evm.model.RL_3.971
OG0006070	El004G213770	evm.model.RL_3.945
OG0006071	El004G194070	evm.model.RL_3.30
OG0006073	El004G195730	evm.model.RL_3.130.4.687c84b9
OG0006074	El004G195990	evm.model.RL_3.154
OG0006075	El004G197040	evm.model.RL_3.190
OG0006076	El006G288100	evm.model.RL_6.2257
OG0006077	El006G288300	evm.model.RL_6.2236
OG0006078	El005G244510	evm.model.RL_1.843
OG0006079	El005G245720	evm.model.RL_1.945
OG0006080	El005G246340	evm.model.RL_1.1004
OG0006081	El001G075560	evm.model.RL_4.2906
OG0006082	El005G248260	evm.model.RL_1.1148
OG0006084	El007G343920	evm.model.RL_8.1146
OG0006085	El007G342940	evm.model.RL_8.1218
OG0006086	El007G342070	evm.model.RL_8.1274
OG0006087	El003G158900	evm.model.RL_2.2075
OG0006088	El007G340330	evm.model.RL_8.1391
OG0006089	El003G156170	evm.model.RL_2.2303
OG0006090	El007G339480	evm.model.RL_8.1452
OG0006092	El007G339020, El007G338990	evm.model.RL_8.1463
OG0006093	El007G338310	evm.model.RL_8.1520
OG0006094	El007G337880	evm.model.RL_8.1540
OG0006095	El007G337730	evm.model.RL_8.1551
OG0006096	El007G337680	evm.model.RL_8.1560
OG0006097	El007G337220	evm.model.RL_8.1599
OG0006098	El007G336400	evm.model.RL_8.1655
OG0006099	El007G335150	evm.model.RL_8.1751.2.687c855d, evm.model.RL_6.2
OG0006100	El007G334150	evm.model.RL_8.1828
OG0006101	El007G333990	evm.model.RL_8.1837
OG0006102	El002G099510	evm.model.RL_5.1397
OG0006103	El007G333560	evm.model.RL_8.1873
OG0006104	El002G097450	evm.model.RL_5.1225
OG0006106	El001G069040, El001G069020	evm.model.RL_4.2341
OG0006107	El001G069130	evm.model.RL_4.2348
OG0006108	El001G070160	evm.model.RL_4.2440
OG0006109	El001G071670	evm.model.RL_4.2547
OG0006110	El001G071890	evm.model.RL_4.2565
OG0006111	El001G072480	evm.model.RL_4.2630
OG0006112	El001G072990	evm.model.RL_4.2674
OG0006113	El001G073410	evm.model.RL_4.2710, evm.model.RL_4.2709
OG0006114	El001G073680	evm.model.RL_4.2737
OG0006115	El001G073710	evm.model.RL_4.2740
OG0006116	El001G074100	evm.model.RL_4.2780
OG0006117	El007G328750	evm.model.RL_8.2271
OG0006118	El003G169780	evm.model.RL_2.1285
OG0006119	El003G169380	evm.model.RL_2.1308
OG0006120	El003G168920	evm.model.RL_2.1341
OG0006121	El003G168860	evm.model.RL_2.1349
OG0006122	El003G168210	evm.model.RL_2.1395
OG0006124	El003G167950	evm.model.RL_2.1413
OG0006125	El003G166400	evm.model.RL_2.1511
OG0006126	El006G308650	evm.model.RL_6.754
OG0006127	El003G165510	evm.model.RL_2.1574
OG0006128	El003G164920	evm.model.RL_2.1622
OG0006129	El003G164750	evm.model.RL_2.1641
OG0006130	El003G164320	evm.model.RL_2.1666
OG0006131	El003G163710	evm.model.RL_2.1703
OG0006132	El003G162760	evm.model.RL_2.1779
OG0006133	El003G162640	evm.model.RL_2.1790
OG0006134	El003G161750	evm.model.RL_2.1858
OG0006135	El003G161410	evm.model.RL_2.1879
OG0006136	El003G161160	evm.model.RL_2.1894
OG0006137	El003G160790	evm.model.RL_2.1918
OG0006138	El001G008220	evm.model.RL_8.703
OG0006139	El002G122190	evm.model.RL_5.2570
OG0006140	El002G128270	evm.model.RL_5.2315
OG0006141	El002G127520	evm.model.RL_5.2361
OG0006142	El003G160640	evm.model.RL_2.1930
OG0006143	El006G284850	evm.model.RL_6.2520
OG0006144	El002G113480	evm.model.RL_5.3110
OG0006145	El002G113670	evm.model.RL_5.3092
OG0006146	El002G129090	evm.model.RL_5.2283
OG0006147	El002G114150	evm.model.RL_5.3058
OG0006148	El002G114170	evm.model.RL_5.3056.8.687c88bf
OG0006149	El002G115060	evm.model.RL_5.3007
OG0006150	El002G115180	evm.model.RL_5.2996
OG0006151	El002G115230	evm.model.RL_5.2993
OG0006153	El002G116170	evm.model.RL_5.2935
OG0006154	El002G116410, El002G116390	evm.model.RL_5.2944
OG0006155	El006G296610	evm.model.RL_6.1556
OG0006155	El002G116680	evm.model.RL_5.2896
OG0006156	El002G116740	evm.model.RL_5.2892
OG0006157	El003G146470	evm.model.RL_2.3099
OG0006158	El003G145470	evm.model.RL_2.3187
OG0006159	El003G145120	evm.model.RL_2.3223
OG0006160	El003G144710, El001G045610	evm.model.RL_3.1857
OG0006161	El003G143640	evm.model.RL_2.3338
OG0006161	El006G319930	evm.model.RL_6.139
OG0006162	El003G142770	evm.model.RL_2.3402
OG0006163	El003G142090, El007G339920	evm.model.RL_2.3462
OG0006164	El003G185580, El003G180900	evm.model.RL_2.477
OG0006165	El003G187520	evm.model.RL_2.370
OG0006166	El003G188070	evm.model.RL_2.356, evm.model.RL_2.359, evm.model.RL_2.349, evm.model.RL_2.465, evm.model.RL_2.350
OG0006167	El005G240200	evm.model.RL_1.454
OG0006168	El002G118450	evm.model.RL_5.2808
OG0006169	El002G118900	evm.model.RL_5.2788
OG0006170	El006G294730	evm.model.RL_6.1706
OG0006171	El001G009850, El001G009860	evm.model.RL_8.820
OG0006172	El001G011110	evm.model.RL_8.917.1.687c8559
OG0006173	El006G297800	evm.model.RL_6.1489
OG0006174	El006G297990	evm.model.RL_6.1474
OG0006175	El007G356550, El007G356540	evm.model.RL_4.690, evm.model.RL_4.688
OG0006176	El001G009550	evm.model.RL_8.792
OG0006177	El001G009030	evm.model.RL_8.749
OG0006178	El001G006650, El001G006480	evm.model.RL_8.559
OG0006179	El001G007460	evm.model.RL_8.621.1.687c8557
OG0006180	El001G007130	evm.model.RL_8.601
OG0006181	El001G007080	evm.model.RL_8.596
OG0006182	El001G006490, El001G006660	evm.model.RL_8.560
OG0006183	El001G005830	evm.model.RL_8.513
OG0006184	El001G005580	evm.model.RL_8.479
OG0006185	El001G005370	evm.model.RL_8.466
OG0006186	El007G364400, El001G004880	evm.model.RL_8.423.1.687c8556
OG0006187	El005G261910, El007G362560	evm.model.RL_4.332
OG0006188	El007G363280	evm.model.RL_4.301
OG0006189	El007G364500	evm.model.RL_4.199
OG0006190	El007G364490	evm.model.RL_4.198
OG0006191	El050G375490, El007G365150, El007G365060	evm.model.RL_4.174, evm.model.RL_4.177
OG0006192	El007G366990	evm.model.RL_4.5
OG0006193	El003G182700	evm.model.RL_1.2573.1.687c87f0
OG0006194	El001G005440, El004G201730	evm.model.RL_5.481
OG0006195	El001G046010, El003G179180	evm.model.RL_2.794
OG0006196	El003G177760	evm.model.RL_2.836
OG0006197	El003G176710	evm.model.RL_2.876, evm.model.RL_2.35
OG0006199	El003G175090	evm.model.RL_2.961
OG0006200	El003G173810	evm.model.RL_2.1041
OG0006201	El003G172560	evm.model.RL_2.1093
OG0006202	El003G192440	evm.model.RL_2.128
OG0006203	El005G270740, El003G192750	evm.model.RL_2.147
OG0006204	El006G280960	evm.model.RL_6.2842
OG0006205	El006G281100	evm.model.RL_6.2822
OG0006206	El006G281130	evm.model.RL_6.2819
OG0006207	El006G281290	evm.model.RL_6.2805
OG0006208	El006G281380	evm.model.RL_6.2798
OG0006209	El001G033860	evm.model.RL_7.201
OG0006210	El006G316140, El006G281920	evm.model.RL_6.2762
OG0006211	El006G283010	evm.model.RL_6.2676
OG0006212	El006G283080	evm.model.RL_6.2665
OG0006213	El006G283410	evm.model.RL_6.2640, evm.model.RL_6.2670
OG0006214	El006G283510	evm.model.RL_6.2630
OG0006216	El006G285050, El001G031350	evm.model.RL_6.2501
OG0006217	El006G285100	evm.model.RL_6.2496
OG0006218	El006G285530	evm.model.RL_5.2663, evm.model.RL_6.2460
OG0006219	El006G286430	evm.model.RL_6.2384
OG0006220	El001G029030	evm.model.RL_7.605, evm.model.RL_7.569
OG0006221	El001G028740	evm.model.RL_7.638
OG0006222	El006G287840	evm.model.RL_6.2281
OG0006223	El001G081570	evm.model.RL_4.3378
OG0006224	El001G080780	evm.model.RL_4.3304
OG0006225	El001G080090	evm.model.RL_4.3259
OG0006226	El001G067880	evm.model.RL_4.2249
OG0006227	El001G079160	evm.model.RL_4.3173
OG0006227	El001G079170	evm.model.RL_4.3175
OG0006228	El001G078590	evm.model.RL_4.3125
OG0006229	El001G060370	evm.model.RL_4.1670
OG0006230	El001G059520	evm.model.RL_4.1598
OG0006231	El001G059390	evm.model.RL_4.1588
OG0006232	El001G058630	evm.model.RL_4.1527
OG0006233	El001G058500	evm.model.RL_4.1516
OG0006234	El001G058420	evm.model.RL_4.1512
OG0006234	El006G305730	evm.model.RL_6.803, evm.model.RL_6.1257
OG0006235	El007G330380	evm.model.RL_8.2125
OG0006236	El007G330750	evm.model.RL_8.2094.2.687c855f
OG0006237	El001G015790	evm.model.RL_7.1722
OG0006238	El007G332090	evm.model.RL_8.1999.1.687c855e
OG0006239	El007G332470	evm.model.RL_8.1968
OG0006240	El007G327460	evm.model.RL_8.2390
OG0006241	El007G327030	evm.model.RL_8.2419
OG0006242	El007G327000	evm.model.RL_8.2422.2.687c8561
OG0006243	El007G326570	evm.model.RL_8.2476
OG0006244	El005G273430, El004G232810	evm.model.RL_1.2805
OG0006246	El007G325700	evm.model.RL_8.2554
OG0006247	El007G324850	evm.model.RL_8.2619
OG0006248	El007G324650	evm.model.RL_8.2633
OG0006249	El007G324580	evm.model.RL_8.2640
OG0006250	El007G324470	evm.model.RL_8.2651, evm.model.RL_8.2654
OG0006251	El007G322670	evm.model.RL_8.2799
OG0006252	El001G040300	evm.model.RL_8.2819
OG0006253	El001G000280	evm.model.RL_8.33
OG0006254	El001G000970	evm.model.RL_8.104
OG0006255	El001G001690	evm.model.RL_8.219
OG0006256	El001G002190	evm.model.RL_8.175
OG0006257	El001G002880	evm.model.RL_8.258
OG0006258	El001G003130	evm.model.RL_8.280
OG0006259	El001G003170	evm.model.RL_8.282
OG0006260	El001G003190	evm.model.RL_8.284
OG0006261	El007G359890	evm.model.RL_4.477
OG0006262	El006G298500	evm.model.RL_6.1430
OG0006263	El006G298900	evm.model.RL_6.1400
OG0006264	El006G299080	evm.model.RL_6.1384
OG0006265	El006G299820	evm.model.RL_6.1330
OG0006266	El006G300470	evm.model.RL_6.1278
OG0006267	El006G300600	evm.model.RL_6.1273
OG0006268	El006G301320	evm.model.RL_6.1211
OG0006269	El006G301500	evm.model.RL_6.1192
OG0006270	El006G302280	evm.model.RL_6.1132
OG0006271	El006G303160	evm.model.RL_6.1069
OG0006272	El006G303170	evm.model.RL_6.1067
OG0006273	El006G303340	evm.model.RL_6.1056
OG0006274	El006G303350	evm.model.RL_6.1055
OG0006275	El006G305110	evm.model.RL_6.946
OG0006276	El006G306240	evm.model.RL_6.877
OG0006277	El003G156840	evm.model.RL_2.2253
OG0006278	El005G235620	evm.model.RL_1.76
OG0006279	El001G082300	evm.model.RL_1.4
OG0006280	El005G243660	evm.model.RL_1.769
OG0006281	El001G082160	evm.model.RL_4.3423
OG0006282	El003G157910, El003G157900	evm.model.RL_2.2169
OG0006283	El005G235960	evm.model.RL_1.104
OG0006284	El005G236120	evm.model.RL_1.116
OG0006285	El001G065610	evm.model.RL_4.2062
OG0006286	El005G237690	evm.model.RL_1.258
OG0006287	El005G237870	evm.model.RL_1.272_evm.model.RL_1.273.2.687c9a62
OG0006288	El005G238150	evm.model.RL_1.294
OG0006289	El005G238420	evm.model.RL_1.305
OG0006290	El005G238910	evm.model.RL_1.347
OG0006291	El005G240270	evm.model.RL_1.460
OG0006293	El005G242330	evm.model.RL_1.648
OG0006294	El005G242530	evm.model.RL_1.669
OG0006295	El006G289080	evm.model.RL_6.2169
OG0006296	El006G289090	evm.model.RL_6.2168
OG0006297	El006G290070, El006G306370	evm.model.RL_6.2085
OG0006298	El006G290300	evm.model.RL_6.2068
OG0006299	El006G290920	evm.model.RL_6.2026
OG0006300	El006G291370	evm.model.RL_6.1985
OG0006301	El006G295030	evm.model.RL_6.1679
OG0006302	El006G294510	evm.model.RL_6.1725
OG0006303	El006G294230, El006G294220	evm.model.RL_6.1746
OG0006304	El001G024270	evm.model.RL_7.1021
OG0006305	El006G292820	evm.model.RL_6.1830
OG0006306	El006G292520	evm.model.RL_6.1877
OG0006307	El006G291810	evm.model.RL_6.1946
OG0006308	El002G099890	evm.model.RL_5.1436
OG0006309	El002G100190	evm.model.RL_5.1463
OG0006310	El002G100550	evm.model.RL_5.1501
OG0006311	El002G100560	evm.model.RL_5.1502
OG0006312	El002G100790	evm.model.RL_5.1523.1.687c88b5
OG0006314	El002G101180	evm.model.RL_5.1554
OG0006316	El002G102420	evm.model.RL_5.1653
OG0006317	El002G102290	evm.model.RL_5.1640
OG0006318	El002G103390	evm.model.RL_5.1749
OG0006319	El002G104590	evm.model.RL_5.1856
OG0006320	El002G104710, El003G177420	evm.model.RL_5.3693.1.687c88c4
OG0006321	El004G229150	evm.model.RL_3.2043
OG0006322	El002G105100	evm.model.RL_5.3667
OG0006324	El002G106030	evm.model.RL_5.3597
OG0006325	El002G107980	evm.model.RL_5.3485
OG0006326	El002G111340	evm.model.RL_5.3302
OG0006328	El004G217940	evm.model.RL_3.1136
OG0006329	El002G112890	evm.model.RL_5.3163
OG0006330	El002G113200	evm.model.RL_5.3133
OG0006331	El002G113170	evm.model.RL_5.3134
OG0006332	El002G113110	evm.model.RL_5.3140
OG0006334	El003G160550	evm.model.RL_2.1938
OG0006335	El003G160100	evm.model.RL_2.1977
OG0006336	El005G276130, El005G275810, El005G275850, El005G276000, El003G159830	evm.model.RL_2.2001
OG0006337	El003G159340	evm.model.RL_2.2040
OG0006338	El001G044080	evm.model.RL_7.2164
OG0006339	El006G319870	evm.model.RL_6.140, evm.model.RL_8.1062.1.687c8559
OG0006340	El006G321270	evm.model.RL_6.41
OG0006341	El002G099210	evm.model.RL_5.1365.1.687c88b4
OG0006342	El002G098880	evm.model.RL_5.1335
OG0006343	El002G098860	evm.model.RL_5.1333
OG0006344	El002G098350	evm.model.RL_5.1285
OG0006346	El002G096070	evm.model.RL_5.1120
OG0006347	El002G095950	evm.model.RL_8.744, evm.model.RL_8.743, evm.model.RL_5.1111
OG0006348	El007G349620	evm.model.RL_4.776
OG0006350	El002G090780	evm.model.RL_1.2919, evm.model.RL_5.657
OG0006351	El002G092830	evm.model.RL_5.848
OG0006352	El002G093110	evm.model.RL_5.875
OG0006353	El002G091650	evm.model.RL_5.751
OG0006354	El002G091100	evm.model.RL_5.695
OG0006355	El003G181880, El002G090500	evm.model.RL_3.354, evm.model.RL_5.635
OG0006356	El002G089680	evm.model.RL_5.572
OG0006358	El002G089240	evm.model.RL_5.537
OG0006359	El001G021510	evm.model.RL_7.1258
OG0006360	El002G088650	evm.model.RL_5.485
OG0006361	El002G088560	evm.model.RL_5.472
OG0006362	El002G087230	evm.model.RL_5.367
OG0006363	El002G085910	evm.model.RL_5.260
OG0006364	El002G085160	evm.model.RL_5.194.1.687c88aa
OG0006365	El002G085190	evm.model.RL_5.197
OG0006366	El002G084250	evm.model.RL_8.593, evm.model.RL_5.2620, evm.model.RL_5.111
OG0006367	El002G083960	evm.model.RL_5.80
OG0006368	El001G067360	evm.model.RL_4.2208, evm.model.RL_1.28
OG0006369	El001G066390	evm.model.RL_4.2123, evm.model.RL_4.2122
OG0006370	El001G066130	evm.model.RL_4.2101
OG0006371	El001G066290	evm.model.RL_4.2113
OG0006372	El001G064980	evm.model.RL_4.2009
OG0006373	El001G064130	evm.model.RL_4.1958
OG0006374	El001G063310	evm.model.RL_4.1887
OG0006375	El004G218100	evm.model.RL_3.1145
OG0006376	El001G063170	evm.model.RL_4.1874
OG0006377	El001G062980	evm.model.RL_4.1861
OG0006378	El001G062060	evm.model.RL_4.1795
OG0006379	El007G348990	evm.model.RL_4.791
OG0006380	El001G022550	evm.model.RL_7.1167
OG0006381	El001G075220	evm.model.RL_4.2876
OG0006382	El001G076050	evm.model.RL_4.2929
OG0006383	El001G076100	evm.model.RL_1.607, evm.model.RL_1.606, evm.model.RL_4.2933.5.687c86dc
OG0006384	El001G076230	evm.model.RL_4.2944
OG0006385	El001G000330	evm.model.RL_8.38
OG0006386	El001G052650	evm.model.RL_4.1187
OG0006387	El001G052980	evm.model.RL_4.1200
OG0006388	El001G025540	evm.model.RL_7.904
OG0006389	El001G055300	evm.model.RL_4.1276
OG0006390	El001G055700	evm.model.RL_4.1306
OG0006391	El001G056080	evm.model.RL_4.1336
OG0006392	El001G056170	evm.model.RL_4.1344
OG0006393	El001G056200, El005G262400	evm.model.RL_4.1349
OG0006394	El007G329850	evm.model.RL_8.2175
OG0006395	El007G329160	evm.model.RL_8.2239
OG0006396	El007G328790	evm.model.RL_8.2269
OG0006397	El007G328580	evm.model.RL_8.2285
OG0006398	El007G328450	evm.model.RL_8.2296
OG0006399	El007G328350	evm.model.RL_8.2306
OG0006400	El007G328040	evm.model.RL_8.2330
OG0006401	El007G327810	evm.model.RL_8.2349
OG0006402	El007G327800	evm.model.RL_8.2350
OG0006403	El007G332710	evm.model.RL_8.1952
OG0006404	El007G333090	evm.model.RL_8.1914
OG0006405	El001G021390	evm.model.RL_7.1273.2.687c84b8
OG0006406	El001G021330	evm.model.RL_7.1279
OG0006407	El001G021270	evm.model.RL_7.1284
OG0006408	El001G019720	evm.model.RL_7.1415
OG0006409	El001G018430	evm.model.RL_7.1513
OG0006410	El001G017470	evm.model.RL_7.1586
OG0006411	El001G014380	evm.model.RL_7.1811
OG0006412	El004G219170	evm.model.RL_3.1225
OG0006413	El001G013850	evm.model.RL_7.1845
OG0006414	El004G218220	evm.model.RL_3.1155
OG0006415	El002G112650	evm.model.RL_5.3274
OG0006416	El004G218270	evm.model.RL_3.1158
OG0006417	El004G219770	evm.model.RL_3.1274
OG0006418	El004G220190	evm.model.RL_3.1298
OG0006419	El004G220780	evm.model.RL_3.1347
OG0006420	El004G221050	evm.model.RL_3.1372.1.687c84bc
OG0006421	El004G221300	evm.model.RL_3.1389
OG0006422	El002G098850	evm.model.RL_5.1222, evm.model.RL_2.382, evm.model.RL_5.1332
OG0006423	El004G223340	evm.model.RL_3.1553
OG0006424	El004G223740	evm.model.RL_3.1587
OG0006425	El004G223880	evm.model.RL_3.1595
OG0006426	El001G071300	evm.model.RL_4.2522
OG0006427	El004G224140	evm.model.RL_3.1613
OG0006428	El004G231490	evm.model.RL_3.2213
OG0006429	El004G230870	evm.model.RL_3.2176
OG0006430	El004G230810	evm.model.RL_3.2172
OG0006431	El004G230200	evm.model.RL_3.2121
OG0006432	El004G228180	evm.model.RL_3.1973
OG0006433	El004G227900	evm.model.RL_3.1949
OG0006434	El004G227360	evm.model.RL_3.1896
OG0006435	El004G226110	evm.model.RL_3.1781
OG0006436	El004G225330	evm.model.RL_3.1725
OG0006437	El004G224620	evm.model.RL_3.1646
OG0006438	El004G232470	evm.model.RL_3.2307
OG0006439	El004G232640	evm.model.RL_3.2321
OG0006440	El004G232890, El008G369670	evm.model.RL_3.2340
OG0006441	El004G233800	evm.model.RL_3.2413
OG0006442	El005G248660	evm.model.RL_1.1184
OG0006443	El005G250280, El005G250170	evm.model.RL_1.1333
OG0006444	El002G138340	evm.model.RL_5.3791
OG0006445	El005G252000	evm.model.RL_1.1470
OG0006446	El005G252200	evm.model.RL_1.1484
